Id,Nmem,ra,ra_sigma,dec,dec_sigma,plx,plx_sigma,pmra,pmra_sigma,pmdec,pmdec_sigma,l,l_sigma,b,b_sigma,n17,Z,age,N_rv,RV_mean,RV_std,RV_mad
CWWDL_10254,34,304.1296,0.052,37.3827,0.0933,0.5019,0.0004,-2.728,0.0805,-5.325,0.0851,75.1474,0.0087,1.1634,0.0014,28,0.32,6.34,1,2.195,,0
CWWDL_10272,20,302.9109,0.0016,36.5529,0.0025,0.3766,0.0003,-2.7724,0.1387,-5.6984,0.0423,73.9171,0.0032,1.5153,0.0004,9,0.44,5.78,0,,,
CWWDL_10273,45,302.8932,0.007,36.4738,0.0049,0.4367,0.0001,-2.4488,0.2083,-5.5384,0.2765,73.8432,0.0071,1.4838,0.0024,17,0.12,7.46,1,13.665,,0
CWWDL_10283,42,306.994,0.0097,40.548,0.0054,0.6702,0.0003,-2.8847,0.0428,-5.5067,0.0859,79.0179,0.0068,1.1412,0.0041,31,-0.88,7.4,5,-13.51,39.7944,28.47
CWWDL_10304,33,316.5253,0.0518,47.0342,0.0427,0.2741,0.0001,-3.0137,0.2326,-4.1997,0.3966,88.3729,0.0023,-0.1482,0.0007,21,0.44,7.82,1,-69.237,,0
CWWDL_10326,34,318.6185,0.0024,50.4316,0.0015,0.3561,0.0008,-4.4896,0.051,-4.8376,0.0228,91.7995,0.002,1.1578,0.0005,14,0.42,7.85,4,-16.66,33.6808,24.3375
CWWDL_10366,23,334.1255,0.0038,57.7623,0.0017,0.3313,0.0001,-3.4112,0.2206,-2.7664,0.0674,103.4317,0.0015,0.88,0.0013,10,0.44,7.61,2,-43.9145,20.5252,14.5135
CWWDL_10371,22,335.0434,0.0098,56.7835,0.0008,0.2816,0.0009,-3.5168,0.158,-2.7869,0.1176,103.306,0.0036,-0.2102,0.0002,8,-0.58,7.46,2,-75.7365,5.0198,3.5495
CWWDL_10380,20,334.2245,0.0034,56.7529,0.0012,0.2369,0.0001,-3.3883,0.1474,-2.8314,0.1263,102.9146,0.0019,0.0114,0.0004,6,-0.58,8.3,1,-77.715,,0
CWWDL_10393,33,350.6622,0.3135,60.7279,0.0834,0.3451,0.0002,-3.6744,0.1771,-2.1178,0.1559,112.2863,0.0281,-0.2951,0.0015,23,0.44,5.3,0,,,
CWWDL_10399,29,351.0545,0.012,61.2754,0.0006,0.2855,0.0003,-3.8154,0.1331,-1.7846,0.2218,112.6484,0.0028,0.1573,0.0006,16,0.44,7.82,1,-54.102,,0
CWWDL_10415,99,1.68,0.0808,63.0494,0.0032,0.2519,0.0002,-2.6585,0.3251,-0.7695,0.1671,117.8903,0.018,0.6165,0.0018,23,0.4,7.79,5,-90.1534,42.0261,29.6146
CWWDL_10416,72,1.2627,0.0268,62.8585,0.0033,0.2465,0.0004,-2.4564,0.4263,-0.7923,0.0948,117.6701,0.0049,0.4617,0.004,22,0.44,7.55,2,-62.958,39.6956,28.069
CWWDL_10420,47,1.158,0.1014,62.8457,0.0436,0.6719,0.0008,-3.1875,0.0211,-1.5445,0.0252,117.6208,0.002,0.4577,0.002,38,-0.4,7.28,5,-36.7168,11.2109,7.9065
CWWDL_10421,32,1.8906,0.1099,63.0062,0.023,0.3076,0.0002,-3.3211,0.1678,-0.9635,0.0962,117.9771,0.0025,0.5573,0.0004,22,0.44,5.85,0,,,
CWWDL_10422,34,0.9566,0.187,63.1397,0.0215,0.24,0.0001,-2.4612,0.3169,-0.9247,0.1293,117.5844,0.0072,0.7635,0.0002,25,-0.58,7.67,1,-74.745,,0
CWWDL_10423,44,1.0326,0.1519,62.7481,0.0296,0.304,0.0002,-2.5251,0.4116,-1.0368,0.1359,117.5467,0.0049,0.3721,0.0007,29,-0.28,7.31,0,,,
CWWDL_10425,26,2.5983,0.2075,63.2113,0.0175,0.3048,0.0002,-3.0124,0.1649,-0.6916,0.1616,118.3266,0.0085,0.7073,0.0002,13,0.4,5.78,0,,,
CWWDL_10426,37,357.7381,0.0154,62.9098,0.0011,0.3203,0.0004,-3.0823,0.1243,-1.3569,0.1177,116.1086,0.0035,0.8422,0.0009,23,0.27,7.25,2,-82.82,8.9887,6.356
CWWDL_10428,96,-1.0734,0.5487,63.3551,0.0057,0.3069,0.0002,-3.1254,0.338,-1.0526,0.2041,116.7312,0.1156,1.1583,0.0005,53,0.12,7.82,7,-57.9679,19.5918,16.5084
CWWDL_10429,34,359.5137,0.0112,62.7679,0.0007,0.2413,0.0002,-2.2562,0.3295,-0.9339,0.0793,116.8684,0.0025,0.5264,0.0005,18,0.44,7.73,2,-75.352,0.4879,0.345
CWWDL_10432,29,2.3832,0.0498,62.8999,0.0007,0.2441,0.0002,-2.0348,0.5029,-1.0819,0.1586,118.1804,0.0107,0.4156,0.0003,14,-0.88,7.88,3,-88.5823,6.1695,4.5538
CWWDL_10434,27,352.9703,0.1398,61.9862,0.0353,0.3168,0.0003,-4.0412,0.0375,-1.4463,0.0422,113.7369,0.0044,0.5432,0.0009,22,-0.58,7.25,1,-48.161,,0
CWWDL_10446,22,1.0763,0.0325,62.6532,0.0004,0.3101,0.0001,-1.7285,0.1798,-1.0518,0.1833,117.5491,0.0068,0.2752,0.0004,13,0.12,7.82,1,-49.518,,0
CWWDL_10461,38,359.4047,0.0339,63.8468,0.0008,0.2624,0.0005,-2.4158,0.3675,-0.9522,0.1488,117.0432,0.0064,1.5922,0.001,19,0.2,7.91,2,-44.5695,61.321,43.3605
CWWDL_10463,57,12.6793,0.0314,63.6462,0.001,0.3128,0.0007,-2.3875,0.3813,-0.4143,0.0753,122.8519,0.0062,0.7747,0.001,30,0.35,5.3,2,-44.7965,66.8562,47.2745
CWWDL_10464,50,6.4952,0.2382,63.5686,0.0276,0.2725,0.0004,-2.6421,0.318,-0.5555,0.1119,120.1034,0.011,0.8369,0.0008,30,0.4,7.64,1,-106.717,,0
CWWDL_10471,42,11.5809,0.0307,63.6247,0.0006,0.2675,0.0009,-2.072,0.1553,-0.3882,0.0959,122.3639,0.006,0.7587,0.0006,15,0.44,7.46,1,-51.755,,0
CWWDL_10473,35,4.8822,0.2129,63.0146,0.0316,0.2923,0.0001,-2.4559,0.2598,-0.7377,0.1075,119.3213,0.0091,0.3669,0.0009,22,0.32,5.7,0,,,
CWWDL_10476,33,4.0513,0.2259,62.9719,0.0209,0.2595,0.0003,-2.6015,0.3826,-0.8256,0.0417,118.9417,0.0104,0.3737,0.0002,23,0.4,5.48,0,,,
CWWDL_10477,68,12.8026,0.1298,63.8246,0.001,0.243,0.0005,-1.8479,0.1954,-0.2737,0.1862,122.9069,0.0253,0.9533,0.001,15,0.44,7.64,2,-29.7095,2.2083,1.5615
CWWDL_10480,29,8.8902,0.028,63.3166,0.0008,0.3565,0.0003,-2.797,0.0617,-0.6055,0.1248,121.1505,0.0058,0.4999,0.0006,11,0.44,7.13,1,-48.974,,0
CWWDL_10481,27,15.3123,0.0062,63.2165,0.001,0.3252,0.0004,-2.1631,0.1921,-0.438,0.052,124.037,0.0013,0.3659,0.001,13,0.44,7.7,2,-14.0605,22.6295,16.0015
CWWDL_10487,25,3.5765,0.0097,63.14,0.0004,0.3133,0.0004,-2.9156,0.2221,-0.6855,0.0782,118.7522,0.002,0.57,0.0004,18,-0.88,8.21,1,-71.578,,0
CWWDL_10490,24,13.3363,0.0388,63.7282,0.0007,0.2431,0.0001,-1.8229,0.3948,-0.384,0.0782,123.1431,0.0076,0.8574,0.0007,11,0.12,8.06,1,-54.925,,0
CWWDL_10495,22,7.2811,0.0301,62.9865,0.0005,0.3149,0.0002,-2.7766,0.1792,-0.7534,0.1035,120.4014,0.0063,0.2246,0.0003,17,0.44,7.52,1,-30.324,,0
CWWDL_10498,21,12.762,0.0572,63.7966,0.0006,0.3361,0.0003,-2.5621,0.309,-0.3287,0.1316,122.8889,0.0112,0.9251,0.0006,15,0.27,5.7,0,,,
CWWDL_10501,84,4.206,0.4449,63.5497,0.0578,0.4709,0.0007,-3.1475,0.0882,-1.105,0.043,119.0887,0.0389,0.9372,0.0032,67,0.4,6.23,1,-81.844,,0
CWWDL_10536,25,25.5727,0.2332,63.1011,0.067,0.3352,0.0001,-1.25,0.1789,0.0182,0.0219,128.6466,0.0112,0.7951,0.0037,11,-0.88,7.97,1,-50.56,,0
CWWDL_10539,39,15.2253,0.429,63.5712,0.0386,0.3703,0.0002,-2.419,0.1136,-0.3838,0.0259,123.9846,0.0353,0.7194,0.0017,25,0.23,5.7,0,,,
CWWDL_10541,39,23.2921,0.3029,63.5626,0.0411,0.2973,0.0003,-1.3568,0.1452,-0.1303,0.0416,127.5568,0.0165,1.0665,0.0028,24,0.35,5,0,,,
CWWDL_10543,36,24.2518,0.0662,62.3438,0.0014,0.2872,0.0002,-1.1949,0.2269,-0.4511,0.1029,128.1926,0.0152,-0.0614,0.0005,18,-0.28,7.97,1,-47.343,,0
CWWDL_10553,33,29.4095,0.391,63.2844,0.0631,0.2948,0.0003,-0.9658,0.0794,0.1472,0.1171,130.2917,0.0334,1.3631,0.0004,21,0.44,5.85,0,,,
CWWDL_10556,32,22.3606,0.1223,62.6455,0.0008,0.3542,0.0002,-1.507,0.2221,-0.4799,0.0587,127.2819,0.0264,0.0956,0.0003,18,-0.1,6.98,0,,,
CWWDL_10575,32,31.119,0.0372,63.2639,0.0015,0.2964,0.0002,-1.2302,0.1463,0.06,0.1131,131.0382,0.0082,1.5476,0.0008,17,0.44,7.82,1,-110.99,,0
CWWDL_10585,26,28.5033,0.1488,63.3407,0.0017,0.3286,0.0002,-1.1978,0.2399,0.032,0.1066,129.8831,0.0311,1.3171,0.0005,19,0.07,7.34,1,-71.917,,0
CWWDL_10588,26,24.2118,0.0424,63.2423,0.001,0.3362,0.0003,-1.2256,0.1826,-0.3889,0.1212,128.0168,0.009,0.8199,0.0006,14,0.12,7.82,2,-76.351,46.2603,32.711
CWWDL_10590,26,30.6098,0.0406,61.465,0.0009,0.3468,0.0004,-0.0017,0.4281,-0.488,0.0843,131.3061,0.0099,-0.2468,0.0003,17,0.44,7.82,1,-72.293,,0
CWWDL_10599,25,26.469,0.1058,63.4528,0.0017,0.2835,0.0004,-0.8643,0.2965,-0.3249,0.1214,128.9701,0.0225,1.2214,0.0004,12,0.42,7.64,1,-42.298,,0
CWWDL_10613,31,21.8467,0.1195,63.7845,0.0014,0.3232,0.0004,-1.6765,0.2693,-0.2212,0.0683,126.8899,0.0242,1.1898,0.0006,15,0.44,7.73,1,-67.601,,0
CWWDL_10617,22,22.6453,0.0561,62.5764,0.0016,0.2858,0.0003,-1.3427,0.1478,-0.2563,0.0426,127.4217,0.0123,0.0466,0.0012,15,-0.28,8.03,4,-78.7605,11.5321,9.573
CWWDL_10622,22,28.0106,0.0723,63.2016,0.0004,0.3704,0.0004,-1.194,0.407,-0.1976,0.0951,129.7005,0.0145,1.1293,0.0006,17,-0.28,7.31,0,,,
CWWDL_10624,22,33.0031,0.0142,61.5944,0.0006,0.3857,0.0004,-1.3716,0.3919,0.0218,0.0866,132.3608,0.0035,0.2066,0.0003,12,-0.88,8,0,,,
CWWDL_10630,21,16.9708,0.0353,63.5729,0.0004,0.3175,0.0001,-2.0972,0.112,-0.2077,0.0916,124.7606,0.0071,0.7597,0.0003,14,0.44,5.78,2,-73.3145,29.941,21.1715
CWWDL_10631,21,14.5968,0.0958,63.6436,0.0003,0.246,0.0003,-2.0202,0.2266,-0.3866,0.051,123.7032,0.0189,0.7826,0.0003,9,0.3,7.76,2,-39.7775,17.4677,12.3515
CWWDL_10632,21,28.5358,0.0723,62.8468,0.0019,0.3141,0.0002,-1.0236,0.2567,-0.258,0.0383,130.0161,0.0166,0.841,0.0003,15,-0.88,7.94,1,-72.255,,0
CWWDL_10645,20,27.4038,0.0573,62.9895,0.0008,0.2964,0.0001,-0.9623,0.2588,-0.3837,0.0513,129.4816,0.0123,0.8601,0.0004,10,-0.88,8.21,1,-73.472,,0
CWWDL_10668,25,39.6545,0.0569,60.7712,0.0026,0.3908,0.0007,-0.5594,0.3777,-0.336,0.2265,135.649,0.0157,0.5738,0.0005,17,0.44,7.37,1,-48.265,,0
CWWDL_10681,22,40.4074,0.0309,61.0619,0.0014,0.3949,0.0006,-0.2841,0.1906,-0.2833,0.0581,135.8652,0.0082,0.988,0.0004,13,0.27,6.86,1,-49.077,,0
CWWDL_10687,21,41.8394,0.0324,59.876,0.0013,0.3175,0.0001,-0.5228,0.2963,-0.1116,0.2738,137.0051,0.009,0.2101,0.0005,13,0.23,7.76,1,-44.507,,0
CWWDL_10713,69,79.1654,0.0182,40.6212,0.0165,0.2979,0.0005,0.4222,0.3471,-1.6345,0.1642,166.9809,0.0253,1.4561,0.0017,26,0.16,8.03,5,-7.7822,18.2754,13.2098
CWWDL_10714,68,76.7339,0.2605,42.4627,0.2482,0.2503,0.0003,0.5348,0.1566,-1.2425,0.3852,164.42,0.0963,1.074,0.0009,37,0.37,7.94,6,-24.2622,39.5209,27.4856
CWWDL_10719,56,78.0248,0.0207,40.7664,0.0341,0.2467,0.0003,0.5613,0.2386,-1.6011,0.1169,166.3576,0.0449,0.8393,0.0011,40,-0.58,8.18,6,-1.0947,24.4119,21.2323
CWWDL_10723,51,76.0911,0.0672,42.5089,0.0504,0.2873,0.0003,0.4274,0.212,-1.4573,0.3416,164.0968,0.0861,0.724,0.0008,19,0.44,7.61,1,-41.009,,0
CWWDL_10728,44,75.2464,0.04,43.311,0.0387,0.2683,0.0003,0.267,0.2291,-1.4192,0.3289,163.0837,0.0593,0.7241,0.0005,25,0.44,7.85,7,16.4856,22.5715,17.2192
CWWDL_10733,39,77.1416,0.0218,41.8902,0.0163,0.2412,0.0004,0.6791,0.1787,-1.8517,0.1561,165.0593,0.0277,0.9722,0.0006,21,-0.88,8.24,4,8.724,4.4677,3.0675
CWWDL_10734,39,78.1001,0.1302,41.0917,0.1148,0.2521,0.0001,0.4654,0.1728,-0.9575,0.4016,166.1282,0.0216,1.0767,0.0006,23,0.35,7.37,1,-19.004,,0
CWWDL_10737,38,76.3156,0.0129,41.7657,0.0085,0.2561,0.0002,0.3304,0.3499,-1.4927,0.2196,164.7887,0.0146,0.4054,0.001,24,-0.04,7.82,3,-12.7707,22.6131,17.3844
CWWDL_10743,34,77.836,0.082,41.464,0.0704,0.265,0.0004,0.0795,0.12,-1.5657,0.1023,165.7104,0.0071,1.1359,0.0014,25,0.42,7.88,3,-0.8137,15.745,12.1202
CWWDL_10749,32,77.8284,0.0035,41.6436,0.0033,0.2524,0.0002,0.371,0.1612,-0.5369,0.3587,165.5621,0.0042,1.2375,0.001,16,0.4,7.79,1,-7.5,,0
CWWDL_10751,31,77.9085,0.1804,41.5093,0.1682,0.3021,0.0001,0.2433,0.2124,-1.5467,0.1036,165.706,0.0447,1.2069,0.0003,20,0.12,7.19,2,-5.2325,27.8098,19.6645
CWWDL_10755,37,78.3402,0.0172,41.1682,0.0158,0.2256,0.0001,0.4718,0.0748,-0.1605,0.1517,166.1725,0.024,1.268,0.0016,25,0.42,7.91,2,6.9115,12.6593,8.9515
CWWDL_10758,28,77.3953,0.0331,41.3506,0.031,0.2506,0.0003,0.1695,0.2071,-1.7764,0.1922,165.6057,0.0493,0.8029,0.0003,16,0.44,7.91,2,-22.8845,27.8975,19.7265
CWWDL_10761,27,76.2095,0.0211,40.9354,0.0163,0.2682,0.0002,0.5557,0.3496,-1.2565,0.2392,165.4013,0.0278,-0.1606,0.0005,14,0.44,7.73,2,-7.382,27.2194,19.247
CWWDL_10769,26,77.3462,0.0069,40.5969,0.0109,0.237,0.0003,0.2425,0.1006,-1.4899,0.2295,166.1891,0.0144,0.324,0.0005,13,0.42,7.61,1,30.491,,0
CWWDL_10773,25,78.5422,0.0157,40.6026,0.0227,0.3606,0.0002,0.6288,0.1934,-1.6004,0.194,166.7206,0.0307,1.0606,0.001,14,0.44,7.82,3,9.1063,15.2869,11.6671
CWWDL_10782,24,78.3838,0.0124,41.3305,0.0127,0.3006,0.0002,0.3122,0.091,-1.6029,0.1468,166.0603,0.0192,1.3897,0.0005,14,0.4,7.76,2,-20.7215,3.9916,2.8225
CWWDL_10790,23,74.991,0.0107,42.944,0.0057,0.3277,0.0002,0.9028,0.0961,-1.7819,0.1785,163.2578,0.0103,0.3507,0.0011,14,-0.4,7.94,0,,,
CWWDL_10812,20,76.0379,0.0087,43.0802,0.006,0.2556,0.0001,0.1279,0.0844,-1.2157,0.368,163.619,0.0103,1.0393,0.0003,13,0.07,8.18,4,-8.716,19.9631,14.7725
CWWDL_10817,60,91.5068,0.0028,25.3086,0.0067,0.2677,0.0003,0.2793,0.124,-1.6674,0.3092,185.4211,0.0078,2.0948,0.0012,35,0.44,7.82,3,35.468,36.1226,25.3127
CWWDL_10821,22,90.1978,0.0059,28.1489,0.0077,0.278,0.0002,0.1108,0.121,-1.7137,0.2814,182.3703,0.0118,2.4709,0.0005,13,0.44,7.94,1,62.377,,0
CWWDL_10826,20,91.5585,0.0013,26.1197,0.0051,0.247,0.0002,0.2061,0.1273,-1.6319,0.0824,184.7348,0.0059,2.5306,0.0002,14,-0.4,7.91,4,37.131,18.7867,15.862
CWWDL_10829,29,92.0154,0.0023,25.3614,0.0082,0.2731,0.0003,0.583,0.3682,-1.8591,0.202,185.5984,0.0091,2.5222,0.001,11,0.44,7.55,2,25.9435,33.7085,23.8355
CWWDL_10831,26,92.6366,0.0031,24.1502,0.0103,0.2392,0.0002,0.1545,0.0897,-1.2755,0.1947,186.9327,0.0124,2.4317,0.0005,14,0.12,7.55,1,39.438,,0
CWWDL_10843,28,93.9107,0.0748,22.6131,0.062,0.5097,0.0003,-0.3888,0.0266,-1.6022,0.0162,188.8437,0.0048,2.7245,0.0035,22,0.44,5.85,2,-6.772,7.4218,5.248
CWWDL_10844,38,96.1294,0.0266,16.3234,0.0641,0.3025,0.0002,-0.1786,0.1843,-0.9666,0.3819,195.3818,0.0039,1.6081,0.0007,20,-0.18,5.48,1,49.253,,0
CWWDL_10853,20,97.5681,0.0017,15.8731,0.0041,0.2554,0.0001,-0.1266,0.1111,-1.0689,0.2592,196.4231,0.0051,2.6233,0.0005,11,0.4,7.79,1,67.716,,0
CWWDL_10854,61,98.8316,0.0026,12.3839,0.0119,0.2551,0.0004,-0.2949,0.1627,-0.5969,0.2445,200.0877,0.0128,2.105,0.0015,33,0.44,7.25,1,72.543,,0
CWWDL_10867,24,99.1639,0.0017,12.9068,0.0037,0.3501,0.0002,-0.2887,0.0946,-0.7607,0.1351,199.7714,0.0037,2.6328,0.0016,14,-0.88,8.36,3,55.7863,16.0432,12.3484
CWWDL_10872,22,98.404,0.0012,12.3356,0.0048,0.2372,0.0002,-0.1094,0.212,-0.5122,0.134,199.9384,0.0057,1.7119,0.0002,14,0.4,7.73,3,18.135,4.8932,3.736
CWWDL_10875,22,99.1962,0.0011,13.0565,0.0044,0.3099,0.0003,-0.3218,0.2214,-0.7453,0.2811,199.6525,0.0049,2.7294,0.0006,15,0.4,7.79,3,64.83,14.6329,10.6053
CWWDL_10879,20,97.1992,0.0015,15.197,0.0051,0.2718,0.0001,0.0344,0.2509,-1.2583,0.1762,196.8585,0.0061,1.9956,0.0004,13,-0.88,8.27,2,29.6405,67.5959,47.7975
CWWDL_10880,61,101.9321,0.0038,5.6332,0.0021,0.2683,0.0008,-0.5836,0.0939,-0.2911,0.1118,207.4951,0.0035,1.7434,0.0024,45,0.44,7.64,1,111.981,,0
CWWDL_10881,29,102.3264,0.0406,6.0436,0.0457,0.2489,0.0002,-0.3754,0.1239,-0.6028,0.4188,207.308,0.0027,2.2795,0.0009,21,0.23,7.88,2,49.41,6.8533,4.846
CWWDL_10888,29,106.8261,0.0445,-1.9424,0.0671,0.2445,0.0002,-0.487,0.1419,0.1203,0.1064,216.4726,0.0027,2.6408,0.0035,15,0.35,5.78,1,59.734,,0
CWWDL_10891,28,108.2164,0.0222,-4.6925,0.0226,0.357,0.0008,-2.5616,0.0111,2.1995,0.0261,219.5561,0.0006,2.6083,0.0003,20,-0.18,7.91,1,158.591,,0
CWWDL_10892,33,107.935,0.0416,-4.7269,0.0991,0.2707,0.0002,-0.874,0.0852,0.4139,0.1193,219.457,0.01,2.3436,0.0012,20,-0.04,5.48,2,93.527,26.1092,18.462
CWWDL_10896,26,107.0642,0.0015,-2.4765,0.0129,0.2412,0.0003,-1.1096,0.102,0.5814,0.0817,217.0569,0.0137,2.6073,0.0008,18,-0.28,8.03,3,82.8473,17.5852,13.5369
CWWDL_10909,40,110.6477,0.044,-9.3865,0.1028,0.246,0.0003,-1.191,0.1635,1.0568,0.2685,224.8387,0.0116,2.5575,0.0006,23,-0.88,8.21,3,89.8313,11.6137,8.1376
CWWDL_10913,26,107.4939,0.0017,-5.2446,0.0032,0.2459,0.0001,-0.8536,0.0889,0.4432,0.3255,219.714,0.0041,1.715,0.0009,13,0.44,7.79,0,,,
CWWDL_10917,23,107.9894,0.0047,-5.3433,0.0068,0.2953,0.0003,-1.3991,0.1046,0.8861,0.1203,220.0293,0.0104,2.1072,0.0011,16,0.4,7.58,1,39.391,,0
CWWDL_10920,21,109.5789,0.0033,-7.671,0.0104,0.2644,0.0002,-1.4478,0.0753,0.5837,0.1911,222.8261,0.0133,2.4265,0.0003,13,0.44,7.67,2,64.346,6.9494,4.914
CWWDL_10922,21,109.6985,0.0009,-8.4292,0.0006,0.2736,0.0002,-1.0114,0.0647,0.5643,0.0563,223.5526,0.001,2.1774,0.0005,12,0.16,7.91,2,73.4285,9.2723,6.5565
CWWDL_10928,34,112.7655,0.0083,-14.1733,0.013,0.2705,0.0003,-1.3315,0.07,1.4886,0.065,230.0399,0.0199,2.1087,0.0009,18,0.4,7.64,1,89.086,,0
CWWDL_10941,60,115.2169,0.0035,-17.8029,0.0102,0.2446,0.0003,-1.7218,0.2446,1.9454,0.1753,234.3606,0.0117,2.4031,0.0018,19,-0.88,8.21,5,72.2582,19.6737,16.3174
CWWDL_10944,52,116.4024,0.0037,-19.1498,0.0064,0.2561,0.0005,-1.6463,0.1572,1.8477,0.2428,236.0895,0.0093,2.711,0.0004,20,0.44,7.82,3,73.6707,6.0643,4.4602
CWWDL_10960,20,115.4506,0.0014,-17.3684,0.0035,0.2645,0.0001,-1.978,0.1153,2.4455,0.3714,234.0922,0.0044,2.8112,0.0004,15,0.44,7.01,2,71.8515,5.6505,3.9955
CWWDL_10980,29,116.0721,0.0011,-20.7455,0.0043,0.2578,0.0003,-1.7402,0.4063,2.2302,0.3043,237.3181,0.005,1.6453,0.0003,11,0.3,7.61,1,79.57,,0
CWWDL_10984,27,116.755,0.0359,-21.6497,0.0351,0.2373,0.0002,-2.2485,0.1252,3.1145,0.3688,238.42,0.0018,1.7438,0.0005,21,0.4,7.7,1,100.663,,0
CWWDL_10985,34,118.4035,0.0461,-25.1572,0.0456,0.2597,0.0002,-2.0564,0.2444,2.5053,0.4185,242.2106,0.0028,1.2626,0.0009,20,0.4,7.7,2,51.904,24.1491,17.076
CWWDL_10988,29,119.3025,0.002,-24.5188,0.0042,0.2324,0.0002,-2.4353,0.2689,3.2608,0.1701,242.086,0.0052,2.2909,0.0006,15,0.32,7.43,1,100.968,,0
CWWDL_10991,23,118.7684,0.0017,-23.4102,0.0049,0.2721,0.0001,-1.771,0.0688,2.5538,0.1498,240.8838,0.006,2.4475,0.0003,18,0.44,7.7,2,95.5935,45.7958,32.3825
CWWDL_10993,24,119.6775,0.0035,-24.0483,0.0066,0.2512,0.0002,-2.4103,0.1975,3.0739,0.4362,241.8622,0.0092,2.8279,0.0003,15,0.44,7.94,2,78.024,39.6489,28.036
CWWDL_10996,21,118.4408,0.0008,-24.7838,0.0014,0.2793,0.0002,-2.4981,0.095,2.7989,0.2575,241.9077,0.0015,1.4837,0.0005,16,0.32,7.52,1,54.214,,0
CWWDL_10997,21,118.9247,0.0015,-23.0968,0.0021,0.2551,0.0001,-2.4582,0.235,3.155,0.2468,240.6894,0.0021,2.7324,0.0013,16,0.4,7.46,1,93.529,,0
CWWDL_10998,20,118.2864,0.0007,-23.9138,0.0037,0.305,0.0002,-2.23,0.1388,2.641,0.1166,241.0887,0.0036,1.8099,0.0007,13,-0.4,6.18,0,,,
CWWDL_11004,81,119.4147,0.0052,-24.9402,0.0139,0.2601,0.0004,-2.1335,0.162,2.7193,0.2724,242.4992,0.0158,2.1588,0.0024,30,-0.28,7.97,4,64.7013,16.5316,12.0846
CWWDL_11011,37,120.1012,0.0873,-28.2079,0.0879,0.2551,0.0004,-2.2254,0.2641,2.5635,0.2065,245.6056,0.0126,0.9704,0.0007,23,0.4,7.67,1,67.448,,0
CWWDL_11014,50,120.9695,0.0726,-25.9801,0.0746,0.2462,0.0003,-2.4237,0.1851,2.4072,0.3718,244.1237,0.0091,2.8053,0.0006,28,-0.18,5.3,0,,,
CWWDL_11030,25,120.0134,0.0026,-26.1118,0.0048,0.2732,0.0001,-2.5363,0.2062,3.097,0.2755,243.7812,0.0062,2.0064,0.0008,13,0.4,7.7,1,34.59,,0
CWWDL_11031,25,119.3061,0.0007,-25.3663,0.0018,0.2761,0.0002,-2.4954,0.0991,2.9184,0.1132,242.8121,0.0019,1.8531,0.0005,14,0.44,7.67,2,93.8455,65.7786,46.5125
CWWDL_11071,36,123.5624,0.0812,-31.0305,0.0661,0.2935,0.0003,-2.7515,0.1353,2.3619,0.1523,249.6067,0.008,1.9798,0.0009,20,-0.88,8.36,1,53.345,,0
CWWDL_11073,29,123.5827,0.0417,-30.9787,0.0866,0.2475,0.0001,-2.6052,0.1108,2.8926,0.3126,249.5731,0.0079,2.023,0.0006,19,0.44,7.61,1,37.093,,0
CWWDL_11089,48,123.1583,0.0889,-29.8326,0.1558,0.2327,0.0002,-2.2945,0.1549,2.6163,0.3492,248.4143,0.0288,2.3496,0.0009,23,0.4,7.88,6,68.3463,29.8445,19.2231
CWWDL_11103,22,122.3252,0.0038,-30.9716,0.0115,0.2605,0.0001,-2.6106,0.2035,3.6734,0.4535,248.9756,0.0139,1.1253,0.0004,16,0.44,7.73,2,71.575,29.6447,20.962
CWWDL_11105,22,124.9538,0.0014,-33.4765,0.0023,0.2624,0.0003,-2.8403,0.1224,2.6443,0.3152,252.2937,0.0028,1.5875,0.0004,16,0.16,6.68,1,54.342,,0
CWWDL_11110,37,125.5492,0.0017,-33.9303,0.003,0.2409,0.0003,-2.3275,0.127,2.8046,0.3025,252.9488,0.0037,1.7376,0.0005,14,0.44,7.7,2,62.6635,33.6689,23.8075
CWWDL_11112,21,122.5965,0.0022,-29.3098,0.0036,0.2904,0.0002,-2.1969,0.28,2.3615,0.1658,247.7088,0.0049,2.227,0.0004,13,-0.58,7.91,1,45.322,,0
CWWDL_11150,32,126.0667,0.005,-33.7272,0.0072,0.2647,0.0001,-2.9824,0.3825,3.2916,0.2029,253.0283,0.0102,2.2064,0.0005,12,0.07,8.12,2,39.6505,18.8493,13.3285
CWWDL_11165,46,130.8882,0.019,-38.0328,0.005,0.287,0.0003,-3.3228,0.3314,3.2142,0.2529,258.8175,0.0134,2.7784,0.0034,22,0.44,7.82,5,48.6524,27.5017,21.4447
CWWDL_11170,79,138.0188,0.0802,-44.7976,0.0595,0.4489,0.0013,-4.9492,0.3148,3.0498,0.2199,267.4351,0.0041,2.4291,0.0026,45,0.35,7.43,2,19.7905,4.0185,2.8415
CWWDL_11171,26,137.8252,0.0068,-44.3474,0.0026,0.3579,0.0007,-3.9747,0.1715,3.8582,0.1473,267.012,0.0054,2.6365,0.0007,16,-0.88,8.21,1,14.272,,0
CWWDL_11172,71,138.1944,0.0211,-44.9156,0.0099,0.575,0.0004,-4.6796,0.0537,5.2434,0.0561,267.6065,0.0169,2.4385,0.0035,54,0.4,7.79,5,27.1688,38.4249,25.4923
