"name","ra","dec","lii","bii","cluster_radius","pm_ra","pm_dec","distance","e_bv","distance_modulus","log_age","log_age_error","metallicity","metallicity_error"
"Ruprecht 26",114.293,-15.66,232.056,2.682,"  0.210","  -2.60","  -0.15","    1456","  0.260"," 10.900","  7.800",,"   0.313","  0.110"
"NGC 2360",109.425,-15.64,229.804,-1.429,"  0.300","  -2.30","   6.60","    1560","  0.416"," 11.100","  8.650","  0.018","  -0.030","  0.010"
"FSR 0033",262.44,-15.635,9.397,10.144,"  0.090","  -0.95","  -9.74","    7893","  0.354"," 14.600","  9.600",,,
"NGC 2414",113.287,-15.455,231.407,1.934,"  0.140","  -1.79","   0.00","    2874","  0.583"," 12.480","  7.270",,,
"FSR 1234",112.796,-15.428,231.155,1.532,"  0.115","  -4.52","   5.49","    1706","  0.437"," 11.301","  8.440",,,
"Czernik 29",112.092,-15.405,230.81,0.947,"  0.085","  -8.38","   5.61","    2879","  0.479"," 12.450","  8.500",,,
"FSR 1219",107.115,-15.365,228.53,-3.276,"  0.200","   0.10","  -0.07","    1721","  0.375"," 11.300","  8.755","  0.027",,
"Haffner 10",112.144,-15.365,230.799,1.011,"  0.135","  -5.80","   4.41","    4873","  0.500"," 13.600","  9.305",,,
"Ivanov 7",112.662,-15.303,230.983,1.479,"  0.125","  -7.27","   4.74","    4141","  0.666"," 13.300","  8.700","  0.046",,
"MWSC 4572",307.748,-15.175,29.809,-28.741,"  0.190","   3.57","  -3.39","    1402","  0.208"," 10.800","  9.340","  0.032",,
"FSR 0070",292.495,-15.17,23.432,-15.254,"  0.140","   2.94","  -7.45","    1537","  0.208"," 11.000","  9.565","  0.070",,
"MWSC 5319",245.25,-15.143,359.695,23.901,"  0.165","  -0.44","  -1.67","    1326","  0.271"," 10.700","  9.500",,,
"Waterloo 7",111.532,-15.093,230.278,0.621,"  0.210","  -1.79","   2.63","    2932","  0.354"," 12.450","  8.530","  0.032",,
"Alessi 17",113.85,-15.092,231.352,2.585,"  0.100","  -3.36","  -0.75","    4697","  0.437"," 13.500","  8.220",,,
"MWSC 4330",259.26,-15.08,8.187,13.026,"  0.175","  -2.92","  -4.40","    1434","  0.833"," 11.050","  8.550",,,
"FSR 0054",277.605,-15.045,17.175,-2.273,"  0.115","  -1.30","  -4.20","    2325","  0.833"," 12.100","  8.905","  0.045",,
"Haffner 4",106.522,-14.995,227.938,-3.615,"  0.155","   4.42","  -0.10","    4458","  0.479"," 13.400","  9.115","  0.023","  -0.380",
"FSR 1187",98.873,-14.99,224.633,-10.237,"  0.160","  -0.69","   1.42","    2817","  0.625"," 12.450","  8.450",,,
"ASCC 94",273.9,-14.975,15.558,0.921,"  0.270","   1.65","  -0.20","     731","  0.250","  9.400","  8.840","  0.078",,
"NGC 6605",274.605,-14.965,15.89,0.326,"  0.185","   3.40","  -1.17","    1144","  0.645"," 10.500","  8.800",,,
"NGC 2425",114.562,-14.88,231.502,3.289,"  0.160","  -2.86","   0.61","    4330","  0.210"," 13.250","  9.340",,"   0.000",
"NGC 2437",115.455,-14.805,231.86,4.078,"  0.570","  -3.05","   0.38","    1375","  0.150"," 10.740","  8.350",,"  -0.470","  0.131"
"FSR 1304",133.339,-14.785,241.343,18.67,"  0.180","  -0.75","  -0.99","    5168","  0.104"," 13.600","  9.250",,,
"FSR 1249",117.168,-14.7,232.592,5.569,"  0.090","  -0.37","   1.05","    2428","  0.541"," 12.100","  8.505","  0.002",,
"FSR 0043",266.483,-14.66,12.292,7.317,"  0.085","  -5.82","  -4.31","    4078","  0.770"," 13.300","  9.100",,,
"Dolidze 28",276.37,-14.65,16.97,-1.032,"  0.150","   0.67","  -3.58","    1258","  0.937"," 10.800","  8.250",,,
"Kharchenko 2",275.587,-14.585,16.673,-0.332,"  0.190","  -0.07","  -0.33","    3412","  1.041"," 13.000","  8.425",,,
"NGC 2422",114.165,-14.49,230.973,3.143,"  0.630","  -6.63","   2.11","     471","  0.104","  8.399","  8.120",,"   0.008","  0.116"
"Kronberger 2",275.329,-14.283,16.822,0.03,"  0.140","   1.09","   0.26","    3197","  1.791"," 13.100","  8.200",,,
"Ruprecht 1",99.135,-14.193,224.015,-9.663,"  0.140","   0.48","   0.44","    1204","  0.146"," 10.450","  8.790",,,
"FSR 1212",106.909,-14.15,227.357,-2.896,"  0.115","   0.93","   0.57","    1780","  0.770"," 11.500","  8.650",,,
"MWSC 5060",152.618,-14.045,254.39,33.256,"  0.190","  -2.83","  -3.76","    1445","  0.000"," 10.800","  9.700",,,
"FSR 1245",117.487,-14.021,232.156,6.176,"  0.110","  -2.23","  -0.06","    1833","  0.260"," 11.400","  9.170","  0.067",,
"Basel 11A",109.278,-13.982,228.271,-0.781,"  0.210","  -1.09","  -0.68","    1537","  0.208"," 11.000","  7.420",,,
"NGC 2401",112.352,-13.972,229.671,1.853,"  0.090","   2.01","   4.43","    3778","  0.354"," 13.000","  7.000",,,
"MWSC 5726",298.358,-13.96,27.043,-19.925,"  0.135","   0.11"," -10.01","    2038","  0.666"," 11.760","  8.900",,,
"FSR 0067",287.408,-13.9,22.469,-10.256,"  0.140","   0.28","  -8.37","    4079","  0.458"," 13.200","  9.100",,,
"NGC 2423",114.278,-13.85,230.466,3.549,"  0.450","  -0.60","  -2.89","     824","  0.062","  9.600","  9.025","  0.014","   0.068","  0.103"
"FSR 1227",112.98,-13.835,229.843,2.454,"  0.125","  -1.51","   4.26","    4500","  0.416"," 13.400","  8.975","  0.013",,
"FSR 1209",106.767,-13.82,227,-2.868,"  0.170","  -0.89","  -2.49","    2964","  0.437"," 12.500","  9.120",,,
"ASCC 40",113.415,-13.765,229.985,2.858,"  0.155","  -1.13","  -1.12","    3113","  0.416"," 12.600","  8.800",,,
"FSR 1226",113.216,-13.745,229.874,2.698,"  0.105","  -1.33","  -2.88","    2901","  0.583"," 12.500","  8.870",,,
"NGC 2318",104.87,-13.662,226.019,-4.437,"  0.125","   0.54","   2.43","    1713","  0.437"," 11.309","  8.750",,,
"Ruprecht 8",105.438,-13.56,226.178,-3.898,"  0.115","   1.17","  -0.26","    2190","  0.458"," 11.850","  8.845",,,
"DC 4",103.522,-13.555,225.332,-5.558,"  0.075","   4.88","  -3.34","    2304","  0.583"," 12.000","  8.700",,,
"MWSC 5295",233.662,-13.38,352.495,33.359,"  0.170","  -4.26","  -4.50","    1764","  0.208"," 11.300","  9.360",,,
"FSR 1207",106.882,-13.33,226.615,-2.543,"  0.180","  -2.71","  -0.73","    1928","  0.541"," 11.600","  8.335","  0.038",,
"Trumpler 32",274.298,-13.33,17.189,1.364,"  0.370","   0.64","  -3.60","    1623","  0.770"," 11.299","  8.795",,,
"FSR 0051",273.267,-13.325,16.715,2.248,"  0.110","   1.13","  -9.43","    4415","  1.166"," 13.600","  6.100",,,
"Ruprecht 6",103.98,-13.28,225.286,-5.037,"  0.080","   0.66","   1.21","    5919","  0.431"," 14.000","  9.300",,"  -0.380",
"NGC 2374",111,-13.27,228.428,1.031,"  0.220","  -3.40","  -0.66","    1394","  0.090"," 10.750","  8.750",,,
"FSR 1191",103.121,-13.235,224.868,-5.765,"  0.110","   0.90","   0.33","    3361","  0.521"," 12.800","  9.100",,,
"Berkeley 33",104.46,-13.22,225.443,-4.593,"  0.125","   0.23","   1.82","    4785","  0.312"," 13.500","  9.040","  0.024","  -0.260","  0.050"
"NGC 2345",107.062,-13.2,226.58,-2.328,"  0.225","  -0.55","  -0.12","    2605","  0.687"," 12.300","  7.900",,,
"Berkeley 36",109.083,-13.178,227.471,-0.574,"  0.145","   3.31","   2.63","    5041","  0.583"," 13.700","  9.400",,,
"Haffner 6",110.014,-13.15,227.87,0.241,"  0.135","   0.36","   4.16","    3320","  0.604"," 12.800","  8.865",,,
"NGC 6639",277.74,-13.14,18.926,-1.508,"  0.170","   1.99","  -1.80","     765","  0.250","  9.499","  8.930",,,
"Bica 3",276.516,-13.05,18.452,-0.411,"  0.100","  -1.33","  -5.15","    1614","  2.290"," 11.777","  7.200",,,
"NGC 2413",113.265,-12.99,229.235,3.103,"  0.185","  -0.47","   1.61","    1341","  0.042"," 10.651","  8.655",,,
"FSR 1195",104.82,-12.95,225.36,-4.158,"  0.165","   0.36","   2.60","    3150","  0.958"," 12.800","  8.200",,,
"MWSC 5732",301.027,-12.928,29.192,-21.869,"  0.160","   1.48","  -7.78","    2203","  0.885"," 12.000","  8.650",,,
"FSR 1204",107.073,-12.89,226.309,-2.177,"  0.140","   1.92","  -0.11","    1706","  0.312"," 11.260","  9.320",,,
"NGC 2539",122.67,-12.84,233.732,11.113,"  0.440","  -2.28","  -1.91","    1232","  0.146"," 10.500","  8.735","  0.022","   0.130","  0.030"
"FSR 1202",106.845,-12.783,226.112,-2.325,"  0.115","  -3.47","   2.34","    2436","  0.208"," 12.000","  9.225",,,
"Ruprecht 24",112.98,-12.765,228.903,2.968,"  0.170","   1.03","   1.56","    1706","  0.125"," 11.200","  8.650",,,
"FSR 1199",106.575,-12.57,225.802,-2.461,"  0.135","  -0.20","   1.97","    1188","  0.312"," 10.475","  8.645","  0.025",,
"FSR 1200",106.995,-12.464,225.896,-2.048,"  0.170","  -0.40","   2.47","    1297","  0.562"," 10.746","  8.715",,,
"Ruprecht 141",277.829,-12.326,19.688,-1.209,"  0.100","  -1.79","  -1.27","    3381","  0.947"," 12.950","  6.550",,,
"MWSC 5811",345.765,-12.315,57.856,-60.615,"  0.240","   7.41","   0.85","    1261","  0.146"," 10.550","  9.425",,,
"Haffner 8",110.793,-12.308,227.485,1.307,"  0.160","  -0.92","   0.62","    1197","  0.029"," 10.400","  9.035","  0.020","   0.060","  0.040"
"Dias 6",277.635,-12.305,19.619,-1.031,"  0.155","   0.00","  -3.18","    1916","  0.895"," 11.700","  8.600",,,
"NGC 6604",274.507,-12.238,18.248,1.701,"  0.265","  -0.22","  -2.70","    1895","  0.968"," 11.700","  6.890",,,
"FSR 1123",87.922,-12.22,217.383,-18.706,"  0.130","   2.50","  -3.15","    2268","  0.999"," 12.100","  8.250",,,
"Ruprecht 142",278.055,-12.215,19.888,-1.354,"  0.100","  -2.88","  -5.67","    1802","  0.999"," 11.600","  8.530",,,
"MWSC 5735",302.34,-12.185,30.495,-22.728,"  0.125","   0.80","  -2.04","    1970","  0.396"," 11.600","  9.250",,,
"Ruprecht 143",278.149,-12.14,19.997,-1.401,"  0.100","  -2.21","  -3.68","    2062","  1.020"," 11.900","  8.650",,,
"Melotte 71",114.39,-12.055,228.946,4.516,"  0.340","  -0.94","   4.72","    2473","  0.104"," 12.000","  8.975",,"  -0.220","  0.100"
"NGC 6631",276.813,-12.02,19.498,-0.187,"  0.170","  -2.20","  -5.67","    2972","  0.729"," 12.600","  8.790","  0.021",,
"FSR 1131",90.653,-12.018,218.37,-16.201,"  0.145","  -0.13","   1.41","    4432","  0.208"," 13.300","  9.300",,,
"FSR 1194",106.095,-12.005,225.084,-2.62,"  0.185","  -0.36","  -0.60","    1184","  0.416"," 10.501","  7.815",,,
"FSR 1185",104.903,-11.974,224.525,-3.644,"  0.100","   2.15","   1.01","    5374","  1.083"," 14.000","  9.100",,,
"FSR 0059",277.266,-11.967,19.751,-0.555,"  0.125","  -2.41","  -3.61","    1550","  1.083"," 11.300","  8.400",,,
"NGC 6625",275.697,-11.955,19.045,0.808,"  0.165","  -1.72","  -3.43","    1335","  1.210"," 11.017","  8.700",,,
"ASCC 92",267.78,-11.88,15.356,7.626,"  0.230","  -6.63","  -5.53","     644","  0.312","  9.145","  9.080",,,
"FSR 0085",296.805,-11.855,28.4,-17.673,"  0.115","  -1.41","  -5.88","    1338","  0.208"," 10.699","  9.375",,,
"SAI 69",101.367,-11.79,222.8,-6.653,"  0.070","   3.03","   2.83","    7468","  0.416"," 14.500","  9.100",,,
"NGC 2396",112.028,-11.74,227.557,2.64,"  0.200","  -1.30","  -1.94","     545","  0.050","  8.698","  8.520",,,
"Berkeley 76",106.665,-11.73,225.095,-1.998,"  0.160","  -1.48","   2.69","    2360","  0.731"," 12.100","  8.870",,,
"Ruprecht 135",269.514,-11.677,16.379,6.251,"  0.080","   2.66","  -6.00","    3497","  0.874"," 13.000","  9.500",,,
"MWSC 5029",131.407,-11.655,237.495,18.931,"  0.135","  -2.86","   3.00","    1953","  0.146"," 11.500","  9.285",,,
"FSR 1192",106.458,-11.625,224.909,-2.13,"  0.170","  -1.05","   2.42","    2821","  0.770"," 12.500","  8.550",,,
"FSR 1132",92.085,-11.5,218.503,-14.711,"  0.140","   4.54","   0.48","    1892","  0.979"," 11.700","  8.850",,,
"FSR 0060",277.545,-11.5,20.291,-0.58,"  0.145","   0.82","  -9.47","    1257","  1.874"," 11.100","  8.305","  0.116",,
"MWSC 4606",316.53,-11.47,37.891,-35.047,"  0.245","   2.55","  -4.59","     956","  0.271","  9.990","  9.385",,,
"FSR 1184",105.668,-11.435,224.385,-2.732,"  0.110","   2.05","   1.36","    6017","  1.874"," 14.500","  8.350",,,
"Ruprecht 144",278.377,-11.41,20.748,-1.262,"  0.120","  -0.29","  -7.34","    1649","  0.666"," 11.301","  8.795","  0.052",,
"MWSC 4555",304.387,-11.35,32.235,-24.201,"  0.250","   7.11"," -10.35","    1740","  0.146"," 11.250","  9.505","  0.056",,
"FSR 1280",132.113,-11.21,237.519,19.753,"  0.180","   0.82","  -4.39","    1298","  0.416"," 10.700","  8.600",,,
"FSR 1172",103.908,-11.03,223.239,-4.086,"  0.110","  -0.94","   3.06","    2290","  0.625"," 12.000","  8.800",,,
"FSR 1220",115.927,-11.03,228.783,6.331,"  0.170","   2.98","  -0.97","    1410","  0.416"," 10.880","  8.570",,,
"FSR 1167",101.588,-10.985,222.171,-6.101,"  0.130","   1.55","  -0.36","    2325","  0.521"," 12.000","  9.385","  0.050",,
"NGC 2506",120,-10.76,230.553,9.936,"  0.270","  -1.62","   2.14","    3526","  0.042"," 12.750","  9.210","  0.017","  -0.200","  0.020"
"Collinder 466",106.734,-10.72,224.228,-1.474,"  0.095","   0.64","   1.23","    1037","  0.062"," 10.099","  8.405",,,
"Melotte 72",114.62,-10.7,227.865,5.369,"  0.220","  -0.04","   0.48","    3963","  0.229"," 13.064","  8.865",,"  -0.380",
"FSR 1178",106.35,-10.68,224.02,-1.791,"  0.140","   2.11","   1.35","    2375","  0.999"," 12.200","  6.650",,,
"MWSC 5963",85.987,-10.655,215.032,-19.765,"  0.250","   0.09","  -2.18","     430","  0.562","  8.350","  8.820",,,
"FSR 1116",90.157,-10.64,216.857,-16.052,"  0.170","   1.92","   1.61","    1579","  1.270"," 11.401","  7.785",,,
"NGC 2343",107.017,-10.6,224.25,-1.172,"  0.205","   0.00","   2.00","    1029","  0.121"," 10.101","  8.135","  0.164","  -0.300","  0.150"
"FSR 0083",292.713,-10.578,27.818,-13.499,"  0.085","  -0.29"," -10.50","    4213","  0.239"," 13.200","  9.400",,,
"BDSB 91",96.323,-10.555,219.473,-10.552,"  0.150","   0.21","  -0.74","    1918","  1.353"," 11.850","  6.650",,,
"Collinder 465",106.71,-10.52,224.04,-1.403,"  0.175","   1.00","  -1.33","    5410","  0.416"," 13.800","  8.800",,,
"NGC 6682",279.912,-4.8,27.317,0.427,"  0.110","   1.90","  -6.03","    1304","  2.249"," 11.300","  6.500",,,
"Ruprecht 4",102.24,-10.51,222.033,-5.315,"  0.170","   1.79","   2.17","    4591","  0.458"," 13.457","  9.005",,"  -0.090","  0.050"
"Alessi 10",301.182,-10.485,31.643,-20.983,"  0.225","   1.00","  -7.57","     513","  0.221","  8.622","  8.195",,,
"NGC 2351",108.382,-10.48,224.764,0.074,"  0.100","  -0.43","   2.54","    5841","  0.521"," 14.000","  9.000",,,
"FSR 0042",258.525,-10.48,11.781,16.121,"  0.120","  -3.35"," -10.01","    3320","  0.604"," 12.800","  9.450",,,
"FSR 0069",281.348,-10.46,22.928,-3.422,"  0.130","  -0.60","  -5.67","    1848","  2.072"," 12.000","  6.800",,,
"NGC 6649",278.34,-10.4,21.628,-0.764,"  0.180","  -1.10","  -2.86","    1564","  1.332"," 11.400","  8.100",,,
"NGC 2368",110.272,-10.335,225.503,1.786,"  0.125","   0.60","   4.36","    4889","  0.479"," 13.600","  8.975","  0.044",,
"FSR 1171",105.045,-10.323,223.115,-2.77,"  0.085","   4.70","  -1.26","    4933","  0.729"," 13.700","  9.200",,,
"MWSC 5300",235.935,-10.3,357.008,33.924,"  0.195","  -3.29","  -3.45","    1506","  0.344"," 11.000","  9.400",,,
"FSR 1136",96.188,-10.265,219.149,-10.545,"  0.150","   1.34","  -1.31","    1287","  0.937"," 10.849","  8.200",,,
"NGC 2353",108.627,-10.25,224.672,0.394,"  0.220","  -3.22","   1.36","    1180","  0.125"," 10.400","  7.200",,,
"FSR 1151",99.293,-10.085,220.349,-7.722,"  0.150","   1.60","   1.09","    2864","  0.979"," 12.600","  8.890","  0.046",,
"NGC 2335",106.71,-10.03,223.604,-1.178,"  0.310","   0.20","  -2.99","    1411","  0.416"," 10.882","  8.200",,"  -0.030","  0.090"
"Ruprecht 170",276.368,-10.015,21.068,1.134,"  0.140","  -4.16","  -2.23","    5785","  1.208"," 14.200","  6.000",,,
"Czernik 30",112.797,-9.94,226.332,4.162,"  0.100","  -1.89","   0.94","    6812","  0.104"," 14.200","  9.200",,"  -0.380",
"FSR 1183",108.339,-9.892,224.223,0.309,"  0.190","  -1.47","  -0.57","    1634","  0.416"," 11.200","  8.585","  0.048",,
"MWSC 5329",250.762,-9.84,7.842,22.831,"  0.175","   1.28","  -3.01","    1111","  0.375"," 10.350","  9.650",,,
"NGC 2225",96.656,-9.64,218.784,-9.856,"  0.150","   1.31","  -1.97","    3201","  0.354"," 12.640","  9.165",,"  -0.400",
"FSR 1211",115.38,-9.61,227.271,6.552,"  0.155","   2.24","  -1.23","    4332","  0.052"," 13.200","  9.135",,,
"FSR 1115",92.055,-9.58,216.702,-13.91,"  0.160","   0.55","   3.41","    1068","  2.353"," 10.900","  6.900",,,
"FSR 1173",107.187,-9.427,223.285,-0.483,"  0.110","   0.66","   2.41","    2883","  0.625"," 12.500","  8.640",,,
"FSR 1180",108.922,-9.41,224.063,1.042,"  0.155","  -1.49","  -0.21","    1000","  0.000"," 10.000","  8.675",,,
"NGC 6694",281.317,-9.38,23.878,-2.905,"  0.165","  -2.29","  -3.24","    1748","  0.583"," 11.400","  8.120","  0.029",,
"FSR 1120",93.51,-9.375,217.155,-12.529,"  0.140","   4.61","   1.94","     830","  3.123"," 10.600","  7.300",,,
"Alessi 21",107.67,-9.3,223.393,-0.002,"  0.320","  -3.55","   2.95","     596","  0.073","  8.900","  7.700",,,
"FSR 1169",105.713,-9.255,222.465,-1.697,"  0.170","   1.82","   1.09","    1905","  0.625"," 11.600","  8.675","  0.044",,
"MWSC 4290",251.655,-9.195,8.96,22.477,"  0.165","  -3.09","  -5.28","    2628","  1.249"," 12.500","  8.380","  0.039",,
"MWSC 5062",153.09,-9.181,250.627,37.053,"  0.120","  -1.93","   0.82","    5232","  0.021"," 13.600","  9.450",,,
"FSR 1164",104.67,-9.165,221.915,-2.572,"  0.100","   2.03","   2.10","    1614","  0.500"," 11.200","  8.870",,,
"FSR 1221",119.447,-9.15,228.86,10.272,"  0.140","  -0.64","   2.23","    2569","  0.625"," 12.250","  8.500",,,
"FSR 0050",264.967,-9.11,16.381,11.407,"  0.115","  -4.10","  -2.00","    1764","  0.833"," 11.500","  9.500",,,
"FSR 1163",104.835,-9.083,221.916,-2.389,"  0.090","   6.18","   1.74","    1706","  0.437"," 11.301","  9.150",,,
"NGC 6728",284.685,-8.965,25.754,-5.685,"  0.130","   1.92","  -2.10","    1127","  0.125"," 10.300","  8.950",,,
"FSR 1110",92.22,-8.947,216.189,-13.487,"  0.095","   2.12","   0.20","    2025","  0.833"," 11.800","  8.650",,,
"FSR 1117",94.129,-8.945,217.033,-11.791,"  0.110","   5.10","  -0.72","    1209","  0.895"," 10.700","  7.500",,,
"Dolidze 27",249.105,-8.935,7.617,24.689,"  0.225","  -1.79","  -2.26","    2107","  0.874"," 11.900","  8.970",,,
"MWSC 5321",246.708,-8.927,6.08,26.609,"  0.140","  -1.25","  -4.16","    7655","  0.094"," 14.450","  9.270",,,
"FSR 1170",106.875,-8.865,222.645,-0.498,"  0.150","   7.48","  -1.65","    2276","  0.666"," 12.000","  8.755","  0.073",,
"Ivanov 4",105.157,-8.84,221.845,-1.995,"  0.155","   5.19","  -1.15","    2025","  0.521"," 11.700","  8.300","  0.055",,
"FSR 0041",255.877,-8.838,11.754,19.205,"  0.160","  -2.51","  -1.55","    4004","  0.583"," 13.200","  9.500",,,
"FSR 1159",104.478,-8.745,221.454,-2.549,"  0.100","   2.30","  -0.85","    1296","  0.583"," 10.751","  7.450",,,
"FSR 0062",273.45,-8.708,20.867,4.289,"  0.120","  -7.50","  -9.14","    3976","  1.562"," 13.500","  9.000",,,
"NGC 2349",107.677,-8.605,222.78,0.326,"  0.145","   2.60","  -3.28","    1819","  0.312"," 11.400","  9.140",,,
"FSR 0063",273.78,-8.45,21.25,4.124,"  0.095","  -4.25"," -10.49","    3940","  1.624"," 13.500","  9.210",,,
"Trumpler 34",279.95,-8.415,24.121,-1.263,"  0.180","  -4.14","  -7.01","    1342","  0.812"," 10.900","  8.585",,,
"Dias 3",107.595,-8.395,222.556,0.35,"  0.115","   3.99","  -1.22","    7241","  0.625"," 14.500","  8.485","  0.230",,
"NGC 2323",105.68,-8.37,221.662,-1.321,"  0.460","   0.50","  -1.75","     902","  0.229","  9.850","  8.255",,,
"NGC 6664",279.132,-8.21,23.932,-0.45,"  0.140","  -2.52","  -2.00","    1708","  0.739"," 11.400","  7.900",,,
"BDSB 93",104.295,-8.19,220.877,-2.458,"  0.125","   3.26","   0.21","    2173","  0.666"," 11.900","  6.500",,,
"FSR 1203",115.921,-8.02,226.13,7.791,"  0.165","   1.62","   1.08","    1935","  0.208"," 11.500","  9.265",,,
"FSR 1105",92.498,-7.985,215.425,-12.819,"  0.135","   4.32","  -1.05","    1581","  1.041"," 11.330","  8.630",,,
"FSR 1251",129.773,-7.54,232.912,19.848,"  0.190","  -1.05","   1.08","    2839","  0.416"," 12.400","  9.200",,,
"MWSC 5042",140.273,-7.475,239.305,28.477,"  0.200","  -5.58","  -7.48","    1762","  0.219"," 11.300","  9.500",,,
"FSR 1126",99.112,-7.32,217.774,-6.649,"  0.155","   2.78","  -5.06","    2201","  0.271"," 11.800","  9.125",,,
"NGC 2215",95.22,-7.295,216.011,-10.094,"  0.325","   1.53","  -5.57","    1141","  0.354"," 10.400","  8.550",,,
"NGC 2309",104.02,-7.175,219.848,-2.239,"  0.210","   1.58","  -1.23","    2384","  0.354"," 12.000","  8.735","  0.044",,
"MWSC 5323",246.765,-7.17,7.712,27.6,"  0.170","   2.94","  -6.94","    1925","  0.396"," 11.550","  9.375",,,
"FSR 0072",278.812,-7.16,24.719,0.314,"  0.140","   1.79","  -1.82","    1668","  1.208"," 11.500","  8.700",,,
"FSR 1160",107.79,-7.117,221.511,1.112,"  0.135","   1.09","   0.34","    1031","  0.104"," 10.100","  8.505",,,
"NGC 2302",102.968,-7.08,219.288,-3.126,"  0.170","  -0.20","  -1.96","    1310","  0.200"," 10.651","  8.350",,,
"FSR 1107",95.097,-7.005,215.692,-10.074,"  0.125","   1.40","  -4.28","    3009","  0.895"," 12.680","  8.650",,,
"FSR 1082",100.028,-1.745,213.195,-3.316,"  0.165","   2.42","   1.83","    4040","  0.833"," 13.300","  8.840",,,
"MWSC 5051",146.468,-7.005,243.276,33.618,"  0.195","  -4.55","  -1.27","    1365","  0.229"," 10.750","  9.450",,,
"FSR 1066",86.85,-6.865,211.823,-17.35,"  0.220","   5.34","  -3.00","    1656","  0.791"," 11.350","  9.025",,,
"Dolidze 31",278.745,-6.85,24.963,0.517,"  0.115","   1.51","  -1.10","    5163","  1.353"," 14.000","  6.000",,,
"FSR 1158",107.7,-6.78,221.171,1.189,"  0.160","   0.70","  -1.05","    1864","  0.458"," 11.500","  8.555",,,
"FSR 1144",104.316,-6.637,219.503,-1.732,"  0.130","   0.84","   0.81","    1737","  0.312"," 11.299","  8.180",,,
"Dolidze 29",277.849,-6.633,24.745,1.406,"  0.230","  -0.73","  -1.15","    1460","  3.040"," 11.800","  7.500",,,
"FSR 1150",106.153,-6.6,220.304,-0.092,"  0.100","   1.42","  -1.99","    5664","  0.729"," 14.000","  8.800",,,
"Morgan 8",84.112,-6.42,210.126,-19.586,"  0.230","   2.03","  -2.39","     314","  0.042","  7.498","  7.200",,,
"FSR 1149",105.998,-6.385,220.042,-0.131,"  0.110","   1.30","  -1.63","    2972","  0.729"," 12.600","  8.265",,,
"FSR 1094",92.498,-6.32,213.896,-12.081,"  0.160","   3.99","  -3.38","    1627","  0.912"," 11.350","  8.850",,,
"Berkeley 73",95.516,-6.319,215.257,-9.396,"  0.085","   3.47","  -1.72","    7881","  0.208"," 14.550","  9.150",,"  -0.220","  0.100"
"NGC 6705",282.747,-6.28,27.287,-2.759,"  0.350","  -4.92","  -3.23","    1750","  0.471"," 11.367","  8.505","  0.031","   0.136","  0.080"
"ASCC 30",104.257,-6.215,219.1,-1.592,"  0.150","  -2.40","  -0.01","     814","  0.146","  9.600","  8.245",,,
"NGC 6683",280.554,-6.2,26.365,-0.782,"  0.110","  -1.32","  -4.07","    1441","  0.333"," 10.901","  6.750",,,
"Haffner 3",106.028,-6.13,219.829,0.012,"  0.110","   0.85","  -0.32","    1925","  0.396"," 11.549","  8.600",,,
"FSR 1078",90.312,-6.085,212.686,-13.922,"  0.180","   2.04","  -1.36","    1661","  0.521"," 11.269","  9.235",,,
"IRAS 06046-0603",91.796,-6.065,213.344,-12.592,"  0.155","   2.25","   2.28","     799","  0.583","  9.700","  8.530",,,
"Dolidze 30",278.22,-6.035,25.446,1.355,"  0.100","   0.42","  -0.12","    1569","  0.999"," 11.300","  8.950",,,
"Stephenson 2",279.915,-6.03,26.225,-0.14,"  0.090","   2.69","  -7.00","    1128","  3.227"," 11.300","  6.000",,,
"Basel 1",282.038,-5.865,27.336,-1.942,"  0.100","   0.36","  -5.53","    1604","  0.541"," 11.200","  8.135","  0.042",,
"Wit 1",105.094,-5.83,219.138,-0.675,"  0.170","  -0.38","  -1.97","    1952","  0.458"," 11.600","  6.350",,,
"NGC 2548",123.435,-5.77,227.893,15.388,"  0.720","  -1.25","   1.30","     789","  0.042","  9.499","  8.720","  0.017","   0.080","  0.020"
"NGC 2338",106.95,-5.717,219.884,1.017,"  0.090","  -2.00","   0.37","    1671","  0.312"," 11.215","  8.620",,,
"FSR 1153",108.593,-5.66,220.588,2.493,"  0.145","  -2.40","   0.59","    3095","  0.146"," 12.500","  8.065","  0.176",,
"ASCC 38",111.75,-5.545,221.954,5.327,"  0.245","  -6.54","   1.50","     569","  0.071","  8.798","  8.600",,,
"FSR 1125",102.585,-5.47,217.679,-2.735,"  0.110","   3.00","   0.92","    2220","  0.833"," 12.000","  7.600",,,
"FSR 1050",85.485,-5.295,209.713,-17.861,"  0.165","   2.97","  -1.25","    1241","  0.874"," 10.750","  9.100",,,
"Teutsch 145",280.622,-5.25,27.241,-0.408,"  0.105","  -1.68","  -7.66","    1762","  1.770"," 11.800","  8.725",,,
"FSR 1106",98.632,-5.245,215.693,-6.143,"  0.150","  -0.97","  -1.23","    2038","  0.479"," 11.700","  8.900",,,
"NGC 6704",282.687,-5.21,28.214,-2.22,"  0.110","  -0.98","  -2.67","    2180","  0.958"," 12.000","  8.000",,,
"FSR 1176",116.138,-5.16,223.7,9.356,"  0.155","  -1.89","   1.21","    2398","  0.625"," 12.100","  8.650",,,
"FSR 1157",110.655,-5.115,221.061,4.565,"  0.090","  -2.38","  -0.17","     926","  0.833"," 10.101","  7.700",,,
