"name","ra","dec","lii","bii","cluster_radius","pm_ra","pm_dec","distance","e_bv","distance_modulus","log_age","log_age_error","metallicity","metallicity_error"
"Berkeley 103",356.317,59.3,114.566,-2.493,"  0.115","   1.02","  -3.93","    1800","  0.999"," 11.598","  8.700",,"  -0.380",
"FSR 0486",5.103,59.332,118.978,-3.301,"  0.060","  -2.35","  -1.46","    1850","  0.550"," 11.513","  8.900",,,
"NGC 6832",296.99,59.398,91.966,16.372,"  0.110","   0.05","   2.80","    3095","  0.146"," 12.500","  9.285",,,
"FSR 0634",55.095,59.43,142.957,3.295,"  0.100","   0.39","   0.30","    2301","  1.149"," 12.179","  8.952","  0.055",,
"Stock 2",33.66,59.44,133.339,-1.74,"  1.700","  16.13"," -14.50","     400","  0.339","  8.120","  8.440",,"  -0.140","  0.200"
"BDSB 37",344.775,59.468,109.095,-0.352,"  0.055","  -3.75","   2.06","    2275","  0.979"," 12.100","  8.600",,,
"IRAS 23151+5912",349.354,59.474,111.241,-1.247,"  0.115","  -2.37","  -0.41","    2900","  1.249"," 12.714","  8.280",,,
"ASCC 8",35.19,59.69,133.99,-1.25,"  0.240","  -0.82","   0.19","    1801","  0.600"," 11.471","  7.770",,,
"FSR 0401",345.248,59.705,109.411,-0.235,"  0.100","  -6.90","   2.60","    3208","  1.145"," 12.900","  8.600",,,
"FSR 0474",2.685,59.735,117.818,-2.732,"  0.090","  -1.41","  -0.02","    4638","  1.145"," 13.700","  8.900",,,
"FSR 0435",352.808,59.775,112.989,-1.539,"  0.140","  -2.33","  -0.71","     805","  0.531","  9.700","  8.350",,,
"Teutsch 54",341.842,59.783,107.901,0.582,"  0.075","  -0.62","   2.53","    4004","  0.583"," 13.200","  9.150",,,
"FSR 0521",13.245,59.835,123.126,-3.036,"  0.125","  -1.36","  -0.18","    2534","  0.562"," 12.200","  9.210","  0.053",,
"FSR 0417",348.488,59.855,110.971,-0.733,"  0.100","  -3.31","   0.59","    2180","  0.958"," 12.000","  8.275",,,
"Czernik 9",38.385,59.875,135.422,-0.497,"  0.090","  -2.62","  -3.09","    1900","  1.049"," 11.731","  8.750",,,
"Dolidze 56",331.027,59.9,103.352,3.55,"  0.065","  -2.78","  -1.00","    7000","  0.999"," 14.547","  8.950",,,
"Czernik 42",339.903,59.918,107.105,1.161,"  0.075","  -2.78","  -2.67","    4001","  1.224"," 13.405","  6.700",,,
"NGC 7429",343.973,59.96,108.937,0.266,"  0.125","  -2.59","   2.38","    1250","  0.949"," 10.790","  8.080",,,
"Juchert-Saloran 1",4.082,59.962,118.546,-2.61,"  0.125","  -2.38","  -1.24","    5326","  0.833"," 13.900","  9.300",,,
"Riddle 6",317.95,59.965,98.504,7.971,"  0.065","  -2.73","  -4.72","    1198","  0.333"," 10.499","  7.100",,,
"Stock 23",49.23,60.015,140.184,2.109,"  0.280","  -1.35","  -1.30","     450","  0.200","  8.330","  8.300",,,
"FSR 0364",332.678,60.08,104.128,3.214,"  0.085","  -1.49","  -1.51","    3399","  0.731"," 12.892","  9.150",,,
"NGC 7795",359.409,60.083,116.266,-2.091,"  0.115","   1.48","   1.71","    4901","  0.899"," 13.741","  9.000",,,
"Kumar 21",334.087,60.103,104.721,2.834,"  0.075","  -1.55","  -2.34","    2500","  1.651"," 12.521","  7.680",,,
"NGC 433",18.801,60.123,125.891,-2.612,"  0.140","  -2.32","  -1.60","    1650","  0.600"," 11.280","  7.810",,,
"Czernik 2",10.925,60.152,121.968,-2.705,"  0.110","  -0.71","  -1.00","    4500","  0.500"," 13.427","  9.123","  0.036",,
"NGC 743",29.655,60.157,131.203,-1.632,"  0.170","  -1.81","  -2.77","    1100","  0.450"," 10.352","  8.290","  0.090",,
"Czernik 10",38.475,60.18,135.347,-0.199,"  0.090","  -4.33","  -2.86","    2500","  1.349"," 12.424","  8.502","  0.051",,
"NGC 129",7.542,60.203,120.29,-2.56,"  0.155","  -2.20","  -1.16","    1685","  0.541"," 11.307","  7.975",,,
"Skiff J2330+60.2",352.575,60.247,113.023,-1.055,"  0.140","  -2.60","  -1.13","    1801","  1.312"," 11.700","  8.400",,,
"FSR 0627",50.085,60.26,140.413,2.544,"  0.070","  -0.89","  -2.56","    1933","  1.145"," 11.800","  8.250",,,
"Riddle 4",31.86,60.271,132.225,-1.222,"  0.083","   1.01","  -1.10","    2200","  1.049"," 12.050","  7.350",,,
"FSR 0537",19.768,60.347,126.347,-2.341,"  0.100","  -0.22","  -3.04","    2075","  0.666"," 11.799","  9.000",,,
"Berkeley 2",6.316,60.382,119.701,-2.325,"  0.100","   1.07","  -2.68","    5499","  0.899"," 13.991","  8.980","  0.033",,
"Berkeley 65",39.75,60.4,135.841,0.252,"  0.110","   0.12","  -2.57","    2501","  1.099"," 12.344","  7.200",,,
"IC 1848",42.777,60.41,137.191,0.894,"  0.270","  -0.79","  -0.89","    1500","  0.670"," 11.096","  6.850",,,
"Teutsch 53",336.09,60.413,105.724,2.552,"  0.075","  -6.11","  -5.68","    5502","  1.599"," 14.217","  8.850",,,
"Markarian 50",348.813,60.434,111.333,-0.253,"  0.075","  -0.31","  -1.54","    2300","  0.810"," 12.069","  7.100",,,
"IRAS 02054+6011",32.175,60.437,132.326,-1.018,"  0.125","   1.06","  -2.72","    2726","  1.312"," 12.600","  6.800",,,
"Berkeley 1",2.4,60.467,117.795,-1.987,"  0.070","  -0.27","  -2.30","   10300","  0.904"," 15.355","  8.600",,,
"BDSB 47",358.263,60.47,115.794,-1.59,"  0.050","   1.88","  -4.55","    1800","  0.999"," 11.598","  8.940","  0.049",,
"SAI 149",354.514,60.545,114.027,-1.052,"  0.060","  -0.87","  -1.28","    1799","  1.241"," 11.674","  8.400",,,
"SAI 24",44.865,60.55,138.042,1.49,"  0.115","  -1.42","  -0.20","    1000","  0.500"," 10.161","  7.200",,,
"FSR 0628",50.8,60.55,140.552,2.979,"  0.100","  -1.42","  -4.38","    5001","  1.049"," 13.833","  9.250",,,
"NGC 7510",347.757,60.579,110.904,0.074,"  0.133","  -2.83","  -1.46","    2100","  0.949"," 11.917","  7.700",,,
"IRAS 02511+6023",43.815,60.6,137.562,1.294,"  0.070","  -1.49","  -0.92","    2028","  0.729"," 11.770","  7.800",,,
"MWSC 5374",289.567,60.64,91.661,20.27,"  0.175","   2.02","   4.23","    1732","  0.333"," 11.300","  9.260",,,
"FSR 0351",327.675,60.64,102.492,5.156,"  0.140","  -2.07","  -4.09","    1239","  0.416"," 10.599","  9.125",,,
"IRAS 02459+6029",42.697,60.65,137.05,1.092,"  0.070","  -2.32","   2.72","   12998","  1.801"," 16.149","  7.900",,,
"NGC 581",23.316,60.652,128.038,-1.804,"  0.170","  -1.14","   0.37","    2199","  0.331"," 11.818","  7.440",,,
"NGC 6939",307.882,60.66,95.904,12.3,"  0.320","  -2.07","  -1.35","    1800","  0.310"," 11.376","  9.270",,"   0.000","  0.100"
"NGC 659",26.093,60.67,129.372,-1.538,"  0.155","  -0.46","  -0.63","    2300","  0.650"," 12.018","  7.762","  0.193",,
"Stock 7",37.432,60.675,134.684,0.066,"  0.145","  -2.38","  -1.33","     850","  0.531","  9.818","  7.800",,,
"SAI 6",6.978,60.677,120.054,-2.063,"  0.120","  -0.30","  -1.36","    3100","  0.899"," 12.746","  8.700","  0.061",,
"FSR 0460",359.772,60.694,116.566,-1.529,"  0.085","   1.71","  -3.26","    5875","  1.103"," 14.200","  8.705","  0.025",,
"FSR 0547",22.439,60.713,127.604,-1.811,"  0.080","   0.85","  -0.39","    2800","  0.300"," 12.332","  8.900",,,
"IRAS 02044+6031",32.032,60.75,132.167,-0.739,"  0.270","   0.95","  -1.43","    2735","  1.135"," 12.550","  6.250",,,
"NGC 7419",343.572,60.8,109.122,1.109,"  0.130","  -0.70","   1.55","    2100","  1.901"," 12.223","  7.500",,,
"FSR 0369",334.166,60.803,105.144,3.394,"  0.060","  -1.64","  -8.27","    4427","  1.770"," 13.800","  9.100",,,
"FSR 0422",348.804,60.81,111.465,0.099,"  0.075","  -0.89","  -1.93","    1200","  0.700"," 10.621","  8.664","  0.027",,
"FSR 0451",357.848,60.834,115.678,-1.189,"  0.090","  -0.80","  -2.25","    1732","  0.645"," 11.400","  8.700",,,
"Dolidze 12",10.193,60.855,121.633,-1.99,"  0.130","  -0.72","  -0.99","    4000","  0.500"," 13.171","  9.135","  0.022",,
"Pfleiderer 3",347.033,60.878,110.691,0.485,"  0.090","  -4.20","  -0.87","    5500","  1.651"," 14.233","  9.000",,,
"FSR 0448",356.79,60.91,115.197,-0.993,"  0.160","   0.70","  -3.26","    2012","  1.249"," 11.920","  8.550",,,
"Berkeley 58",0.068,60.933,116.755,-1.324,"  0.155","   0.56","   1.56","    2700","  0.720"," 12.389","  8.470","  0.047",,
"Berkeley 60",4.425,60.934,118.844,-1.67,"  0.090","  -0.50","  -3.78","    3299","  0.958"," 12.900","  8.400",,"   0.070",
"Berkeley 6",27.825,61.06,130.111,-0.975,"  0.150","  -1.29","  -3.22","    2500","  0.781"," 12.241","  8.600",,,
"ASCC 118",332.115,61.095,104.491,4.201,"  0.205","  -4.53","  -4.52","    1033","  0.250"," 10.151","  7.870",,,
"FSR 0578",35.016,61.102,133.433,0.05,"  0.100","   2.22","  -2.11","    2668","  1.457"," 12.600","  8.985","  0.012",,
"NGC 189",9.87,61.115,121.488,-1.723,"  0.120","  -0.31","  -2.71","    1300","  0.700"," 10.795","  8.709","  0.047",,
"King 13",2.514,61.184,117.965,-1.288,"  0.115","  -0.14","  -2.99","    3100","  0.820"," 12.721","  8.595",,,
"NGC 7790",359.595,61.198,116.584,-1.018,"  0.145","  -0.95","  -0.40","    2900","  0.531"," 12.483","  8.100",,,
"BDSB 44",350.178,61.2,112.226,0.228,"  0.130","   0.60","  -2.00","    2500","  0.899"," 12.279","  6.870",,,
"NGC 663",26.55,61.225,129.475,-0.949,"  0.240","  -0.98","  -1.94","    2100","  0.700"," 11.836","  7.500",,,
"BDSB 48",3.862,61.26,118.618,-1.31,"  0.070","  -2.41","  -3.25","    8000","  1.549"," 15.014","  7.950",,,
"Trumpler 1",23.91,61.275,128.219,-1.142,"  0.080","   0.67","  -2.16","    2399","  0.583"," 12.088","  7.100",,,
"FSR 0425",348.699,61.285,111.59,0.56,"  0.090","  -1.89","  -1.21","    2644","  1.208"," 12.500","  8.700","  0.035",,
"FSR 0534",19.359,61.3,126.049,-1.414,"  0.100","  -2.17","  -3.02","    1800","  0.600"," 11.469","  8.700",,,
"NGC 103",6.27,61.34,119.776,-1.37,"  0.090","  -2.49","  -3.62","    2501","  0.450"," 12.135","  8.565","  0.057",,
"Czernik 5",28.927,61.354,130.557,-0.563,"  0.090","  -3.13","  -3.18","    2400","  1.099"," 12.255","  8.615",,,
"Czernik 43",351.469,61.375,112.869,0.186,"  0.145","  -0.39","  -4.07","    2500","  0.700"," 12.215","  7.760","  0.314",,
"NGC 7788",359.176,61.397,116.429,-0.782,"  0.120","   0.19","  -2.74","    2200","  0.489"," 11.870","  7.480",,,
"BDSB 30",333.671,61.44,105.303,4.055,"  0.075","  -2.03","  -4.47","    1490","  2.436"," 11.650","  6.550",,,
"IC 1805",38.182,61.455,134.727,0.925,"  0.270","  -1.40","  -2.23","    1700","  0.799"," 11.410","  7.250",,,
"Czernik 4",23.902,61.463,128.183,-0.958,"  0.070","   1.84","  -1.84","    1632","  0.999"," 11.385","  7.715",,,
"FSR 0480",3.736,61.471,118.588,-1.093,"  0.140","  -0.31","  -2.33","    5492","  0.937"," 14.000","  9.300",,,
"Czernik 1",1.902,61.49,117.726,-0.938,"  0.070","  -3.83","   1.66","    2609","  0.833"," 12.350","  7.760",,,
"NGC 7538",348.405,61.5,111.538,0.811,"  0.105","  -2.40","  -2.67","    2800","  1.149"," 12.606","  6.300",,,
"NGC 381",17.108,61.579,124.953,-1.226,"  0.180","   0.22","  -2.07","    1200","  0.339"," 10.505","  8.850","  0.029","   0.070",
"ASCC 4",13.32,61.6,123.151,-1.271,"  0.210","  -1.15","  -0.63","     550","  0.250","  8.782","  8.650",,,
"NGC 1027",40.665,61.62,135.747,1.547,"  0.235","  -2.22","  -0.83","     950","  0.250","  9.969","  8.550",,,
"Frolov 1",359.355,61.623,116.559,-0.579,"  0.100","  -4.99","  -1.35","    2000","  0.521"," 11.673","  7.588",,,
"FSR 0378",334.868,61.625,105.882,3.892,"  0.115","  -3.89","  -7.08","   10000","  2.700"," 15.869","  8.100",,,
"FSR 0584",36.803,61.628,134.052,0.842,"  0.093","   1.19","   0.55","    2009","  1.041"," 11.850","  9.100",,,
"Teutsch 76",337.185,61.634,106.819,3.31,"  0.067","  -2.88","  -5.00","    3501","  1.274"," 13.131","  6.900",,,
"NGC 7654",351.177,61.637,112.823,0.479,"  0.325","  -0.23","  -3.50","    1350","  0.650"," 10.861","  7.900",,,
"Harvard 21",358.555,61.74,116.214,-0.383,"  0.060","   0.05","  -3.47","    2501","  1.099"," 12.344","  8.175",,,
"Mayer 1",5.514,61.741,119.461,-0.933,"  0.115","  -3.87","  -3.27","    1430","  0.500"," 10.937","  7.740",,,
"NGC 225",10.8,61.782,121.958,-1.074,"  0.180","  -3.09","  -0.75","     850","  0.600","  9.840","  8.191","  0.058",,
"Tombaugh 4",37.29,61.785,134.21,1.072,"  0.120","   0.91","  -2.72","    3700","  1.249"," 13.243","  8.640",,,
"IC 166",28.095,61.865,130.05,-0.162,"  0.245","  -4.52","  -1.27","    4801","  0.849"," 13.680","  9.000","  0.011","  -0.178","  0.200"
"King 15",8.199,61.89,120.738,-0.902,"  0.095","  -3.27","  -0.31","    5500","  0.700"," 13.927","  8.400",,"   0.070",
"NGC 654",25.995,61.9,129.077,-0.343,"  0.160","   0.90","  -3.36","    1786","  0.750"," 11.501","  7.250",,,
"BDSB 46",354.942,61.927,114.607,0.219,"  0.070","  -5.14","  -5.18","    2000","  0.760"," 11.750","  7.250",,,
"Czernik 44",353.396,61.938,113.913,0.437,"  0.100","  -3.76","  -2.19","    1536","  0.833"," 11.200","  7.500",,,
"King 12",358.257,61.959,116.125,-0.138,"  0.100","  -0.30","  -3.30","    2400","  0.589"," 12.091","  7.145",,,
"Czernik 17",58.105,61.96,142.552,6.194,"  0.070","   0.17","  -2.19","    2900","  0.750"," 12.553","  8.980",,,
"Stock 24",9.941,61.965,121.56,-0.876,"  0.145","  -1.66","   1.30","    2400","  0.550"," 12.078","  7.985",,,
"Teutsch 162",41.917,61.973,136.134,2.118,"  0.110","  -1.45","  -1.56","    1600","  0.949"," 11.326","  7.000",,,
"IRAS 02232+6138",36.642,61.988,133.852,1.15,"  0.190","  -0.85","   1.30","    1835","  1.187"," 11.700","  6.850",,,
"Teutsch 55",37.35,62.07,134.131,1.347,"  0.115","  -0.20","  -2.63","    2006","  0.895"," 11.800","  8.735",,,
"FSR 0404",343.35,62.12,109.604,2.342,"  0.125","  -3.01","  -3.54","    5763","  2.165"," 14.500","  8.400",,,
"Stock 17",355.947,62.165,115.125,0.323,"  0.090","  -2.05","  -6.88","    2400","  0.700"," 12.126","  7.000",,,
"NGC 366",16.635,62.224,124.69,-0.596,"  0.160","  -0.48","  -2.08","    2200","  0.999"," 12.034","  7.900",,,
"Czernik 7",30.755,62.253,131.157,0.53,"  0.120","  -4.16","  -1.91","    3001","  0.600"," 12.579","  9.116","  0.017",,
"Stock 3",18.038,62.258,125.34,-0.517,"  0.110","  -0.13","  -0.64","    1363","  0.708"," 10.900","  7.850",,,
"SAI 16",31.413,62.265,131.448,0.627,"  0.090","  -0.31","  -1.42","    4739","  0.999"," 13.700","  9.150",,,
"ASCC 117",331.35,62.27,104.889,5.365,"  0.245","  -1.36","  -4.97","    1500","  0.175"," 10.937","  6.225",,,
"IRAS 02541+6208",44.82,62.3,137.196,3.023,"  0.320","   1.49","  -0.76","    2273","  2.228"," 12.500","  6.650",,,
"Czernik 13",41.114,62.318,135.646,2.269,"  0.100","   0.29","  -0.32","    4101","  0.949"," 13.370","  6.855",,,
"Pfleiderer 4",357.728,62.32,115.967,0.27,"  0.125","   1.60","  -5.53","    7722","  0.812"," 14.700","  9.650",,,
"NGC 1502",61.958,62.331,143.673,7.657,"  0.300","   0.01","  -0.54","    1023","  0.625"," 10.250","  7.080",,,
"FSR 0346",319.98,62.347,100.934,8.895,"  0.090","  -4.71","  -6.53","    2820","  1.083"," 12.600","  8.250",,,
"Berkeley 7",28.545,62.37,130.135,0.379,"  0.110","  -4.30","  -1.95","    2600","  0.799"," 12.332","  7.250",,,
"FSR 0498",7.275,62.409,120.349,-0.351,"  0.095","  -3.86","  -1.85","    1800","  0.150"," 11.325","  8.550",,,
"ASCC 130",358.178,62.448,116.199,0.346,"  0.140","  -1.48","  -1.35","    3500","  0.600"," 12.913","  7.241","  0.148",,
"IRAS 02497+6217",43.627,62.525,136.602,2.966,"  0.215","   0.79","  -1.42","    2056","  1.041"," 11.900","  6.800",,,
"FSR 0347",320.575,62.58,101.297,8.861,"  0.100","  -3.91","  -6.64","    2953","  1.083"," 12.700","  8.250",,,
"SAI 21",38.708,62.588,134.519,2.065,"  0.090","  -1.25","  -2.10","    1900","  0.650"," 11.603","  8.950",,,
"FSR 0406",343.428,62.6,109.847,2.758,"  0.100","  -0.76","  -3.28","    7154","  3.192"," 15.300","  7.300",,,
"Stock 20",6.314,62.602,119.925,-0.117,"  0.140","  -2.56","  -3.24","    1100","  0.200"," 10.271","  8.337",,,
"NGC 7160",328.418,62.61,104.016,6.462,"  0.220","  -2.49","  -2.37","     800","  0.250","  9.596","  7.200",,"   0.160","  0.030"
"SAI 14",21.517,62.613,126.903,0.009,"  0.120","   2.24","  -3.98","    5086","  0.833"," 13.800","  9.450",,,
"MWSC 5011",96.15,62.63,152.195,20.924,"  0.155","   2.24","  -0.94","    1272","  0.083"," 10.550","  9.450",,,
"King 21",357.465,62.7,115.938,0.667,"  0.100","  -2.33","  -4.11","    2101","  0.799"," 11.869","  7.800",,,
"ASCC 1",2.413,62.704,118.162,0.22,"  0.105","  -3.97","  -3.18","    1600","  0.489"," 11.178","  8.406",,,
"SAI 4",5.907,62.71,119.75,0.01,"  0.067","  -4.53","  -3.83","    1600","  0.400"," 11.149","  8.800","  0.069",,
"Kronberger 55",358.267,62.778,116.314,0.659,"  0.040","  -1.32","  -4.55","    1988","  0.958"," 11.800","  7.380",,,
"Czernik 3",15.787,62.787,124.27,-0.054,"  0.080","  -1.55","   0.36","    1600","  0.999"," 11.342","  8.800",,,
"Czernik 6",30.48,62.85,130.873,1.07,"  0.115","  -3.85","   0.05","    1391","  0.260"," 10.800","  7.980",,,
"FSR 0413",345.21,62.888,110.709,2.671,"  0.065","  -4.95","  -2.17","    1800","  1.549"," 11.775","  8.250",,,
"Berkeley 5",26.925,62.933,129.282,0.757,"  0.080","   0.11","  -2.78","    6000","  1.399"," 14.341","  8.830",,,
"FSR 0414",345.435,62.983,110.841,2.715,"  0.075","  -1.18","   0.27","     957","  0.666"," 10.119","  8.725",,,
"FSR 0542",21.45,62.985,126.822,0.373,"  0.140","   1.22","  -2.31","    1934","  0.833"," 11.700","  8.350",,,
"Teutsch 23",356.962,62.997,115.787,1.011,"  0.060","   3.66","  -5.83","    2800","  0.770"," 12.484","  7.100",,,
"FSR 0416",345.525,63.065,110.912,2.773,"  0.110","  -1.49","  -0.09","     700","  0.550","  9.402","  7.850",,,
"FSR 0536",19.933,63.067,126.13,0.371,"  0.160","  -1.16","   1.98","    3001","  1.199"," 12.772","  8.397",,,
"BDSB 51",17.152,63.118,124.872,0.311,"  0.065","  -0.35","   5.41","   12002","  1.680"," 15.937","  8.150",,,
"Trumpler 3",48.053,63.15,138.068,4.493,"  0.470","  -1.80","   1.60","     620","  0.221","  9.033","  8.005",,,
"FSR 0418",346.113,63.166,111.197,2.758,"  0.155","  -2.41","  -1.07","    2926","  1.457"," 12.800","  8.850",,,
"King 14",8.014,63.181,120.748,0.391,"  0.140","  -3.75","  -1.55","    2600","  0.600"," 12.268","  7.700",,,
"Negueruela 1",356.827,63.22,115.782,1.242,"  0.145","   2.15","  -6.98","    2800","  1.249"," 12.638","  6.980",,,
"Pismis-Moreno 1",334.605,63.222,106.663,5.291,"  0.225","   0.80","  -2.52","     800","  0.550","  9.692","  7.400",,,
"NGC 559",22.38,63.302,127.194,0.746,"  0.300","  -2.95","  -1.07","    2200","  0.600"," 11.905","  8.800",,,
"NGC 146",8.226,63.305,120.852,0.508,"  0.160","  -4.17","  -2.23","    2800","  0.600"," 12.429","  7.701","  0.214",,
"NGC 133",7.819,63.345,120.673,0.562,"  0.080","  -1.92","  -1.17","    1861","  0.625"," 11.550","  7.300",,,
"FSR 0442",352.5,63.435,113.975,1.988,"  0.180","  -0.49","  -4.09","    1252","  1.437"," 10.950","  9.000",,,
"FSR 0388",335.88,63.445,107.267,5.166,"  0.215","  -2.72","  -0.05","    1050","  1.651"," 10.637","  8.130",,,
"IRAS 01546+6319",29.332,63.49,130.206,1.553,"  0.390","  -3.17","  -1.04","    2400","  2.301"," 12.641","  6.590",,,
"Berkeley 104",0.852,63.58,117.619,1.205,"  0.135","  -4.57","  -4.37","    3599","  0.606"," 12.976","  8.805","  0.031","   0.070",
"FSR 0538",20.512,63.703,126.315,1.033,"  0.115","  -0.95","   2.77","    2146","  1.062"," 12.000","  8.860","  0.018",,
"Berkeley 63",34.899,63.73,132.501,2.508,"  0.110","  -2.60","   2.98","    3991","  0.916"," 13.300","  8.900",,,
"FSR 0494",6.42,63.75,120.088,1.021,"  0.165","  -2.97","  -2.66","    5087","  0.521"," 13.700","  9.300",,,
"NGC 886",35.862,63.755,132.894,2.677,"  0.170","  -1.47","   0.52","    1000","  0.500"," 10.161","  8.750",,,
"Berkeley 100",351.477,63.778,113.653,2.458,"  0.065","  -1.25","  -2.58","    2700","  1.210"," 12.546","  7.432",,,
"Berkeley 62",15.277,63.935,123.994,1.083,"  0.160","  -2.65","   1.70","    2000","  0.731"," 11.740","  7.300",,,
"Berkeley 93",328.95,63.945,105.045,7.355,"  0.160","  -1.27","  -0.33","    5733","  2.977"," 14.750","  7.450",,,
"FSR 0496",6.675,64.03,120.227,1.288,"  0.170","  -0.29","  -2.48","    1123","  0.770"," 10.500","  9.055","  0.049",,
"NGC 637",25.777,64.045,128.549,1.738,"  0.145","  -0.25","  -2.00","    2304","  0.583"," 12.000","  6.740",,,
"Dias 1",10.653,64.06,121.967,1.205,"  0.140","  -0.86","   1.33","    2186","  0.937"," 12.000","  7.900",,,
"Dolidze 13",12.51,64.091,122.779,1.22,"  0.110","  -1.49","   2.45","    2400","  0.350"," 12.014","  8.962","  0.040",,
"FSR 0398",339.06,64.133,108.831,5.028,"  0.225","  -2.37","  -0.45","    1200","  0.849"," 10.669","  7.700",,,
"FSR 0430",348.856,64.155,112.701,3.207,"  0.135","  -3.60","  -0.73","     871","  0.625","  9.901","  8.880",,,
"King 16",10.965,64.18,122.107,1.32,"  0.130","  -0.66","   1.58","    2325","  0.833"," 12.100","  7.800",,,
"Berkeley 101",353.188,64.205,114.5,2.629,"  0.180","  -2.33","  -0.44","    3000","  0.949"," 12.691","  8.860",,,
"FSR 0612",47.55,64.28,137.295,5.35,"  0.090","   0.58","  -1.84","    1900","  0.899"," 11.683","  9.092","  0.037",,
"Stock 5",31.136,64.355,130.74,2.597,"  0.240","   1.12","  -1.16","    1100","  0.489"," 10.364","  7.700",,,
"Berkeley 4",11.268,64.382,122.244,1.519,"  0.170","  -0.23","   1.01","    3300","  0.700"," 12.818","  7.300",,,
