"Cluster","RA_ICRS","e_RA_ICRS","DE_ICRS","e_DE_ICRS","GLON","e_GLON","GLAT","e_GLAT","adeg","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","age","e_age","AG","Z","RV","s_RV","N","o_RV","_RA.icrs","_DE.icrs"
"OC-0229",11.220575,0.168208,64.434255,0.081693,122.224414,0.073281,1.571602,0.081133,0.10932826,0.289918,0.001808,-2.439243,0.091142,-0.340187,0.083944,7,0.16,1.58,0.025,"            ","            ",19,0,11.22060012,64.43425651
"OC-0230",11.271421,0.042907,64.388038,0.032785,122.245265,0.018819,1.524763,0.032633,0.03767051,0.338796,0.005185,-2.432362,0.08763,-0.367418,0.083248,7,0.16,1.28,0.028,"            ","            ",16,0,11.27144601,64.38803963
"OC-0231",13.77757,0.080456,62.060563,0.041801,123.362079,0.037322,-0.808098,0.042129,0.05628307,0.327684,0.01129,-1.686304,0.12747,-0.453962,0.066064,7,0.16,3.38,0.028,"            ","            ",16,0,13.777586,62.06056502
"OC-0232",17.851996,0.088172,62.728979,0.037019,125.217203,0.040423,-0.0541,0.036985,0.05478968,0.365818,0.017145,-2.018947,0.127808,-0.379363,0.160363,7.1,0.16,3.46,0.028,"            ","            ",17,0,17.85201558,62.72898069
"OC-0233",17.820273,0.044419,57.56848,0.027731,125.600976,0.024137,-5.200391,0.02754,0.0366203,0.404151,0.014295,-2.204128,0.097677,-1.335372,0.118195,6.8,0.16,2.5,0.022,"            ","            ",17,0,17.82029127,57.56848593
"OC-0234",20.837808,0.235849,65.387533,0.073667,126.249656,0.101129,2.721745,0.069816,0.12288754,0.80693,0.021479,3.574355,0.309118,-1.130106,0.209168,8.6,0.2,2.4,0.016,-39.269115,"            ",27,1,20.83776986,65.38753802
"OC-0235",19.783998,0.09683,61.044927,0.034426,126.279382,0.047615,-1.646637,0.033427,0.05817691,0.522374,0.010496,-1.213154,0.165221,-0.229263,0.134811,8.5,0.2,3.6,0.016,"            ","            ",18,0,19.78400914,61.04492802
"OC-0236",19.884155,0.095181,58.283146,0.0926,126.629057,0.048626,-4.386722,0.093442,0.10533706,0.239079,0.002619,-1.636263,0.088712,-0.733655,0.100438,7,0.16,1.44,0.028,"            ","            ",19,0,19.88416883,58.28314926
"OC-0237",22.709688,0.104221,62.360808,0.056716,127.483833,0.053828,-0.162168,0.051546,0.07452814,0.329496,0.013045,-1.581046,0.106307,-0.446686,0.108561,7.1,0.16,3.4,0.016,"            ","            ",37,0,22.70970315,62.36080999
"OC-0238",25.22613,0.093054,64.508887,0.034337,128.224166,0.039823,2.146647,0.034651,0.05278791,0.341235,0.006879,-3.290476,0.066467,0.083669,0.074622,9.4,0.22,1.52,0.018,-48.311764,"            ",15,1,25.22616398,64.50888663
"OC-0239",26.134313,0.097742,58.742075,0.044129,129.787178,0.050013,-3.421092,0.045025,0.06729451,0.524394,0.015789,-1.010799,0.181011,-1.089086,0.130469,8.5,0.2,2.58,0.027,"            ","            ",25,0,26.13432166,58.74207984
"OC-0240",37.528866,0.167733,73.00009,0.072216,130.085798,0.046442,11.513741,0.074498,0.08778845,1.111812,0.059752,-1.385282,0.280114,-1.769519,0.288874,6.7,0.15,1.48,0.027,"            ","            ",36,0,37.52888706,73.00009786
"OC-0241",35.399709,0.091492,65.908832,0.044097,131.963811,0.033801,4.630734,0.046928,0.05783377,0.169844,0.009958,-0.534748,0.05506,0.951341,0.048478,9.1,0.21,1.52,0.028,"            ","            ",16,0,35.39971482,65.90882777
"OC-0242",42.311923,0.166122,69.002862,0.041015,133.193876,0.058452,8.512124,0.043419,0.07281378,2.269373,0.070007,1.56111,0.23616,-7.933626,0.356664,7.5,0.17,1.52,0.028,"            ","            ",16,0,42.31190364,69.00289726
"OC-0243",37.333177,0.207181,62.985435,0.05268,133.785975,0.087315,2.195389,0.06336,0.10788141,0.316259,0.009195,-0.282565,0.131406,-0.237775,0.097372,7.1,0.16,1.72,0.022,"            ","            ",23,0,37.33317976,62.98543606
"OC-0244",37.857133,0.148693,63.414666,0.052927,133.845315,0.068181,2.681688,0.050833,0.08504494,0.321734,0.010581,-0.230208,0.140693,-0.214097,0.144117,6.9,0.16,1.44,0.027,"            ","            ",19,0,37.85713529,63.41466695
"OC-0245",34.865062,0.115274,58.325834,0.050703,134.290592,0.062366,-2.591307,0.048485,0.07899565,0.540462,0.023457,-0.470365,0.143375,-0.8654,0.206978,7.9,0.18,1.92,0.028,-34.385944,"            ",20,1,34.86506598,58.32583785
"OC-0246",35.819892,0.078021,59.629197,0.035159,134.309434,0.035827,-1.198339,0.038847,0.05284566,0.323549,0.01373,-0.465951,0.11704,-0.614625,0.114284,8.5,0.2,2.42,0.028,"            ","            ",23,0,35.8198961,59.62919973
"OC-0247",34.627762,0.125827,56.807322,0.046944,134.675907,0.07572,-4.065776,0.035263,0.08352842,0.387372,0.009177,-0.636566,0.102955,-1.186748,0.11674,7.4,0.17,0.46,0.028,"            ","            ",29,0,34.62776717,56.80732727
"OC-0248",38.225131,0.070715,61.462803,0.037941,134.742883,0.030914,0.939803,0.040307,0.05079695,0.47278,0.005861,-0.786038,0.09599,-0.748165,0.115324,6.7,0.15,2.72,0.016,"            ","            ",22,0,38.22513831,61.46280633
"OC-0249",37.359461,0.062087,59.829096,0.020853,134.962506,0.030762,-0.733732,0.021499,0.03753009,0.361548,0.009289,-0.051883,0.109621,-0.443213,0.069576,6.9,0.16,1.96,0.019,"            ","            ",15,0,37.35946146,59.82909797
"OC-0250",35.548194,0.114592,57.167436,0.094981,135.027113,0.050657,-3.557635,0.101633,0.11355791,0.522681,0.016035,-0.546453,0.276682,-1.091908,0.206863,7.5,0.17,2.2,0.018,"            ","            ",31,0,35.54819848,57.16744085
"OC-0251",35.319499,0.109587,56.630354,0.061804,135.093899,0.060455,-4.104992,0.061772,0.08643256,0.386289,0.01506,-0.482671,0.217339,-1.257817,0.150923,8.2,0.19,2.36,0.028,-59.11363,"            ",22,1,35.3195029,56.63035959
"OC-0252",37.54628,0.082449,58.127537,0.045056,135.682707,0.053379,-2.278475,0.032861,0.06268304,0.382519,0.006308,-0.35349,0.180404,-0.985049,0.123563,7.1,0.16,1.5,0.026,"            ","            ",15,0,37.54628298,58.12754138
"OC-0253",38.371821,0.170799,57.58895,0.051752,136.293344,0.087165,-2.611093,0.058944,0.1052242,0.52343,0.01501,-0.262581,0.161376,-1.1219,0.262147,6.8,0.16,2.76,0.028,"            ","            ",24,0,38.37182318,57.58895499
"OC-0254",42.590119,0.168291,62.028153,0.073495,136.393609,0.086478,2.305503,0.064593,0.10793841,0.15673,0.008503,-0.581791,0.091954,0.147761,0.06678,6.5,0.15,3.08,0.017,"            ","            ",29,0,42.59012451,62.02815234
"OC-0255",43.537843,0.109569,60.649499,0.046717,137.418057,0.053917,1.276493,0.046518,0.07121072,0.531824,0.018184,-0.071441,0.189054,-0.142491,0.181618,6.5,0.15,1.1,0.028,"            ","            ",15,0,43.53784365,60.64949963
"OC-0256",42.936536,0.090131,56.739359,0.044713,138.899626,0.057727,-2.355643,0.033408,0.06669708,0.39824,0.012594,0.41601,0.148881,-1.29211,0.186374,6,0.14,0.86,0.028,"            ","            ",19,0,42.93653263,56.73936474
"OC-0257",46.179399,0.137942,59.255355,0.048636,139.24193,0.060396,0.671228,0.060764,0.08567345,1.185995,0.061626,-0.266767,0.504675,-1.277561,0.396037,8.5,0.2,3.1,0.028,"            ","            ",15,0,46.17940132,59.25536068
"OC-0258",44.694062,0.082637,57.669872,0.056105,139.319843,0.037596,-1.092587,0.060721,0.07141778,0.423196,0.012818,0.581833,0.137526,-1.255191,0.110644,7.5,0.17,2.06,0.028,"            ","            ",17,0,44.69405716,57.66987758
"OC-0259",45.047372,0.103628,57.484395,0.064982,139.574451,0.060105,-1.166702,0.060938,0.08559235,0.424412,0.016429,0.668307,0.084523,-1.316085,0.084617,6,0.14,2.02,0.017,"            ","            ",30,0,45.04736647,57.48440085
"OC-0260",49.214032,0.151917,60.040631,0.043623,140.163168,0.062016,2.126967,0.061813,0.08756044,1.649075,0.097534,-4.128432,0.424706,-0.991215,0.265254,7.6,0.17,2.48,0.024,-16.003963,"            ",17,1,49.21406874,60.04063541
"OC-0261",49.279627,0.05471,58.632109,0.050687,140.935858,0.026042,0.948556,0.051969,0.05812885,0.313957,0.006185,-0.537379,0.132214,-0.425747,0.156578,8.1,0.19,0.7,0.024,-56.108097,"            ",18,1,49.27963159,58.63211089
"OC-0262",50.127425,0.19415,58.945802,0.079845,141.139916,0.097645,1.448445,0.082927,0.12810712,0.911001,0.018848,0.458818,0.170387,-1.641666,0.204164,6.7,0.15,1.38,0.027,68.82232,"            ",34,1,50.12742105,58.9458093
"OC-0263",48.66728,0.148545,54.365508,0.100317,142.887644,0.109571,-2.860638,0.074727,0.13262703,0.533882,0.019061,0.221363,0.207269,-1.513215,0.272527,8.4,0.19,3.5,0.025,"            ","            ",16,0,48.66727831,54.36551473
"OC-0264",57.628875,0.0966,60.181517,0.058387,143.502424,0.045428,4.670593,0.060544,0.075692,1.578496,0.069014,-3.019944,0.775365,-0.584373,0.445348,7.6,0.17,1.72,0.018,"            ","            ",17,0,57.62890199,60.1815196
"OC-0265",40.14507,0.161066,42.218614,0.109372,143.638317,0.087433,-16.222655,0.138358,0.16366877,1.977118,0.178254,0.531636,0.30654,-5.783063,0.349421,7.9,0.18,1.16,0.017,-9.072367,10.407607,27,4,40.14506681,42.2186397
"OC-0266",51.11703,0.102157,54.893061,0.073589,143.802054,0.054955,-1.654939,0.076489,0.09418396,0.443323,0.026565,0.331436,0.183916,-1.034982,0.164129,8.1,0.19,3.44,0.024,-26.658916,"            ",39,1,51.11702744,54.8930656
"OC-0267",51.988328,0.134978,54.960713,0.081732,144.180531,0.090469,-1.320016,0.067114,0.11264515,0.549175,0.033276,0.497571,0.236866,-2.15027,0.239632,7.5,0.17,2.54,0.02,"            ","            ",21,0,51.98832415,54.96072256
"OC-0268",45.445325,0.103623,47.918449,0.066014,144.394905,0.062139,-9.447266,0.073664,0.0963724,0.360915,0.006248,0.507773,0.184469,-1.312103,0.128292,9.1,0.21,3.3,0.025,-26.241213,3.694349,16,2,45.44532163,47.91845483
"OC-0269",60.23283,0.099319,59.191638,0.04723,145.15088,0.055576,4.757936,0.041838,0.06956371,0.399514,0.011282,-1.816826,0.103281,-1.372541,0.065238,9.3,0.21,1.06,0.017,"            ","            ",21,0,60.23284577,59.1916441
"OC-0270",52.74443,0.067961,52.612822,0.042556,145.88015,0.037825,-3.001608,0.045682,0.05930915,0.375524,0.00935,0.78214,0.071446,-2.221701,0.073758,8,0.18,0.16,0.022,"            ","            ",27,0,52.74442428,52.61283187
"OC-0271",48.664554,0.099657,47.238833,0.07876,146.640137,0.08129,-8.932788,0.065827,0.10460047,0.168896,0.020629,0.422649,0.119913,-1.669498,0.103524,6.4,0.15,3.44,0.028,"            ","            ",37,0,48.66455123,47.23884042
"OC-0272",48.679276,0.106115,47.240145,0.066441,146.648027,0.080168,-8.926403,0.057734,0.09879333,0.52798,0.020488,0.609017,0.316811,-1.711513,0.320228,9.5,0.22,3.06,0.019,-36.667637,"            ",17,1,48.67927201,47.24015261
"OC-0273",62.905882,0.112183,56.401895,0.081965,148.085588,0.060038,3.64348,0.083578,0.10290697,0.536981,0.021295,0.930345,0.209375,-1.376504,0.403795,8.6,0.2,1.66,0.028,-85.36391,"            ",15,1,62.90587453,56.40190112
"OC-0274",56.336823,0.107216,50.698352,0.087591,148.813631,0.090516,-3.222342,0.064173,0.11095639,0.32049,0.0061,0.77643,0.108755,-1.256829,0.096854,8.5,0.2,0.02,0.019,"            ","            ",21,0,56.33681755,50.69835759
"OC-0275",71.773995,0.107775,49.043528,0.060895,157.117822,0.082895,2.473537,0.042872,0.09332518,0.366953,0.004733,0.954097,0.085273,-2.307037,0.094781,8.5,0.2,0.28,0.023,-13.412122,13.731036,18,3,71.77398853,49.04353825
"OC-0276",82.238891,0.081891,48.030617,0.053329,162.07047,0.046848,7.436138,0.060708,0.07668244,0.43401,0.014247,0.617922,0.078844,-1.991488,0.094056,8.6,0.2,3.36,0.028,-35.528343,"            ",22,1,82.23888689,48.03062585
"OC-0277",71.099222,0.093247,42.112143,0.061211,162.078012,0.061292,-2.392417,0.069155,0.09240738,0.316537,0.010899,2.279451,0.084988,-1.385916,0.080816,8.6,0.2,3.34,0.028,"            ","            ",41,0,71.09920834,42.11214916
"OC-0278",56.275602,0.084935,29.737543,0.066693,162.234439,0.095956,-19.581853,0.041402,0.10450684,2.494633,0.093084,2.496164,0.347538,-5.285772,0.234519,6.6,0.15,1.6,0.028,33.832504,"            ",26,1,56.27558922,29.73756649
"OC-0279",58.538459,0.058149,31.893251,0.049035,162.28605,0.038846,-16.68012,0.058802,0.07047473,3.508785,0.10467,6.340845,0.413401,-9.697312,0.35963,7.1,0.16,4.04,0.021,14.917052,"            ",16,1,58.53842581,31.8932941
"OC-0280",60.484763,0.092382,32.232258,0.071721,163.317386,0.093551,-15.318931,0.055777,0.10891677,2.665899,0.12044,3.454544,0.284135,-5.145942,0.263463,6.8,0.16,1.04,0.028,"            ","            ",23,0,60.48474485,32.23228087
"OC-0281",75.83896,0.06597,40.533092,0.062163,165.550086,0.062351,-0.628262,0.049916,0.07987023,0.576526,0.019026,1.597745,0.173587,-2.476401,0.189848,7.7,0.18,1.08,0.028,"            ","            ",16,0,75.83895066,40.53310301
"OC-0282",74.976525,0.073085,38.669657,0.062988,166.615306,0.053396,-2.295587,0.066155,0.08501539,0.55578,0.027782,0.054729,0.182397,-3.555721,0.092536,8.1,0.19,2.7,0.016,-20.2505,"            ",19,1,74.97652469,38.6696728
"OC-0283",73.911913,0.048078,36.779435,0.036511,167.576134,0.02847,-4.129068,0.044829,0.05310537,0.396277,0.011811,0.087945,0.118599,-1.577912,0.087226,6.8,0.16,0,0.024,"            ","            ",17,0,73.91191251,36.77944201
"OC-0284",73.944116,0.041649,36.791384,0.031285,167.582935,0.03017,-4.10146,0.034435,0.04578207,0.529609,0.022806,0.182282,0.29659,-1.499111,0.182814,9.5,0.22,1.14,0.022,"            ","            ",20,0,73.94411499,36.79139066
"OC-0285",73.941114,0.063428,36.78374,0.044705,167.587414,0.055048,-4.108095,0.039552,0.0677838,0.453071,0.016979,0.073218,0.066501,-1.574379,0.103338,7.8,0.18,0.02,0.017,-72.01249,"            ",28,1,73.94111359,36.783747
"OC-0286",83.424369,0.120094,41.808927,0.05322,167.789591,0.069122,4.775495,0.078097,0.10429282,1.911572,0.105961,-3.759103,0.321341,-1.629668,0.350353,7.8,0.18,0.82,0.027,-5.886572,"            ",15,1,83.42439141,41.80893424
"OC-0287",79.407645,0.084389,38.087719,0.048515,169.1562,0.04942,0.14357,0.065755,0.08225604,0.624693,0.015065,1.062978,0.16418,-3.611609,0.16174,7.3,0.17,1.4,0.028,"            ","            ",15,0,79.407639,38.08773505
"OC-0288",82.729496,0.050257,38.568863,0.069372,170.22536,0.061874,2.568246,0.050365,0.07978111,1.176299,0.08224,-0.777512,0.295927,-2.371051,0.624532,7.9,0.18,1.96,0.02,"            ","            ",16,0,82.72950042,38.56887354
"OC-0289",74.290455,0.1397,32.757377,0.033134,170.935154,0.083709,-6.384317,0.089327,0.1224194,0.717019,0.021863,2.333751,0.110525,-5.750988,0.089293,8.3,0.19,3.86,0.016,9.23953,2.382949,16,2,74.29044267,32.75740256
"OC-0290",75.376306,0.059958,30.739157,0.04921,173.111026,0.041768,-6.889042,0.057945,0.07142961,0.587417,0.025499,0.763812,0.240162,-3.018168,0.174124,8.6,0.2,0.82,0.018,"            ","            ",16,0,75.37630205,30.73917041
"OC-0291",93.81791,0.074654,39.835698,0.048641,173.431398,0.056001,10.643629,0.051212,0.07588663,0.314016,0.006905,0.163204,0.122996,-1.943974,0.120765,7.5,0.17,0.9,0.016,"            ","            ",19,0,93.81790906,39.83570664
"OC-0292",85.548386,0.173011,36.084404,0.14934,173.528133,0.090838,3.126687,0.183392,0.20465622,0.578218,0.028984,0.647269,0.21252,-3.054943,0.29633,6,0.14,1.44,0.028,-24.12912,"            ",61,1,85.54838244,36.08441758
"OC-0293",80.723823,0.053232,33.442305,0.049212,173.578821,0.039701,-1.635276,0.053096,0.06629747,0.320186,0.0142,-0.320298,0.109408,-1.425569,0.105205,6.8,0.16,2.44,0.028,"            ","            ",45,0,80.72382471,33.44231134
"OC-0294",81.0783,0.051289,32.597114,0.044507,174.444819,0.052825,-1.866458,0.032565,0.0620561,0.313418,0.007775,0.751214,0.079041,-1.9657,0.08853,7.7,0.18,3.08,0.016,42.519222,"            ",28,1,81.07829604,32.59712274
"OC-0295",87.230854,0.053548,30.198886,0.041735,179.291877,0.046779,1.268481,0.041185,0.06232559,0.31929,0.011055,0.833248,0.072195,-1.805548,0.06363,8,0.18,0,0.017,6.490944,"            ",36,1,87.23084972,30.19889402
"OC-0296",76.575178,0.040541,21.52806,0.061863,181.266896,0.06315,-11.495384,0.037676,0.07353505,0.548659,0.02717,1.746697,0.121265,-1.470753,0.193197,8.1,0.19,2.1,0.017,"            ","            ",19,0,76.57516965,21.52806654
"OC-0297",83.574091,0.048589,25.631974,0.049064,181.466899,0.048272,-3.885326,0.044798,0.06585626,1.328188,0.127718,-1.593839,0.504017,-4.883136,0.565832,6.3,0.14,2.98,0.016,"            ","            ",29,0,83.57409886,25.6319957
"OC-0298",75.664179,0.081365,19.73126,0.077281,182.256353,0.065538,-13.233552,0.088134,0.10983092,0.737825,0.017514,0.469897,0.122841,-3.609719,0.209065,8.6,0.2,1.92,0.026,"            ","            ",18,0,75.66417678,19.73127604
"OC-0299",86.27489,0.057908,24.737083,0.076376,183.524276,0.070373,-2.287319,0.060463,0.09278003,0.522515,0.017242,1.226034,0.20148,-2.5559,0.161931,8.9,0.2,1.52,0.02,19.158545,"            ",22,1,86.274884,24.73709436
"OC-0300",86.388108,0.04269,24.786933,0.045929,183.535238,0.052721,-2.173585,0.028915,0.0601297,0.618793,0.019722,-0.031089,0.149457,-2.16158,0.238397,7.8,0.18,0,0.016,"            ","            ",15,0,86.38810815,24.78694261
"OC-0301",88.380249,0.040905,25.191664,0.03628,184.115824,0.025276,-0.416551,0.04525,0.05183087,0.371368,0.007985,0.327456,0.087357,-1.772496,0.115022,8.3,0.19,1.98,0.024,-10.022537,"            ",15,1,88.38024739,25.19167188
"OC-0302",88.740714,0.05305,25.063899,0.065221,184.391207,0.060481,-0.199762,0.053906,0.08101733,0.531766,0.020275,0.798725,0.138121,-3.84008,0.088568,8.6,0.2,1.82,0.024,"            ","            ",19,0,88.74071008,25.06391607
"OC-0303",90.277563,0.047113,25.586027,0.03437,184.633772,0.044801,1.264309,0.031316,0.05466097,0.141594,0.008702,0.248822,0.066745,-0.431815,0.070016,6.3,0.14,0.9,0.016,"            ","            ",15,0,90.27756177,25.58602892
"OC-0304",95.361729,0.057605,26.899965,0.065348,185.66429,0.064239,5.896762,0.053162,0.08338374,0.430258,0.011537,0.431007,0.106648,-3.184851,0.106592,8.2,0.19,2.16,0.028,32.85768,"            ",31,1,95.36172685,26.89997915
"OC-0305",91.19219,0.055274,24.08316,0.067872,186.350919,0.060767,1.246602,0.058841,0.08458659,0.522949,0.016667,1.041101,0.111814,-2.941798,0.16708,8.4,0.19,1.4,0.018,"            ","            ",22,0,91.19218493,24.08317307
"OC-0306",91.860365,0.034773,24.092313,0.043337,186.640608,0.035807,1.78355,0.040061,0.05373104,0.446598,0.009305,-0.164075,0.096992,-1.999601,0.104401,9.7,0.22,1.36,0.027,"            ","            ",22,0,91.8603658,24.09232189
"OC-0307",93.279324,0.116579,23.964934,0.101888,187.377009,0.129178,2.858055,0.071284,0.14754106,0.524053,0.014592,0.16199,0.135065,-1.88011,0.227857,7.2,0.17,1.96,0.017,"            ","            ",25,0,93.27932321,23.96494236
"OC-0308",94.110525,0.123654,23.751884,0.06725,187.926399,0.055447,3.425685,0.119452,0.13169339,0.534851,0.018988,0.446532,0.224365,-1.420238,0.185837,7.1,0.16,1.92,0.027,"            ","            ",27,0,94.11052283,23.75189031
"OC-0309",94.965021,0.105398,23.883878,0.103718,188.178065,0.114738,4.177698,0.083363,0.14182453,0.532959,0.02072,0.633111,0.181758,-1.391873,0.157031,7.3,0.17,2.22,0.018,"            ","            ",39,0,94.96501792,23.88388419
"OC-0310",93.808061,0.066479,22.259325,0.057045,189.11014,0.050927,2.472889,0.066714,0.08393043,0.548634,0.019734,0.270444,0.134228,-1.889224,0.183955,7.2,0.17,2.12,0.02,36.161743,"            ",27,1,93.8080597,22.2593334
"OC-0311",94.350555,0.062199,22.40468,0.058208,189.220102,0.058349,2.983651,0.057447,0.08188262,0.612796,0.012415,0.446571,0.130174,-1.783912,0.159588,7.2,0.17,1.66,0.026,"            ","            ",15,0,94.35055285,22.40468793
"OC-0312",95.77622,0.065838,22.927624,0.085552,189.374359,0.076909,4.39092,0.071519,0.10502362,0.575115,0.017168,0.377837,0.16524,-2.420927,0.184972,6.5,0.15,1.26,0.028,"            ","            ",26,0,95.77621818,22.92763476
"OC-0313",93.488016,0.04811,21.647651,0.060679,189.506749,0.056087,1.920445,0.050395,0.07540164,0.526294,0.018737,-0.326361,0.097043,-3.131631,0.156057,8.7,0.2,2.5,0.017,"            ","            ",17,0,93.48801756,21.64766492
"OC-0314",90.991098,0.069463,20.277411,0.090055,189.57584,0.087927,-0.783049,0.068012,0.1111611,0.534757,0.02062,1.122741,0.172056,-2.570367,0.140349,7,0.16,2.44,0.027,37.589775,"            ",26,1,90.99109268,20.27742242
"OC-0315",94.924398,0.047955,22.099882,0.037404,189.739889,0.037711,3.308632,0.044224,0.05811955,0.541563,0.023288,0.577245,0.217387,-2.550062,0.109168,6.9,0.16,2.26,0.018,"            ","            ",24,0,94.92439523,22.09989333
"OC-0316",95.274124,0.031011,22.170899,0.053212,189.829089,0.045919,3.628097,0.039447,0.06053611,0.536422,0.01651,0.297608,0.104633,-2.30404,0.273721,8,0.18,2.3,0.027,"            ","            ",16,0,95.27412257,22.17090924
"OC-0317",91.737141,0.083082,19.013912,0.064945,191.021666,0.062549,-0.788248,0.080474,0.10192371,0.523275,0.018145,-0.478128,0.097774,-1.133654,0.1346,8.5,0.2,2.54,0.025,"            ","            ",26,0,91.73714325,19.01391704
"OC-0318",93.789339,0.055386,19.046083,0.03672,191.928524,0.034327,0.927103,0.053957,0.06395077,0.530143,0.016779,-0.059091,0.12254,-1.283404,0.155017,6.8,0.16,1.46,0.026,"            ","            ",16,0,93.78933928,19.0460887
"OC-0319",96.27238,0.06176,19.846934,0.030826,192.324194,0.031924,3.369835,0.057528,0.06579219,0.175545,0.010178,-0.224942,0.094512,-0.465357,0.067459,6.9,0.16,1.66,0.016,"            ","            ",15,0,96.27238106,19.84693607
"OC-0320",82.835136,0.054474,12.144203,0.050201,192.626346,0.03954,-11.654091,0.062102,0.07362112,2.567447,0.098527,0.537099,0.455957,-0.655327,0.284157,6.1,0.14,1.72,0.019,"            ","            ",24,0,82.83513356,12.14420591
"OC-0321",95.554503,0.058107,18.989215,0.06121,192.767697,0.052482,2.370903,0.063372,0.08228226,0.542543,0.024168,-0.750297,0.175306,0.269011,0.109663,7.6,0.17,1.54,0.021,"            ","            ",17,0,95.55450653,18.9892138
"OC-0322",79.413144,0.046952,7.1534,0.077263,195.212805,0.068191,-17.132285,0.062395,0.09242915,2.552158,0.09178,2.356026,0.315077,-3.735328,0.234126,6.7,0.15,0.96,0.025,14.728198,2.114406,20,2,79.41313345,7.1534166
"OC-0323",92.140482,0.077603,13.93931,0.070426,195.649095,0.086955,-2.912585,0.055605,0.1032138,1.078148,0.067036,-1.129748,0.310849,-1.612979,0.245487,6.9,0.16,1.98,0.018,"            ","            ",71,0,92.14048717,13.93931717
"OC-0324",85.347633,0.058385,9.208532,0.063917,196.48694,0.072757,-11.033231,0.048033,0.08718228,2.452455,0.106561,1.614863,0.36341,-2.405821,0.238616,6.8,0.16,1.2,0.028,25.89305,"            ",22,1,85.34762573,9.20854269
"OC-0325",86.078971,0.068065,9.184499,0.065084,196.876095,0.072895,-10.42039,0.060091,0.09447015,2.506709,0.071077,2.352635,0.502098,-2.459736,0.161349,6.4,0.15,0.94,0.016,22.229284,"            ",35,1,86.07896041,9.18450993
"OC-0326",97.778512,0.059782,15.062146,0.05397,197.236861,0.058604,2.429068,0.053074,0.07906503,0.319682,0.010423,-0.167318,0.094648,-1.09053,0.081262,8.4,0.19,0.66,0.023,43.835028,1.451793,37,3,97.77851277,15.06215085
"OC-0327",81.893579,0.069973,3.869939,0.09012,199.479694,0.083804,-16.675271,0.080938,0.11650781,2.936632,0.067461,1.279207,0.401621,-0.620882,0.224915,7,0.16,0.78,0.017,"            ","            ",21,0,81.8935733,3.86994176
"OC-0328",98.141736,0.043235,12.568538,0.040654,199.613562,0.037142,1.591912,0.045334,0.05860631,0.333056,0.01536,-0.503342,0.065806,-0.325105,0.071166,8.8,0.2,1.32,0.021,52.610657,"            ",26,1,98.14173829,12.56853944
"OC-0329",81.754307,0.068488,3.614868,0.060361,199.63872,0.046727,-16.922662,0.07948,0.09219806,2.911056,0.110449,1.406196,0.45301,-0.552297,0.47165,6.9,0.16,0.36,0.021,"            ","            ",18,0,81.75430074,3.61487045
"OC-0330",98.760381,0.067437,12.647848,0.056913,199.821072,0.055251,2.164416,0.067234,0.08702347,0.53181,0.018456,0.77244,0.171304,-2.79841,0.274786,8.5,0.2,0.16,0.016,"            ","            ",25,0,98.76037748,12.64786044
"OC-0331",82.458642,0.077581,3.51963,0.043999,200.088587,0.04451,-16.359235,0.078154,0.08993991,2.919257,0.084549,1.591971,0.264595,-0.560396,0.370264,7,0.16,2.22,0.016,12.973373,"            ",17,1,82.45863491,3.51963249
"OC-0332",101.671654,0.079668,13.674619,0.039067,200.194868,0.047322,5.156225,0.072781,0.0868127,0.328028,0.012824,-0.322853,0.219304,-1.074702,0.277569,9.6,0.22,1.36,0.028,"            ","            ",17,0,101.67165548,13.67462378
"OC-0333",97.828532,0.020795,11.074416,0.030047,200.797418,0.026476,0.629921,0.024866,0.03632212,0.391338,0.012596,0.214885,0.07493,-2.465343,0.100384,8.1,0.19,1.42,0.028,26.877764,"            ",17,1,97.82853103,11.07442696
"OC-0334",99.643359,0.017726,10.89573,0.02668,201.77587,0.026569,2.129642,0.017603,0.03187126,0.423875,0.0134,-0.193785,0.15747,-1.06044,0.14822,8.5,0.2,0.04,0.016,"            ","            ",15,0,99.64335988,10.89573471
"OC-0335",99.659519,0.060404,10.887315,0.056806,201.790621,0.07005,2.139909,0.042954,0.08217085,0.539307,0.023793,-0.140121,0.232609,-0.942706,0.247741,8.9,0.2,0.96,0.027,"            ","            ",16,0,99.65951963,10.88731919
"OC-0336",99.098722,0.045884,9.505042,0.052777,202.766365,0.045954,1.015636,0.052175,0.06952698,0.52046,0.012935,-0.493542,0.124509,0.216881,0.189276,9.8,0.23,0.06,0.021,"            ","            ",18,0,99.09872422,9.50504104
"OC-0337",99.300057,0.047151,9.281197,0.036546,203.056481,0.049344,1.089298,0.032669,0.05917849,0.344016,0.012907,-0.711284,0.224705,0.252271,0.139921,9.5,0.22,1.26,0.023,"            ","            ",15,0,99.3000602,9.28119588
"OC-0338",93.050503,0.065629,5.456879,0.045934,203.555998,0.052188,-6.175378,0.060714,0.08006108,0.522051,0.021445,0.399829,0.206246,-1.859357,0.357856,9.2,0.21,3.38,0.027,"            ","            ",17,0,93.05050121,5.45688726
"OC-0339",83.047498,0.07462,-0.303538,0.046889,203.882959,0.058881,-17.701568,0.067973,0.08992942,2.714403,0.08962,1.47846,0.335057,-0.862928,0.409994,6.8,0.16,1.28,0.02,"            ","            ",20,0,83.04749143,-0.30353416
