"Seq","Cluster","RA_ICRS","s_RA_ICRS","DE_ICRS","s_DE_ICRS","GLON","s_GLON","GLAT","s_GLAT","plx","s_plx","pmRA","s_pmRA","pmDE","s_pmDE","RV","s_RV","Nmemb","NmembRV","Flag","logAge","Dist","AV","_RA.icrs","_DE.icrs"
402,"UBC1403",119.26,0.06,-27.9,0.05,244.95,0.05,0.5,0.05,0.3,0.01,-2.96,0.04,2.82,0.07,"      ","     ",17,0," ",8.09,3550,0.926,119.26,-27.9
403,"UBC1404",120.65,0.06,-27.38,0.06,245.16,0.07,1.82,0.04,0.33,0.01,-2.4,0.04,1.93,0.05,"      ","     ",22,0," ",8.438,3511,0.737,120.65,-27.38
404,"UBC1405",117.03,0.07,-29.47,0.07,245.3,0.07,-1.99,0.06,0.19,0.03,-2.02,0.07,3.14,0.08,"      ","     ",67,0," ",8.884,5553,1.892,117.03,-29.47
405,"UBC1406",122.33,0.07,-27.03,0.06,245.66,0.06,3.27,0.06,0.22,0.01,-1.53,0.05,1.54,0.05,"      ","     ",19,0," ",8.09,5371,0.679,122.33,-27.03
406,"UBC1407",117.84,0.06,-29.51,0.05,245.69,0.05,-1.4,0.05,0.28,0.03,-3.61,0.05,3.11,0.06,"      ","     ",55,0," ",9.231,4097,0.979,117.84,-29.51
407,"UBC1408",115.95,0.09,-30.5,0.08,245.72,0.08,-3.31,0.08,0.26,0.01,-2.36,0.06,3.3,0.07,"      ","     ",22,0," ",7.754,4466,0.573,115.95,-30.5
408,"UBC1409",119.07,0.07,-29.23,0.05,246,0.06,-0.33,0.05,0.37,0.01,-2.1,0.03,1.87,0.06,"      ","     ",17,0," ",8.246,3266,0.896,119.07,-29.23
409,"UBC1410",120.01,0.05,-28.85,0.03,246.11,0.04,0.56,0.04,0.18,0.02,-2.21,0.04,2.52,0.07,"      ","     ",20,0,"a",7.461,6215,1.281,120.01,-28.85
410,"UBC1411",118.73,0.1,-29.79,0.07,246.33,0.07,-0.88,0.08,0.21,0.02,-2.11,0.06,2.84,0.07,76.65,"     ",38,1," ",8.056,5598,1.335,118.73,-29.79
411,"UBC1412",120.05,0.06,-29.11,0.07,246.34,0.07,0.46,0.07,0.33,0.01,-2.05,0.04,4.06,0.06,"      ","     ",18,0," ",8.14,3029,1.312,120.05,-29.11
412,"UBC1413",119.2,0.06,-29.6,0.04,246.38,0.05,-0.44,0.04,0.34,0.02,-2.06,0.03,1.31,0.05,"      ","     ",23,0," ",8.629,3043,0.94,119.2,-29.6
413,"UBC1414",120.59,0.07,-29.78,0.05,247.17,0.05,0.5,0.06,0.27,0.03,-2.65,0.07,2.86,0.07,"      ","     ",68,0,"a",7.694,3839,1.224,120.59,-29.78
414,"UBC1415",115.6,0.07,-32.42,0.06,247.25,0.06,-4.52,0.06,0.26,0.02,-2.11,0.06,3.38,0.05,"      ","     ",19,0," ",7.878,4264,1.21,115.6,-32.42
415,"UBC1416",121.69,0.09,-29.29,0.09,247.26,0.09,1.57,0.09,0.17,0.02,-2.39,0.05,3.03,0.06,"      ","     ",48,0," ",8.066,6408,0.644,121.69,-29.29
416,"UBC1417",121.24,0.06,-30.7,0.05,248.25,0.05,0.49,0.05,0.26,0.02,-2.63,0.08,3.51,0.06,"      ","     ",33,0," ",8.498,4523,0.768,121.24,-30.7
417,"UBC1418",122.13,0.04,-30.39,0.05,248.39,0.05,1.3,0.04,0.23,0.01,-2.95,0.06,4.01,0.05,"      ","     ",24,0," ",8.303,4972,1.082,122.13,-30.39
418,"UBC1419",121.36,0.07,-31.17,0.05,248.69,0.06,0.32,0.05,0.16,0.02,-2.45,0.05,3.09,0.06,"      ","     ",38,0," ",7.716,7073,1.092,121.36,-31.17
419,"UBC1420",119.62,0.05,-32.15,0.04,248.74,0.04,-1.45,0.04,0.25,0.02,-2.58,0.04,2.66,0.06,"      ","     ",17,0," ",8.756,4098,0.969,119.62,-32.15
420,"UBC1421",120.58,0.04,-32.13,0.03,249.15,0.03,-0.75,0.03,0.27,0.02,-2.97,0.05,3.56,0.07,"      ","     ",19,0,"a",7.635,3958,1.556,120.58,-32.13
421,"UBC1422",120.74,0.03,-32.24,0.03,249.32,0.03,-0.69,0.03,0.26,0.01,-3.21,0.06,3.72,0.05,"      ","     ",19,0," ",8.522,3697,1.289,120.74,-32.24
422,"UBC1423",123.01,0.05,-31.13,0.06,249.43,0.06,1.53,0.03,0.21,0.02,-2.36,0.05,3.67,0.07,"      ","     ",37,0," ",8.215,5895,0.942,123.01,-31.13
423,"UBC1424",119.66,0.11,-33.6,0.06,250,0.05,-2.18,0.09,0.23,0.01,-2.32,0.06,3.21,0.09,70.01,"     ",34,1," ",7.66,4412,1.505,119.66,-33.6
424,"UBC1425",121.49,0.13,-34.34,0.08,251.43,0.09,-1.29,0.09,0.29,0.01,-2.93,0.05,3.07,0.07,"      ","     ",35,0," ",7.641,3486,1.422,121.49,-34.34
425,"UBC1426",124.07,0.11,-32.97,0.09,251.46,0.1,1.26,0.08,0.19,0.01,-2.65,0.06,3.23,0.08,"      ","     ",29,0," ",7.765,5755,0.907,124.07,-32.97
426,"UBC1427",122.9,0.07,-33.77,0.05,251.59,0.06,0,0.05,0.25,0.02,-3.08,0.05,3.63,0.06,46.73,0.52,26,2," ",8.976,4142,0.803,122.9,-33.77
427,"UBC1428",113.35,0.15,-38.4,0.1,251.65,0.11,-8.99,0.11,0.43,0.02,-1.98,0.07,3.21,0.09,"      ","     ",26,0," ",8.234,2464,0.825,113.35,-38.4
428,"UBC1429",118.54,0.09,-36.97,0.06,252.41,0.07,-4.71,0.06,0.27,0.02,-2.74,0.06,3.77,0.07,62.38,"     ",23,1," ",7.432,3745,1.819,118.54,-36.97
429,"UBC1430",125.84,0.08,-33.5,0.07,252.73,0.06,2.18,0.08,0.17,0.01,-2.43,0.07,2.99,0.07,"      ","     ",24,0," ",8.211,5828,0.627,125.84,-33.5
430,"UBC1431",120.06,0.05,-36.72,0.04,252.83,0.05,-3.54,0.03,0.42,0.02,-3.12,0.05,4.07,0.07,"      ","     ",25,0," ",8.201,2449,2.087,120.06,-36.72
431,"UBC1432",124.76,0.18,-34.49,0.1,253.04,0.1,0.89,0.16,0.16,0.02,-2.59,0.07,3.24,0.08,"      ","     ",96,0,"a",7.158,7819,1.449,124.76,-34.49
432,"UBC1433",124.38,0.04,-36.34,0.05,254.4,0.04,-0.42,0.04,0.26,0.02,-2.72,0.06,1.94,0.08,"      ","     ",30,0," ",8.604,3927,1.073,124.38,-36.34
433,"UBC1434",124.88,0.08,-37.77,0.09,255.8,0.09,-0.89,0.07,0.29,0.01,-2.1,0.05,2.19,0.07,"      ","     ",25,0," ",8.002,3520,1.997,124.88,-37.77
434,"UBC1435",121.74,0.07,-40.59,0.05,256.82,0.05,-4.47,0.05,0.23,0.03,-3.22,0.05,5.07,0.07,"      ","     ",31,0," ",8.589,4962,1.515,121.74,-40.59
435,"UBC1436",130.85,0.08,-36.97,0.08,257.96,0.08,3.41,0.07,0.27,0.03,-5.35,0.08,4.33,0.07,64.85,1.02,73,2," ",8.987,3676,0.986,130.85,-36.97
436,"UBC1437",120.49,0.06,-42.8,0.06,258.21,0.05,-6.43,0.04,0.49,0.01,-4.03,0.05,4.09,0.07,"      ","     ",14,0," ",8.084,2291,0.804,120.49,-42.8
437,"UBC1438",133.94,0.1,-38.57,0.06,260.75,0.08,4.3,0.06,0.23,0.03,-5.01,0.08,3.85,0.09,51.53,"     ",89,1," ",8.924,4781,1.174,133.94,-38.57
438,"UBC1439",126.3,0.09,-43.62,0.06,261.22,0.06,-3.34,0.07,0.26,0.03,-3.3,0.06,4.11,0.06,"      ","     ",34,0," ",8.866,4313,2.642,126.3,-43.62
439,"UBC1440",123.17,0.08,-45.25,0.07,261.33,0.07,-6.1,0.07,0.26,0.03,-2.46,0.08,3.16,0.09,"      ","     ",63,0," ",9.308,4297,1.167,123.17,-45.25
440,"UBC1441",129.58,0.09,-42.37,0.06,261.64,0.07,-0.66,0.06,0.36,0.03,-3.63,0.07,2.99,0.07,37.84,"     ",64,1,"a",7.99,3175,3.504,129.58,-42.37
441,"UBC1442",126.22,0.09,-44.29,0.06,261.74,0.07,-3.77,0.06,0.42,0.02,-4.57,0.08,4.5,0.06,"      ","     ",37,0," ",7.704,2449,1.914,126.22,-44.29
442,"UBC1443",136.75,0.11,-40.88,0.07,263.92,0.1,4.41,0.04,0.27,0.02,-5.68,0.08,4.07,0.09,"      ","     ",34,0," ",8.806,3614,1.169,136.75,-40.88
443,"UBC1444",132.72,0.15,-43.82,0.09,264.2,0.08,0.23,0.11,0.42,0.02,-5.37,0.12,4.31,0.07,"      ","     ",72,0,"a",6.723,2823,2.957,132.72,-43.82
444,"UBC1445",131.72,0.12,-45.23,0.12,264.84,0.1,-1.21,0.11,0.43,0.01,-5.11,0.07,5.09,0.07,"      ","     ",30,0," ",6.969,2562,1.552,131.72,-45.23
445,"UBC1446",129.34,0.06,-48.12,0.05,266.12,0.05,-4.28,0.04,0.48,0.01,-4.55,0.07,4.92,0.06,"      ","     ",13,0," ",7.053,2165,1.003,129.34,-48.12
446,"UBC1447",133.32,0.07,-46.02,0.06,266.16,0.06,-0.85,0.04,0.48,0.02,-5.67,0.06,4.38,0.07,"      ","     ",22,0," ",7.203,2440,2.497,133.32,-46.02
447,"UBC1448",132.77,0.09,-46.38,0.05,266.2,0.07,-1.37,0.04,0.42,0.02,-3.72,0.06,3,0.07,15.3,0.18,32,2," ",8.335,2448,1.752,132.77,-46.38
448,"UBC1449",133.18,0.11,-46.29,0.06,266.31,0.07,-1.1,0.06,0.45,0.01,-5.26,0.09,4.8,0.1,"      ","     ",22,0," ",7.087,2284,2.166,133.18,-46.29
449,"UBC1450",130,0.09,-48.24,0.07,266.48,0.07,-3.99,0.06,0.46,0.02,-5.01,0.07,5.08,0.06,"      ","     ",29,0," ",7.649,2325,1.186,130,-48.24
450,"UBC1451",134.91,0.14,-45.81,0.05,266.72,0.07,0.13,0.08,0.49,0.03,-4.85,0.07,4.79,0.07,"      ","     ",54,0," ",7.563,2203,2.818,134.91,-45.81
451,"UBC1452",130.94,0.08,-48.16,0.06,266.8,0.04,-3.46,0.06,0.75,0.01,-6.32,0.08,3.66,0.08,"      ","     ",23,0," ",7.551,1443,0.775,130.94,-48.16
452,"UBC1453",138.17,0.08,-45.39,0.07,267.94,0.08,2.1,0.04,0.42,0.02,-4.85,0.08,4.02,0.07,"      ","     ",21,0," ",7.724,2584,2.37,138.17,-45.39
453,"UBC1454",134.22,0.11,-48.35,0.09,268.33,0.06,-1.88,0.1,0.52,0.01,-5.16,0.04,4.23,0.07,"      ","     ",15,0," ",7.137,2082,2.803,134.22,-48.35
454,"UBC1455",131.13,0.16,-54.13,0.06,271.6,0.09,-7.04,0.06,0.7,0.02,-3.49,0.08,6.6,0.11,"      ","     ",16,0," ",8.613,1446,0.621,131.13,-54.13
455,"UBC1456",140.03,0.1,-50.23,0.08,272.29,0.07,-0.37,0.07,0.5,0.02,-4.99,0.07,2.78,0.06,"      ","     ",33,0," ",7.883,2256,2.03,140.03,-50.23
456,"UBC1457",137.15,0.11,-52.23,0.07,272.49,0.07,-3.06,0.06,0.18,0.03,-3.18,0.09,2.93,0.09,35.88,"     ",88,1," ",9.214,5231,1.723,137.15,-52.23
457,"UBC1458",138.41,0.15,-51.91,0.07,272.77,0.07,-2.27,0.09,0.4,0.02,-4.95,0.07,4.5,0.07,6.48,"     ",46,1," ",8.193,2355,1.809,138.41,-51.91
458,"UBC1459",142.75,0.11,-50.32,0.06,273.59,0.08,0.77,0.05,0.66,0.01,-6.33,0.05,5.65,0.05,"      ","     ",20,0," ",8.066,1674,1.612,142.75,-50.32
459,"UBC1460",141.8,0.12,-51.47,0.06,273.95,0.07,-0.47,0.07,0.29,0.02,-4.64,0.06,3.56,0.07,33.91,"     ",39,1," ",7.532,3826,1.743,141.8,-51.47
460,"UBC1461",139.57,0.07,-53.29,0.06,274.26,0.06,-2.72,0.05,0.18,0.03,-5.04,0.07,4.34,0.08,73.47,0.99,49,2," ",9.228,6000,0.794,139.57,-53.29
461,"UBC1462",141.35,0.08,-52.67,0.04,274.58,0.03,-1.53,0.06,0.38,0.01,-5.99,0.05,4.3,0.04,"      ","     ",15,0," ",7.924,2997,1.401,141.35,-52.67
462,"UBC1463",136.99,0.05,-56.43,0.04,275.53,0.05,-5.96,0.03,0.23,0.02,-3.5,0.07,3.46,0.06,29.84,"     ",32,1," ",9.068,5283,1.03,136.99,-56.43
463,"UBC1464",142.44,0.12,-53.46,0.06,275.6,0.07,-1.64,0.06,0.31,0.02,-5.5,0.07,4.01,0.06,"      ","     ",54,0," ",8.115,3384,2.676,142.44,-53.46
464,"UBC1465",146.87,0.07,-50.56,0.06,275.72,0.05,2.33,0.06,0.65,0.01,-7.16,0.03,5,0.05,"      ","     ",10,0," ",8.227,1717,1.326,146.87,-50.56
465,"UBC1466",143.2,0.06,-53.28,0.04,275.82,0.04,-1.21,0.04,0.09,0.03,-3.36,0.08,3.49,0.07,"      ","     ",38,0,"a",8.853,8464,2.451,143.2,-53.28
466,"UBC1467",143.29,0.09,-54.37,0.05,276.59,0.06,-1.97,0.04,0.44,0.01,-6.92,0.06,5.4,0.05,"      ","     ",20,0," ",8.264,2460,1.646,143.2901,-54.37
467,"UBC1468",146.57,0.09,-53.59,0.05,277.52,0.05,-0.11,0.06,0.21,0.02,-4.52,0.07,3.14,0.08,36.14,0.05,43,2," ",8.093,6019,2.989,146.57,-53.59
468,"UBC1469",143.13,0.09,-57.17,0.06,278.43,0.06,-4.09,0.05,0.36,0.01,-3.98,0.06,3.74,0.04,"      ","     ",20,0," ",8.471,3223,2.17,143.13,-57.17
469,"UBC1470",148.87,0.12,-54.14,0.05,278.92,0.07,0.32,0.05,0.32,0.01,-6.2,0.08,4.25,0.06,"      ","     ",17,0," ",7.826,3178,1.433,148.87,-54.14
470,"UBC1471",148.32,0.09,-55.03,0.07,279.22,0.07,-0.58,0.06,0.4,0.01,-5.79,0.07,3.45,0.07,7.95,"     ",28,1," ",7.515,2685,1.154,148.32,-55.03
471,"UBC1472",149.29,0.05,-56.04,0.05,280.28,0.03,-1.03,0.05,0.4,0.01,-5.79,0.05,3.25,0.03,"      ","     ",11,0," ",7.707,2728,1.484,149.29,-56.04
472,"UBC1473",151.09,0.1,-55.52,0.07,280.78,0.07,-0.01,0.06,0.35,0.01,-7.13,0.07,4.25,0.06,"      ","     ",18,0,"a",7.477,3049,2.658,151.0901,-55.52
473,"UBC1474",153.83,0.14,-57.33,0.07,283.06,0.09,-0.61,0.06,0.6,0.01,-7.17,0.04,5.22,0.07,-5.11,"     ",19,1," ",8.645,1713,0.466,153.8301,-57.33
474,"UBC1475",152.85,0.07,-59.08,0.04,283.63,0.04,-2.34,0.03,0.25,0.01,-6.65,0.08,4.01,0.07,"      ","     ",20,0," ",7.568,4315,2.535,152.8501,-59.08
475,"UBC1476",155.19,0.1,-57.95,0.06,284.01,0.07,-0.72,0.05,0.33,0.01,-6.9,0.05,3.86,0.05,"      ","     ",20,0," ",7.661,3310,1.522,155.1901,-57.95
476,"UBC1477",155.29,0.14,-58.99,0.07,284.62,0.07,-1.57,0.07,0.3,0.02,-5.15,0.07,2.62,0.08,-7.66,"     ",41,1," ",7.701,3867,1.702,155.29,-58.99
477,"UBC1478",156.31,0.1,-59.08,0.04,285.11,0.04,-1.36,0.05,0.27,0.02,-5.75,0.06,3.9,0.07,"      ","     ",37,0," ",8.522,4511,1.734,156.31,-59.08
478,"UBC1479",155.98,0.1,-60.03,0.06,285.48,0.05,-2.26,0.06,0.24,0.01,-6.57,0.06,3.37,0.03,"      ","     ",19,0,"a",8.112,4388,1.006,155.9801,-60.03
479,"UBC1480",158.86,0.16,-60.07,0.06,286.72,0.08,-1.55,0.06,0.19,0.02,-7.14,0.08,3.1,0.07,"      ","     ",78,0," ",8.104,5490,1.474,158.8601,-60.07
480,"UBC1481",158.9,0.15,-60.07,0.05,286.74,0.07,-1.54,0.06,0.4,0.01,-7.66,0.05,2.73,0.07,"      ","     ",28,0,"a",8.185,2788,0.309,158.9001,-60.07
481,"UBC1482",161.58,0.13,-57.69,0.08,286.81,0.06,1.21,0.08,0.2,0.03,-5.57,0.08,2.77,0.08,11.46,"     ",87,1," ",8.757,5519,1.585,161.58,-57.69
482,"UBC1483",159.02,0.15,-60.63,0.07,287.08,0.08,-2,0.07,0.41,0.02,-7.72,0.07,2.65,0.07,-7.9,"     ",70,1," ",8.138,2625,0.337,159.0201,-60.63
483,"UBC1484",162.24,0.08,-59.04,0.03,287.75,0.04,0.17,0.04,0.23,0.01,-5.37,0.09,1.43,0.08,"      ","     ",34,0," ",9.292,4906,2.56,162.24,-59.04
484,"UBC1485",165.16,0.14,-56.74,0.05,288.14,0.07,2.91,0.06,0.38,0.01,-7.4,0.06,2.4,0.04,"      ","     ",17,0," ",8.388,2821,0.49,165.1601,-56.74
485,"UBC1486",164.92,0.07,-58.21,0.04,288.64,0.04,1.53,0.03,0.23,0.01,-8.86,0.05,3.33,0.06,-2.85,12.05,14,2," ",9.467,5774,1.109,164.9201,-58.21
486,"UBC1487",163.75,0.09,-60.16,0.08,288.92,0.06,-0.5,0.07,0.42,0.01,-6.58,0.06,2.13,0.05,"      ","     ",24,0," ",8.145,2562,1.096,163.7501,-60.16
487,"UBC1488",163.46,0.17,-60.68,0.06,289.02,0.09,-1.02,0.05,0.27,0.02,-8.21,0.06,2.71,0.05,"      ","     ",50,0," ",8.749,3656,1.215,163.4601,-60.68
488,"UBC1489",163.72,0.13,-60.54,0.05,289.07,0.06,-0.84,0.05,0.37,0.01,-7.36,0.05,2.31,0.05,"      ","     ",22,0," ",8.493,3073,0.889,163.7201,-60.54
489,"UBC1490",163.7,0.17,-60.63,0.08,289.1,0.08,-0.93,0.08,0.2,0.02,-7.39,0.07,2.98,0.06,-3.96,"     ",55,1," ",7.519,5195,1.304,163.7001,-60.63
490,"UBC1491",164.89,0.13,-59.45,0.05,289.14,0.06,0.4,0.06,0.2,0.01,-5.14,0.07,2,0.04,"      ","     ",30,0,"a",7.045,5034,1.05,164.89,-59.45
491,"UBC1492",162.36,0.19,-62.13,0.13,289.2,0.1,-2.56,0.12,0.2,0.01,-5.56,0.11,2.2,0.07,"      ","     ",52,0," ",7.99,4801,0.815,162.3601,-62.13
492,"UBC1493",164.63,0.1,-60,0.05,289.25,0.04,-0.16,0.05,0.21,0.01,-5.86,0.06,2.33,0.06,"      ","     ",33,0," ",7.624,4682,1.591,164.6301,-60
493,"UBC1494",159.08,0.12,-65.18,0.06,289.36,0.05,-5.93,0.06,0.44,0.01,-5.76,0.08,2.61,0.06,"      ","     ",22,0," ",8.516,2256,0.564,159.0801,-65.18
494,"UBC1495",170.01,0.22,-53.19,0.15,289.37,0.14,7.26,0.14,0.2,0.02,-6.54,0.3,2.1,0.14,54.67,"     ",54,1," ",9.381,5768,0.675,170.01,-53.19
495,"UBC1496",164.14,0.14,-61.33,0.11,289.6,0.06,-1.47,0.12,0.25,0.01,-6.09,0.07,2.18,0.05,"      ","     ",24,0," ",8.248,3817,0.792,164.1401,-61.33
496,"UBC1497",166.11,0.18,-61.11,0.08,290.37,0.09,-0.88,0.07,0.21,0.01,-5.58,0.07,1.5,0.06,"      ","     ",31,0," ",7.094,5830,1.384,166.11,-61.11
497,"UBC1498",165.81,0.23,-61.7,0.1,290.48,0.12,-1.47,0.08,0.26,0.01,-6.63,0.09,2.07,0.15,-6.54,"     ",83,1," ",8.084,3933,0.82,165.8101,-61.7
498,"UBC1499",173.9,0.13,-55.64,0.05,292.31,0.07,5.66,0.05,0.24,0.02,-8.35,0.1,2.78,0.08,-35.47,"     ",46,1," ",9.595,4453,0.814,173.9001,-55.64
499,"UBC1500",171.13,0.15,-61.48,0.06,292.75,0.07,-0.34,0.06,0.31,0.02,-6.23,0.08,1.66,0.06,"      ","     ",51,0," ",7.564,3322,1.043,171.1301,-61.48
500,"UBC1501",172.4,0.15,-61.23,0.05,293.24,0.07,0.1,0.05,0.31,0.01,-5.69,0.07,1.12,0.04,"      ","     ",33,0," ",8.17,3389,1.066,172.4001,-61.23
501,"UBC1502",172.68,0.21,-61.06,0.08,293.32,0.09,0.3,0.1,0.16,0.02,-7.04,0.1,1.84,0.05,"      ","     ",107,0," ",8.913,5905,1.215,172.6801,-61.06
502,"UBC1503",172.92,0.09,-60.82,0.05,293.36,0.04,0.56,0.05,0.32,0.01,-6.35,0.07,1.11,0.05,"      ","     ",24,0,"a",7.737,3404,0.61,172.9201,-60.82
503,"UBC1504",175.42,0.08,-59.56,0.03,294.19,0.04,2.12,0.03,0.42,0.01,-7.25,0.07,1.21,0.05,"      ","     ",17,0," ",7.518,2877,0.919,175.4201,-59.56
504,"UBC1505",175.99,0.12,-60.55,0.06,294.72,0.06,1.25,0.05,0.16,0.02,-7.87,0.06,1.77,0.05,"      ","     ",47,0," ",8.977,5922,1.616,175.9901,-60.55
505,"UBC1506",177.66,0.29,-60.75,0.08,295.57,0.14,1.25,0.09,0.21,0.02,-6.89,0.09,1.06,0.08,-15.24,6.78,160,2," ",9.192,4469,1.267,177.6601,-60.75
506,"UBC1507",177.38,0.09,-61.49,0.04,295.61,0.04,0.5,0.04,0.45,0.01,-7.02,0.04,0.94,0.06,"      ","     ",19,0," ",8.402,2431,0.44,177.3801,-61.49
507,"UBC1508",177.32,0.13,-61.62,0.08,295.62,0.07,0.37,0.07,0.21,0.01,-6.67,0.07,1.11,0.07,"      ","     ",23,0," ",8.222,4725,1.332,177.3201,-61.62
508,"UBC1509",176.58,0.18,-64.1,0.07,295.89,0.08,-2.12,0.07,0.28,0.02,-6.01,0.06,0.65,0.05,"      ","     ",44,0," ",7.201,3995,1.71,176.5801,-64.1
509,"UBC1510",178.77,0.11,-61.66,0.06,296.3,0.05,0.48,0.06,0.32,0.01,-6.19,0.08,0.73,0.05,"      ","     ",29,0," ",7.84,3278,0.845,178.7701,-61.66
510,"UBC1511",180.41,0.1,-62.78,0.03,297.27,0.04,-0.45,0.03,0.17,0.02,-7.45,0.07,0.39,0.07,"      ","     ",45,0," ",8.67,5177,2.211,180.4101,-62.78
511,"UBC1512",180.97,0.14,-63.62,0.05,297.68,0.06,-1.23,0.05,0.29,0.02,-5.08,0.06,0.93,0.06,"      ","     ",51,0," ",8.419,3641,1.82,180.97,-63.62
512,"UBC1513",182.08,0.09,-61.88,0.04,297.87,0.05,0.56,0.04,0.31,0.01,-5.37,0.06,0.08,0.05,"      ","     ",24,0," ",7.872,3246,1.194,182.08,-61.88
513,"UBC1514",182.35,0.11,-61.32,0.06,297.91,0.05,1.14,0.06,0.33,0.04,-6.92,0.08,0.58,0.07,-41.96,1.02,105,2," ",9.257,3385,1.062,182.3501,-61.32
514,"UBC1515",186.67,0.07,-62.37,0.03,300.06,0.03,0.36,0.03,0.26,0.01,-6.5,0.05,-0.04,0.04,"      ","     ",16,0," ",8.232,3746,1.946,186.6701,-62.37
515,"UBC1516",190.78,0.05,-61.85,0.03,301.95,0.02,1.01,0.03,0.29,0.01,-6.53,0.07,-1.07,0.06,-26.48,"     ",21,1," ",8.465,4182,3.762,190.7801,-61.85
516,"UBC1517",193.79,0.15,-61.06,0.06,303.38,0.07,1.81,0.06,0.31,0.03,-5.23,0.07,-0.36,0.07,-14.71,35.92,90,2," ",8.173,3501,1.389,193.79,-61.06
517,"UBC1518",194.2,0.07,-63.83,0.02,303.52,0.03,-0.96,0.02,0.36,0.01,-6.32,0.04,-0.99,0.04,-7.43,2.82,20,2," ",9.064,3157,2.287,194.2001,-63.83
518,"UBC1519",194.44,0.21,-65.26,0.06,303.59,0.09,-2.39,0.06,0.22,0.02,-7.03,0.07,-0.57,0.05,-42.15,"     ",50,1," ",9.218,5339,1.161,194.4401,-65.26
519,"UBC1520",194.71,0.13,-61.06,0.06,303.83,0.06,1.8,0.06,0.35,0.02,-6.19,0.09,-1.03,0.06,-13.31,"     ",53,1," ",8.775,2969,1.229,194.7101,-61.06
520,"UBC1521",196.34,0.15,-60.98,0.05,304.62,0.07,1.85,0.05,0.32,0.02,-4.61,0.05,-0.49,0.05,"      ","     ",41,0," ",7.629,3591,1.602,196.34,-60.98
521,"UBC1522",198.19,0.15,-64.26,0.03,305.25,0.06,-1.49,0.03,0.45,0.01,-4.34,0.06,-0.52,0.06,-17.69,"     ",29,1," ",8.891,2585,1.03,198.19,-64.26
522,"UBC1523",211.89,0.2,-61.72,0.06,311.82,0.09,-0.17,0.06,0.55,0.01,-4.85,0.04,-2.03,0.06,"      ","     ",27,0," ",7.771,1934,1.088,211.89,-61.72
523,"UBC1524",214.47,0.05,-62.56,0.03,312.71,0.02,-1.34,0.03,0.23,0.02,-7.41,0.06,-3.44,0.07,"      ","     ",41,0," ",8.99,4629,3.253,214.4701,-62.56
524,"UBC1525",216.45,0.18,-61.9,0.06,313.8,0.09,-1.04,0.05,0.45,0.01,-4.09,0.09,-2.7,0.04,"      ","     ",30,0," ",7.789,2361,1.228,216.45,-61.9
525,"UBC1526",215.29,0.17,-58.17,0.08,314.55,0.1,2.66,0.07,0.51,0.01,-2.66,0.03,-2.66,0.05,"      ","     ",18,0," ",8.054,2134,0.714,215.29,-58.17
526,"UBC1527",217.7,0.13,-60.4,0.07,314.91,0.06,0.14,0.07,0.44,0.01,-4.9,0.06,-3.06,0.06,"      ","     ",29,0," ",6.943,2184,1.976,217.7,-60.4
527,"UBC1528",217.66,0.09,-59.12,0.04,315.37,0.05,1.34,0.04,0.37,0.03,-2.48,0.06,-2.91,0.07,"      ","     ",35,0," ",8.917,3173,2.027,217.66,-59.12
528,"UBC1529",221.45,0.12,-61.09,0.05,316.31,0.06,-1.23,0.04,0.29,0.02,-3.95,0.07,-2.99,0.06,"      ","     ",54,0," ",8.434,3248,3.024,221.45,-61.09
529,"UBC1530",213.67,0.07,-50.05,0.08,316.35,0.05,10.64,0.08,0.54,0.02,-3.25,0.13,-3.01,0.07,15.15,"     ",20,1," ",9.106,2001,0.654,213.67,-50.05
530,"UBC1531",222.32,0.11,-61.55,0.06,316.49,0.06,-1.82,0.05,0.26,0.02,-4.56,0.07,-3.16,0.08,-29.69,"     ",59,1," ",7.603,4316,2.942,222.32,-61.55
531,"UBC1532",222.56,0.15,-61.77,0.06,316.49,0.07,-2.07,0.06,0.29,0.02,-3.44,0.07,-1.91,0.08,"      ","     ",79,0," ",8.751,3518,1.805,222.56,-61.77
532,"UBC1533",221.31,0.18,-58.61,0.1,317.3,0.1,1.05,0.09,0.33,0.03,-5.75,0.1,-3.71,0.08,"      ","     ",123,0," ",8.551,3275,3.222,221.31,-58.61
533,"UBC1534",222.93,0.12,-57.73,0.05,318.45,0.06,1.47,0.05,0.39,0.02,-3.7,0.06,-2.46,0.06,"      ","     ",24,0," ",7.25,2789,3.48,222.93,-57.73
534,"UBC1535",228.7,0.14,-59.65,0.07,320.15,0.08,-1.65,0.07,0.3,0.01,-4.15,0.07,-3.44,0.07,"      ","     ",40,0," ",7.041,3235,2.925,228.7,-59.65
535,"UBC1536",230.6,0.11,-58.24,0.06,321.73,0.07,-0.98,0.05,0.61,0.01,-3.98,0.06,-5.89,0.05,-46.5,0.07,30,3," ",8.18,1890,3.221,230.6,-58.24
536,"UBC1537",232.82,0.09,-57.99,0.04,322.84,0.06,-1.44,0.03,0.44,0.01,-3.04,0.05,-3.62,0.05,"      ","     ",22,0," ",7.805,2620,2.755,232.82,-57.99
537,"UBC1538",238.71,0.11,-54.38,0.06,327.63,0.07,-0.55,0.06,0.41,0.03,-3.28,0.09,-3.52,0.1,-19.47,2.31,148,4," ",7.744,2744,2.793,238.71,-54.38
