GLON,GLAT,Diam-a,Diam-b,Name,Class1,Class2,recno,RA_ICRS,DE_ICRS
71.89,4.55,2.0,2.0,Teutsch 289                                                                                                     ,OCC  ,     ,2385,298.37496,36.44071
72.16,-0.12,2.0,2.0,Teutsch 303                                                                                                     ,OCC  ,     ,2394,303.39894,34.18593
72.21,2.71,1.0,1.0,Steine J2002.1+3545                                                                                             ,OCC  ,     ,2397,300.52647,35.75829
73.23,1.31,3.0,3.0,Teutsch 301                                                                                                     ,OCC  ,     ,2432,302.65793,35.86565
73.33,0.94,3.5,3.5,"Teutsch 16,DSH J2012.4+3544                                                                                     ",OCC  ,     ,2436,303.10708,35.74644
73.69,-0.88,4.0,4.0,"Patchick 76,DSH J2020.8+3501                                                                                    ",OCC  ,     ,2444,305.20509,35.02766
74.02,5.21,2.0,2.0,Teutsch 290                                                                                                     ,OCC  ,     ,2450,299.02856,38.60196
74.14,2.14,1.0,1.0,Teutsch 299                                                                                                     ,OCC  ,     ,2453,302.40903,37.08063
74.6,5.18,5.0,5.0,Kronberger 65                                                                                                   ,OCC  ,     ,2464,299.44325,39.08177
74.7,-2.57,16.0,16.0,Kronberger 56                                                                                                   ,OCC  ,     ,2469,307.59969,34.8754
75.84,4.71,2.0,2.0,Kronberger 70                                                                                                   ,OCC  ,     ,2506,300.79802,39.89041
76.63,3.22,2.0,2.0,Teutsch 302                                                                                                     ,OCC  ,     ,2523,302.98559,39.75436
76.63,4.97,1.0,1.0,Teutsch 297                                                                                                     ,OCC  ,     ,2524,301.05367,40.69616
76.76,1.68,5.0,5.0,Kronberger 76                                                                                                   ,OCC  ,     ,2529,304.73587,39.00714
76.82,-11.34,8.0,8.0,Teutsch 313                                                                                                     ,OCC  ,     ,2532,317.32031,31.01621
77.06,2.28,3.0,3.0,Teutsch 305                                                                                                     ,OCC  ,     ,2542,304.31164,39.59205
77.26,0.09,8.0,8.0,Teutsch 307                                                                                                     ,OCC  ,     ,2551,306.77477,38.5069
77.36,-1.76,7.0,7.0,Kronberger 78                                                                                                   ,OCC  ,     ,2553,308.74514,37.49593
79.16,10.13,3.0,3.0,Patchick 101                                                                                                    ,OCC  ,     ,2626,296.68557,45.46654
79.84,-2.73,2.0,2.0,Teutsch 310                                                                                                     ,OCC  ,     ,2648,311.64967,38.86339
79.96,-6.5,1.0,1.0,Patchick 64                                                                                                     ,OCC  ,     ,2654,315.40649,36.54035
80.14,3.27,5.0,5.0,Teutsch 306                                                                                                     ,OCC  ,     ,2657,305.53009,42.69088
80.52,2.94,5.0,5.0,"FSR 239,MWSC 3334                                                                                               ",OCC  ,     ,2668,306.19425,42.8135
81.72,-0.6,10.0,10.0,"FSR 248,MWSC 3406                                                                                               ",OCC  ,     ,2703,310.99708,41.65983
83.39,2.25,2.0,2.0,Teutsch 309                                                                                                     ,OCC  ,     ,2737,309.3054,44.72421
83.68,0.33,1.0,1.0,Teutsch 311                                                                                                     ,OCC  ,     ,2746,311.66837,43.77246
84.27,3.35,4.0,2.5,Steine 1                                                                                                        ,OCC  ,     ,2755,308.80457,46.08763
84.68,-7.29,3.5,3.5,"Teutsch 173,DSH J2120.7+3926                                                                                    ",OCC  ,     ,2766,320.17654,39.44923
85.4,-3.72,5.0,5.0,Teutsch 314                                                                                                     ,OCC  ,     ,2787,317.40881,42.43098
86.09,-11.48,2.0,2.0,Patchick 67                                                                                                     ,OCC  ,     ,2807,325.16287,37.39088
86.47,-0.45,1.0,1.0,Patchick 63                                                                                                     ,OCC  ,     ,2817,315.02306,45.41186
86.89,-4.19,3.0,3.0,Teutsch 317                                                                                                     ,OCC  ,     ,2821,319.26667,43.1879
86.92,-3.72,3.0,3.0,Teutsch 315                                                                                                     ,OCC  ,     ,2822,318.82978,43.53561
88.76,-0.84,11.0,11.0,"IC 1363,Basel 13                                                                                                ",OCC  ,     ,2860,317.6549,46.85061
89.19,-0.74,5.0,5.0,Bica 154                                                                                                        ,OCC  ,     ,2864,317.97941,47.23266
89.43,15.56,6.0,6.0,Renou 15                                                                                                        ,OCC  ,     ,2866,296.34922,56.85079
90.41,-0.84,5.0,5.0,Bica 158                                                                                                        ,OCC  ,     ,2885,319.3394,48.04412
90.75,0.01,8.0,8.0,Bica 159                                                                                                        ,OCC  ,     ,2892,318.7755,48.87975
90.84,-2.02,1.0,1.0,Patchick 70                                                                                                     ,OCC  ,     ,2894,321.03435,47.51498
91.12,-2.51,1.0,1.0,Teutsch 318                                                                                                     ,OCC  ,     ,2904,321.83565,47.3581
91.82,-1.99,9.0,9.0,"Teutsch 319,Teutsch J2128.2+4813                                                                                ",OCC  ,     ,2919,322.05275,48.21739
92.23,-1.63,4.0,4.0,Teutsch 320                                                                                                     ,OCC  ,     ,2923,322.12578,48.7607
92.55,-33.37,77.0,77.0,Patchick 100                                                                                                    ,OCC  ,     ,2932,345.55092,22.97818
92.6,0.37,3.0,3.0,FSR 297                                                                                                         ,OCC  ,     ,2934,320.38176,50.45188
92.9,-3.54,2.0,2.0,Patchick 71                                                                                                     ,OCC  ,     ,2941,324.80809,47.80636
93.09,-1.93,2.0,2.0,Teutsch 321                                                                                                     ,OCC  ,     ,2946,323.39366,49.12879
93.09,2.84,3.0,3.0,"FSR 302,MWSC 3483                                                                                               ",OCC  ,     ,2947,318.08609,52.52526
94.38,-5.19,2.0,2.0,Patchick 72                                                                                                     ,OCC  ,     ,2978,328.06331,47.50183
94.55,-1.2,2.0,2.0,Patchick 88                                                                                                     ,OCC  ,     ,2987,324.30977,50.65018
94.6,-8.69,160.0,160.0,Alessi 169                                                                                                      ,OCC  ,     ,2990,331.41125,44.86934
95.6,0.39,32.0,32.0,Teutsch 322                                                                                                     ,OCC  ,     ,3009,323.85182,52.53421
98.23,19.57,7.0,7.0,"FSR 332,MWSC 3165                                                                                               ",OCC  ,     ,3061,296.04078,66.14573
98.32,-17.62,3.0,3.0,Juchert 6                                                                                                       ,OCC  ,     ,3062,342.00838,39.28249
99.89,0.7,1.0,1.0,Teutsch 325                                                                                                     ,OCC  ,     ,3093,329.1,55.53716
100.11,2.02,1.0,1.0,Teutsch 324                                                                                                     ,OCC  ,     ,3102,327.93536,56.70739
100.69,-0.87,1.0,1.0,Patchick 73                                                                                                     ,OCC  ,     ,3111,331.86831,54.76067
100.76,-2.0,30.0,30.0,Teutsch 181                                                                                                     ,OCC  ,     ,3114,333.08383,53.87793
102.62,-0.48,4.0,4.0,Teutsch 327                                                                                                     ,OCC  ,     ,3152,334.27504,56.18064
103.42,-8.81,2.0,2.0,Patchick 110                                                                                                    ,OCC  ,     ,3174,342.39081,49.38869
104.83,-1.82,2.0,2.0,Teutsch 330                                                                                                     ,OCC  ,     ,3214,338.91999,56.20467
106.57,-4.93,10.0,10.0,FSR 380                                                                                                         ,OCC  ,     ,3255,344.14742,54.25245
107.49,-7.35,3.0,3.0,Patchick 111                                                                                                    ,OCC  ,     ,3281,347.20281,52.41763
107.9,-11.61,4.0,4.0,Patchick 85                                                                                                     ,OCC  ,     ,3288,350.26488,48.60613
109.91,-14.68,2.0,2.0,Patchick 86                                                                                                     ,OCC  ,     ,3355,354.46104,46.32264
110.6,-8.03,3.0,3.0,"Teutsch 18,DSH J2329.4+5252                                                                                     ",OCC  ,     ,3385,352.35245,52.8665
110.7,47.14,320.0,320.0,Alessi 187                                                                                                      ,OCC  ,     ,3388,215.28237,67.8013
112.47,-2.66,8.0,8.0,"ADS 16795,AR Cas                                                                                                ",OCC  ,     ,3441,352.51654,58.54914
113.0,-1.04,1.0,10.0,FSR 436                                                                                                         ,OCC  ,     ,3457,352.52096,60.25354
115.7,0.27,5.0,5.0,Teutsch 331                                                                                                     ,OCC  ,     ,3518,357.16977,62.2573
117.17,-4.18,3.0,3.0,Teutsch 183                                                                                                     ,OCC  ,     ,3553,1.90576,58.20073
119.35,-9.17,22.0,22.0,Teutsch 184                                                                                                     ,OCC  ,     ,3612,6.90272,53.53596
119.81,1.83,2.0,2.0,Teutsch J0022.3+6431                                                                                            ,OCC  ,     ,3633,5.58889,64.52532
121.01,11.84,3.0,3.0,Kronberger 98                                                                                                   ,OCC  ,     ,3686,5.75675,74.60563
121.99,1.18,7.0,7.0,Cmg 672                                                                                                         ,OCC  ,     ,3711,10.70808,64.03601
123.59,5.61,8.0,8.0,FSR 523                                                                                                         ,OCC  ,     ,3749,14.64454,68.47262
124.6,-6.31,4.0,4.0,Juchert J0103.4+5631                                                                                            ,OCC  ,     ,3767,15.86617,56.52279
124.81,0.78,15.0,15.0,Cmg 681                                                                                                         ,OCC  ,     ,3774,17.08456,63.5901
126.41,-3.24,1.0,1.0,Teutsch 187                                                                                                     ,OCC  ,     ,3819,19.70266,59.44677
127.13,1.9,5.0,5.0,Santa 42                                                                                                        ,OCC  ,     ,3832,22.62726,64.45281
128.07,-1.69,3.0,3.0,Schoenball 1                                                                                                    ,OCC  ,     ,3854,23.41914,60.75968
128.18,-3.12,5.0,5.0,Teutsch J0132.7+5919                                                                                            ,OCC  ,     ,3856,23.17419,59.33069
128.3,8.76,5.0,5.0,Teutsch 190                                                                                                     ,OCC  ,     ,3862,29.3097,70.94279
129.23,-1.24,7.0,7.0,Teutsch 188                                                                                                     ,OCC  ,     ,3882,25.93046,60.9908
130.0,11.11,9.0,9.0,Teutsch 191                                                                                                     ,OCC  ,     ,3893,36.75386,72.65698
131.56,2.68,2.0,2.0,"Steine 7,DSH J0211.9+6411                                                                                       ",OCC  ,     ,3934,32.99494,64.19416
131.7,2.76,1.3,1.3,Steine 8                                                                                                        ,OCC  ,     ,3936,33.35748,64.22698
135.11,1.9,1.0,1.0,Teutsch 192                                                                                                     ,OCC  ,     ,4045,39.73771,62.20238
136.93,-8.91,6.0,6.0,Juchert 4                                                                                                       ,OCC  ,     ,4110,35.42914,51.49134
138.73,4.89,8.0,8.0,Kronberger 93                                                                                                   ,OCC  ,     ,4157,49.75817,63.14126
141.25,-17.13,14.0,14.0,Lederman 1                                                                                                      ,OCC  ,     ,4198,36.82117,42.30702
144.19,-4.76,4.0,4.0,"Teutsch 87,DSH J0315.4+5203                                                                                     ",OCC  ,     ,4237,48.85775,52.0671
147.64,-2.42,1.0,1.0,Teutsch 193                                                                                                     ,OCC  ,     ,4275,55.63057,52.04875
148.28,21.16,5.0,5.0,Juchert 5                                                                                                       ,OCC  ,     ,4297,93.88725,66.15919
148.59,-1.16,9.0,9.0,Teutsch 194                                                                                                     ,OCC  ,     ,4309,58.12253,52.45119
149.83,-24.5,8.0,8.0,Cmg 4                                                                                                           ,OCC  ,     ,4339,41.97651,32.21822
150.62,4.2,10.0,10.0,Cmg 840                                                                                                         ,OCC  ,     ,4357,66.79345,55.02026
150.87,2.36,12.0,12.0,Cmg 843                                                                                                         ,OCC  ,     ,4366,64.85067,53.5498
151.45,3.91,9.0,9.0,Cmg 849                                                                                                         ,OCC  ,     ,4383,67.41707,54.22077
152.76,-6.15,56.0,56.0,Teutsch 176                                                                                                     ,OCC  ,     ,4437,58.2028,45.95469
153.44,-17.89,5.0,5.0,"FSR 675,MWSC 269                                                                                                ",OCC  ,     ,4448,49.5972,36.13054
153.45,-1.93,11.0,11.0,Cmg 878                                                                                                         ,OCC  ,     ,4449,63.07848,48.66886
154.01,1.76,7.0,7.0,Cmg 883                                                                                                         ,OCC  ,     ,4456,67.73041,50.88564
156.53,-12.38,4.0,3.0,Renou 20                                                                                                        ,OCC  ,     ,4500,56.75311,38.7783
165.95,6.29,21.0,21.0,Kronberger 92                                                                                                   ,OCC  ,     ,4652,83.83106,44.16646
168.52,5.25,2.0,2.0,Kronberger 94                                                                                                   ,OCC  ,     ,4699,84.48119,41.4476
169.1,9.54,8.0,8.0,Renou 27                                                                                                        ,OCC  ,     ,4711,89.88398,43.11036
170.53,-19.9,6.0,6.0,Cmg 909                                                                                                         ,OCC  ,     ,4738,62.40562,24.1483
172.03,0.17,3.0,3.0,Teutsch 197                                                                                                     ,OCC  ,     ,4776,81.47822,35.73833
172.11,-8.65,2.0,2.0,Patchick 109                                                                                                    ,OCC  ,     ,4779,73.05482,30.43746
172.33,1.57,7.0,7.0,Cmg 913                                                                                                         ,OCC  ,     ,4785,83.12537,36.26208
172.74,9.31,8.0,8.0,"FSR 776,MWSC 734                                                                                                ",OCC  ,     ,4796,91.86787,39.83324
176.01,6.24,3.0,3.0,"Alessi J0601.6+3531,Alessi J0601.6+3531a                                                                        ",OCC  ,     ,4905,90.40224,35.5233
176.48,-6.77,3.0,3.0,Kronberger 95                                                                                                   ,OCC  ,     ,4913,77.77197,28.1216
179.73,4.84,8.0,8.0,"FSR 827,Kronberger 6,Teutsch J0604.2+3136                                                                       ",OCC  ,     ,4965,91.0905,31.60666
182.04,-0.22,22.0,22.0,Alessi 135                                                                                                      ,OCC  ,     ,5006,87.38763,27.07675
183.87,-10.71,7.0,7.0,Cmg 38                                                                                                          ,OCC  ,     ,5035,78.82395,19.87966
186.36,1.26,6.0,6.0,"IC 2156,MWSC 723                                                                                                ",OCC  ,     ,5083,91.20985,24.08181
189.13,-8.1,2.0,2.0,Patchick 108                                                                                                    ,OCC  ,     ,5154,84.10354,16.93854
189.93,1.9,10.0,10.0,Cmg 46                                                                                                          ,OCC  ,     ,5184,93.68556,21.26614
192.34,3.54,4.0,4.0,"Alessi 58,DSH J0625.7+1954,FSR 912                                                                              ",OCC  ,     ,5235,96.44046,19.91191
194.79,7.22,4.0,4.0,Kronberger 96                                                                                                   ,OCC  ,     ,5310,101.09748,19.40404
195.74,11.9,300.0,300.0,Zeta Gemini                                                                                                     ,OCC  ,     ,5346,106.02137,20.57475
195.77,-3.12,7.0,7.0,"Elosser 2,Cmg 59                                                                                                ",OCC  ,     ,5349,92.01357,13.73339
196.42,3.1,3.0,3.0,Teutsch 198                                                                                                     ,OCC  ,     ,5371,98.00679,16.09535
197.11,1.87,3.8,3.8,"Teutsch 20,DSH J0628.8+1455                                                                                     ",OCC  ,     ,5392,97.20465,14.91609
197.92,0.58,6.6,6.6,"Teutsch 12,DSH J0625.6+1336,MWSC 866                                                                            ",OCC  ,     ,5413,96.415,13.59921
198.36,19.15,6.0,6.0,Cmg 66                                                                                                          ,OCC  ,     ,5419,114.21303,21.16824
198.64,19.57,8.0,8.0,Cmg 67                                                                                                          ,OCC  ,     ,5420,114.73736,21.08474
199.09,17.96,8.0,8.0,Cmg 70                                                                                                          ,OCC  ,     ,5427,113.32752,20.06908
199.9,18.1,10.0,10.0,Cmg 76                                                                                                          ,OCC  ,     ,5441,113.78565,19.41569
200.04,-9.5,2.0,2.0,Patchick 106                                                                                                    ,OCC  ,     ,5443,88.43828,6.92588
200.94,8.56,6.0,6.0,"FSR 980,MWSC 1063                                                                                               ",OCC  ,     ,5458,105.15559,14.52055
201.67,0.28,2.0,2.0,Steine J0631.6+1008                                                                                             ,OCC  ,     ,5475,97.9234,10.13895
202.86,7.36,33.0,33.0,Alessi 147                                                                                                      ,OCC  ,     ,5500,104.90775,12.28505
203.21,-5.56,12.0,12.0,"FSR 992,MWSC 801                                                                                                ",OCC  ,     ,5508,93.43313,6.05037
204.3,13.74,6.0,6.0,Cmg 78                                                                                                          ,OCC  ,     ,5535,111.43991,13.77183
205.22,2.71,4.0,4.0,Teutsch 24                                                                                                      ,OCC  ,     ,5554,101.75741,8.09734
206.29,0.2,20.0,20.0,Desvoivres 2                                                                                                    ,OCC  ,     ,5583,99.99881,6.00012
208.38,-2.46,12.0,12.0,Teutsch 199                                                                                                     ,OCC  ,     ,5645,98.58977,2.92306
209.81,22.94,56.0,56.0,"Alessi 165,AT 17,Alessi-Teutsch 17,HD 67425 Group                                                               ",OCC  ,     ,5680,122.2703,12.8479
210.15,-6.18,3.0,3.0,Patchick 105                                                                                                    ,OCC  ,     ,5691,96.09353,-0.352
211.51,0.57,5.0,5.0,"Teutsch 93,DSH J0650.8+0131                                                                                     ",OCC  ,     ,5732,102.71844,1.52538
212.43,0.24,10.0,10.0,FSR 1071                                                                                                        ,OCC  ,     ,5783,102.84422,0.55614
212.45,11.16,50.0,50.0,Alessi 144                                                                                                      ,OCC  ,     ,5785,112.60482,5.48583
212.88,-2.09,3.0,3.0,"Teutsch 59a,DSH J0643.9-0054                                                                                    ",OCC  ,     ,5801,100.97559,-0.90666
212.95,-19.69,7.0,7.0,Cmg 109                                                                                                         ,OCC  ,     ,5803,85.20098,-8.85298
213.23,-0.79,40.0,40.0,Alessi 173                                                                                                      ,OCC  ,     ,5817,102.29228,-0.62549
213.75,-17.98,7.0,7.0,Cmg 112                                                                                                         ,OCC  ,     ,5830,87.09248,-8.79165
214.05,-17.54,5.0,5.0,Cmg 113                                                                                                         ,OCC  ,     ,5841,87.61917,-8.85761
215.07,31.92,2.1,2.1,"Chupina 2,MWSC 1581                                                                                             ",OCC  ,     ,5868,132.62083,12.29304
215.07,7.55,8.0,8.0,Pothier 17                                                                                                      ,OCC  ,     ,5869,110.5516,1.54698
215.13,-1.54,7.0,7.0,Teutsch 200                                                                                                     ,OCC  ,     ,5870,102.49035,-2.65816
215.16,32.29,5.0,5.0,"Chupina 4,MWSC 1590                                                                                             ",OCC  ,     ,5871,132.99791,12.37675
215.4,31.69,5.0,5.0,"Chupina 1,MWSC 1578                                                                                             ",OCC  ,     ,5879,132.52608,11.94237
215.84,32.3,4.5,4.5,"Chupina 5,MWSC 1596                                                                                             ",OCC  ,     ,5892,133.2518,11.8582
215.87,-17.49,8.0,8.0,Cmg 119                                                                                                         ,OCC  ,     ,5894,88.42449,-10.4018
216.02,-0.38,7.0,7.0,Cmg 122                                                                                                         ,OCC  ,     ,5899,103.93014,-2.9215
216.11,-15.76,0.7,0.7,"FSR 1109,MWSC 699                                                                                               ",OCC  ,     ,5902,90.11156,-9.86543
216.15,-0.47,10.0,10.0,Cmg 126                                                                                                         ,OCC  ,     ,5906,103.90934,-3.07824
216.15,31.76,2.9,2.9,"Chupina 3,MWSC 1586                                                                                             ",OCC  ,     ,5907,132.86437,11.39273
216.22,-17.51,6.0,6.0,Cmg 129                                                                                                         ,OCC  ,     ,5915,88.55128,-10.7121
216.37,5.11,28.0,28.0,Alessi 175                                                                                                      ,OCC  ,     ,5925,108.97391,-0.71889
216.5,-4.5,24.0,24.0,Alessi 170                                                                                                      ,OCC  ,     ,5929,100.46897,-5.22075
216.97,-4.91,47.0,47.0,Teutsch 177                                                                                                     ,OCC  ,     ,5945,100.31404,-5.82386
217.49,7.17,34.0,34.0,Alessi 176                                                                                                      ,OCC  ,     ,5977,111.31544,-0.75982
218.13,-2.26,38.0,38.0,Teutsch 201                                                                                                     ,OCC  ,     ,5997,103.21551,-5.65573
218.44,7.4,64.0,64.0,Alessi 177                                                                                                      ,OCC  ,     ,6006,111.95516,-1.48907
218.93,-14.91,8.0,8.0,Cmg 170                                                                                                         ,OCC  ,     ,6018,92.08117,-11.95794
218.98,0.55,2.0,2.0,Teutsch 203                                                                                                     ,OCC  ,     ,6019,106.11633,-5.12854
219.14,-3.25,5.0,5.0,NGC 2299                                                                                                        ,OCC  ,     ,6023,102.78875,-7.00403
219.68,-0.94,4.5,4.5,Cmg 173                                                                                                         ,OCC  ,     ,6039,105.10715,-6.43314
220.14,-1.53,7.0,7.0,Cmg 175                                                                                                         ,OCC  ,     ,6050,104.79011,-7.11174
220.29,-2.89,2.0,2.0,Teutsch 202                                                                                                     ,OCC  ,     ,6052,103.63754,-7.86422
221.0,-12.55,5.0,5.0,Cmg 180                                                                                                         ,OCC  ,     ,6070,95.14491,-12.76815
223.2,-3.16,5.0,5.0,Cmg 193                                                                                                         ,OCC  ,     ,6130,104.73063,-10.57594
226.2,1.52,4.0,4.0,Teutsch 207                                                                                                     ,OCC  ,     ,6229,110.36697,-11.07488
227.86,5.57,2.5,2.5,"Collinder 467,OCL 580,MWSC 1295                                                                                 ",OCC  ,     ,6261,114.79565,-10.59849
228.88,-4.11,24.0,24.0,Alessi 72                                                                                                       ,OCC  ,     ,6278,106.5096,-16.05684
229.88,-1.36,10.0,10.0,Bica 349                                                                                                        ,OCC  ,     ,6293,109.52529,-15.6753
230.28,2.77,8.0,8.0,Bica 351                                                                                                        ,OCC  ,     ,6300,113.48222,-14.06525
231.33,-0.83,11.0,11.0,Bica 361                                                                                                        ,OCC  ,     ,6325,110.72121,-16.70663
233.62,4.72,9.0,9.0,Bica 369                                                                                                        ,OCC  ,     ,6377,116.93571,-16.01134
234.15,-0.69,3.0,3.0,Teutsch 209                                                                                                     ,OCC  ,     ,6386,112.25855,-19.12142
235.57,-0.7,38.0,38.0,Alessi 192                                                                                                      ,OCC  ,     ,6438,112.97363,-20.37173
236.56,-4.12,2.2,2.2,"Juchert 12,DSH J0720.9-2251,MWSC 1185                                                                           ",OCC  ,     ,6461,110.23862,-22.86394
237.32,-0.01,2.0,2.0,Teutsch 210                                                                                                     ,OCC  ,     ,6481,114.53028,-21.56577
237.54,-7.78,64.0,64.0,Teutsch 205                                                                                                     ,OCC  ,     ,6493,107.15432,-25.39867
237.85,-4.61,12.0,12.0,Cmg 1004                                                                                                        ,OCC  ,     ,6509,110.41883,-24.23042
237.89,6.23,32.0,32.0,"Alessi 179,HD 66271 Group                                                                                       ",OCC  ,     ,6512,120.57219,-18.89494
237.93,0.48,46.0,46.0,Teutsch 211                                                                                                     ,OCC  ,     ,6514,115.31263,-21.85537
239.51,7.34,60.0,60.0,Alessi 180                                                                                                      ,OCC  ,     ,6571,122.47094,-19.67459
239.99,-4.97,5.0,5.0,"FSR 1300,MWSC 1212                                                                                              ",OCC  ,     ,6591,111.16661,-26.28467
241.12,-2.19,6.0,6.0,Cmg 1039                                                                                                        ,OCC  ,     ,6620,114.48641,-25.94569
242.28,-3.96,7.0,7.0,Karhula 17                                                                                                      ,OCC  ,     ,6638,113.37995,-27.81671
242.48,11.66,4.0,4.0,"Kronberger 86,DSH J0832.0-1944                                                                                  ",OCC  ,     ,6643,128.01451,-19.73607
243.08,-1.92,4.0,4.0,Teutsch 214                                                                                                     ,OCC  ,     ,6662,115.83042,-27.51695
243.21,-0.61,4.0,4.0,"AH03 J0748-26.9,FSR 1315,MWSC 1347,MWSC 1348                                                                    ",OCC  ,     ,6671,117.17843,-26.97224
243.8,5.03,90.0,90.0,Teutsch 219                                                                                                     ,OCC  ,     ,6687,122.85169,-24.5119
246.37,-8.5,2.0,2.0,Teutsch 208                                                                                                     ,OCC  ,     ,6734,110.92511,-33.53367
246.7,-1.89,2.0,2.0,"Teutsch 62,DSH J0751.8-3037                                                                                     ",OCC  ,     ,6740,117.94546,-30.62746
246.7,-5.56,2.7,2.7,Bica 386                                                                                                        ,OCC  ,     ,6741,114.20619,-32.44817
248.12,-4.83,13.0,13.0,Cmg 1049                                                                                                        ,OCC  ,     ,6776,115.78506,-33.32854
248.13,-5.73,10.0,10.0,Cmg 1050                                                                                                        ,OCC  ,     ,6778,114.84837,-33.77659
249.29,-4.71,2.0,2.0,Cmg 1066                                                                                                        ,OCC  ,     ,6819,116.60489,-34.28236
250.05,-3.42,7.0,7.0,Cmg 1072                                                                                                        ,OCC  ,     ,6841,118.41579,-34.28551
259.9,-1.39,2.0,2.0,Cmg 235                                                                                                         ,OCC  ,     ,7024,127.40997,-41.40883
274.34,-2.39,3.0,3.0,Teutsch 224                                                                                                     ,OCC  ,     ,7435,140.05781,-53.11003
278.1,-1.48,5.0,5.0,"NGC 2995,ESO 167-4,Teutsch 225,MWSC 1707                                                                        ",OCC  ,     ,7547,145.80207,-55.00586
278.17,-49.63,180.0,180.0,Alessi 189                                                                                                      ,OCC  ,     ,7549,46.36063,-60.55937
279.2,-0.58,3.5,3.5,"MF 1,Moffat-Fitzgerald 1,HD 85891                                                                               ",OCC  ,     ,7570,148.28044,-55.01513
283.4,-4.49,3.0,3.0,Teutsch J0959.8-6040                                                                                            ,OCC  ,     ,7698,149.96528,-60.67979
284.05,-2.34,18.0,18.0,"AT 14,Alessi-Teutsch 14,Alessi 128                                                                              ",OCC  ,     ,7724,153.53768,-59.31781
284.11,-3.03,30.0,30.0,Alessi 146                                                                                                      ,OCC  ,     ,7726,152.85934,-59.91948
284.8,0.88,6.0,6.0,Teutsch 226                                                                                                     ,OCC  ,     ,7750,158.01412,-57.00211
286.52,-7.02,5.0,5.0,Whitman 1                                                                                                       ,OCC  ,     ,7813,152.1015,-64.56248
289.99,1.28,7.0,7.0,Kronberger 8                                                                                                    ,OCC  ,     ,7985,167.10768,-58.97893
290.6,0.09,3.0,3.0,Teutsch 227                                                                                                     ,OCC  ,     ,8012,167.31427,-60.31207
295.31,0.03,2.0,2.0,Teutsch 229                                                                                                     ,OCC  ,     ,8174,176.52001,-61.87072
295.47,-7.04,4.0,4.0,"FSR 1594,MWSC 1945                                                                                              ",OCC  ,     ,8180,172.07821,-68.69895
295.48,0.07,0.7,0.7,"VVV 103,VVV-CL 103                                                                                              ",OCC  ,     ,8181,176.89039,-61.87406
296.83,-1.73,1.2,1.2,"VVV 8,VVV-CL 008                                                                                                ",OCC  ,     ,8223,178.86529,-63.93659
297.74,-0.96,1.5,1.5,"Teutsch 107,DSH J1204.8-6321                                                                                    ",OCC  ,     ,8265,181.21726,-63.36134
299.16,3.78,2.0,2.0,Teutsch 233                                                                                                     ,OCC  ,     ,8313,185.56322,-58.87784
299.69,1.0,1.0,1.0,Teutsch 234                                                                                                     ,OCC  ,     ,8334,186.00983,-61.69917
300.0,-4.52,1.0,1.0,Teutsch 232                                                                                                     ,OCC  ,     ,8348,185.29235,-67.21928
300.32,-4.37,1.0,1.0,Teutsch 235                                                                                                     ,OCC  ,     ,8363,186.15215,-67.10559
302.26,-3.58,2.0,2.0,Teutsch 236                                                                                                     ,OCC  ,     ,8439,191.18134,-66.44299
303.65,-0.4,3.5,3.0,"Teutsch 109,DSH J1257.8-6315                                                                                    ",OCC  ,     ,8486,194.4557,-63.26285
304.35,-2.83,1.0,1.0,Teutsch 237                                                                                                     ,OCC  ,     ,8502,196.2982,-65.66387
306.6,-0.62,2.0,2.0,Bica 484                                                                                                        ,OCC  ,     ,8596,201.03309,-63.25866
307.49,-1.39,3.5,3.5,Bica 486                                                                                                        ,OCC  ,     ,8632,203.26065,-63.89294
307.72,-5.31,5.0,5.0,"FSR 1654,MWSC 2151                                                                                              ",OCC  ,     ,8645,205.51695,-67.70985
310.75,-0.2,7.0,7.0,Teutsch 239                                                                                                     ,OCC  ,     ,8768,209.7269,-62.04327
311.41,0.5,1.0,1.0,Teutsch 240                                                                                                     ,OCC  ,     ,8790,210.67497,-61.19325
312.48,-1.13,1.0,1.0,Teutsch 241                                                                                                     ,OCC  ,     ,8840,213.85982,-62.43428
313.52,0.54,1.0,0.5,"VVV 14,VVV-CL 014                                                                                               ",OCC  ,     ,8868,214.78017,-60.51661
314.27,2.04,3.0,2.5,Bica 494                                                                                                        ,OCC  ,     ,8897,215.18338,-58.85205
314.88,1.21,2.0,2.0,Teutsch 242                                                                                                     ,OCC  ,     ,8913,216.86329,-59.41597
314.9,0.83,10.0,10.0,FSR 1681                                                                                                        ,OCC  ,     ,8916,217.17356,-59.76257
316.75,41.41,9.0,9.0,French 4                                                                                                        ,OCC  ,     ,8948,203.8685,-20.27719
316.95,0.57,1.1,1.1,"VVV 40,VVV-CL 040                                                                                               ",OCC  ,     ,8961,221.08565,-59.19382
317.05,1.07,6.0,6.0,Teutsch 243                                                                                                     ,OCC  ,     ,8968,220.85511,-58.69798
317.11,0.28,1.8,1.8,"VVV 41,VVV-CL 041                                                                                               ",OCC  ,     ,8972,221.61039,-59.38847
317.91,-1.56,2.5,2.5,"VVV 42,VVV-CL 042                                                                                               ",OCC  ,     ,8990,224.69538,-60.67381
318.8,-1.04,2.0,2.0,Bica 498                                                                                                        ,OCC  ,     ,9011,225.77164,-59.79254
