"Cluster","RA_ICRS","e_RA_ICRS","DE_ICRS","e_DE_ICRS","GLON","e_GLON","GLAT","e_GLAT","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","Note","_RA.icrs","_DE.icrs"
"UBC474",124.84154354547,0.15404036689,-33.22834265693,0.1097259397,252.0359739228,0.0901638286,1.6502469686,0.143225791,0.1592,0.0213,-2.692,0.09,3.241,0.122," ",124.8415574033,-33.22835661053
"UBC475",123.88574565331,0.05009749692,-33.89947784189,0.03677738427,252.1453829292,0.0288461682,0.6145241303,0.0474329433,0.4862,0.0187,-2.87,0.095,2.907,0.056," ",123.88576054057,-33.89949035989
"UBC476",126.57353416126,0.09458851245,-33.82974471863,0.07550052606,253.3552667932,0.0678518635,2.4914952266,0.0853263596,0.203,0.0245,-3.122,0.101,2.695,0.113," ",126.57355034096,-33.8297563217
"UBC477",135.80381472687,0.13754323024,-34.92972791331,0.08693267861,258.9487666456,0.0997352379,7.8004258404,0.1025335533,1.1776,0.0205,-10.61,0.128,6.235,0.091," ",135.80387044513,-34.92975475681
"UBC478",119.37215115584,0.18191025805,-44.66065726715,0.07565642508,259.3977801928,0.1037411692,-8.0820046007,0.1091784125,0.3195,0.0312,-2.614,0.093,5.924,0.11," ",119.37216697928,-44.66068277446
"UBC479",124.37188910504,0.17221858967,-42.58941236935,0.0773896377,259.5752443216,0.0967272499,-3.9168879176,0.1129678107,0.649,0.0206,-4.791,0.085,5.124,0.086," ",124.37191712258,-42.58943443132
"UBC480",119.94277260336,0.1849350524,-50.66138142981,0.08972122439,264.8487419171,0.0954214109,-10.7739311934,0.1141001699,2.0751,0.0229,-5.396,0.101,5.683,0.095," ",119.94280925523,-50.66140589662
"UBC481",130.84506621688,0.23308691203,-45.77108959843,0.16353239888,264.8820381239,0.1790393027,-2.0308321634,0.1454680939,0.6502,0.0274,-5.066,0.095,4.642,0.095,"a",130.84509748461,-45.77110958372
"UBC482",131.15412373886,0.23858426751,-45.9611593998,0.19103001504,265.1645994324,0.2219211637,-1.9796761849,0.1215854462,0.4496,0.0278,-5.164,0.101,4.972,0.142," ",131.15415572214,-45.96118080619
"UBC483",133.74091591954,0.06945572104,-47.42740806642,0.08054182554,267.4235424753,0.082736603,-1.533522475,0.0430503533,0.5223,0.0119,-5.073,0.066,4.424,0.056," ",133.74094820374,-47.42742711267
"UBC484",138.00046531916,0.08918905006,-44.81385484515,0.07260588464,267.4380386055,0.0541217231,2.4084748458,0.0796802766,0.4473,0.0312,-5.381,0.085,2.728,0.115,"a",138.00049797799,-44.81386659104
"UBC485",138.20781516911,0.12112251743,-44.90458390979,0.08006413973,267.6050037798,0.0991918168,2.4530721226,0.06281896,0.5443,0.0235,-4.714,0.075,5.227,0.105,"a",138.20784382363,-44.90460641303
"UBC486",139.73027850593,0.11401607885,-50.58188247901,0.11160707434,272.400052168,0.0965419133,-0.7554127641,0.0915484828,0.6598,0.0166,-8.201,0.126,6.92,0.084," ",139.73033411382,-50.58191227251
"UBC487",139.71635167703,0.13755010111,-51.59961173366,0.06552197253,273.118880096,0.0792571187,-1.4760964492,0.0728616682,0.499,0.0257,-5.807,0.076,4.126,0.108," ",139.71639193116,-51.59962949869
"UBC488",139.77657116186,0.07579021357,-53.57892303053,0.04165395982,274.555545871,0.0422993974,-2.83911221,0.0444211744,0.1206,0.0166,-4.319,0.117,4.119,0.129," ",139.77660248047,-53.578940767
"UBC489",141.18080881552,0.13729191381,-53.05884507891,0.13291922958,274.783329243,0.1014674594,-1.8787523437,0.1191195283,0.3273,0.0262,-4.954,0.098,3.795,0.126," ",141.18084430617,-53.05886141942
"UBC490",140.56577648271,0.13534126168,-53.84281271445,0.09703456367,275.07276432,0.0826931528,-2.6942915478,0.0946799714,0.3347,0.0184,-4.4,0.068,4.02,0.112," ",140.5658085932,-53.84283002234
"UBC491",142.88704792146,0.19602952828,-53.00602018084,0.10887949661,275.4896456396,0.1099847995,-1.132454408,0.1169344424,0.2457,0.0232,-4.378,0.11,3.317,0.09," ",142.88707924722,-53.00603446413
"UBC492",148.73980333217,0.11289386141,-50.95099380048,0.08392627689,276.8864552328,0.0897014877,2.7732055287,0.0638270253,0.3932,0.0256,-6.87,0.076,5.023,0.083," ",148.73985028172,-50.95101542768
"UBC493",141.20966958565,0.16130551922,-57.35340048736,0.10451081865,277.8044213886,0.1105410298,-4.9367016015,0.0797900782,0.5683,0.0131,-7.44,0.075,5.694,0.073," ",141.20972896374,-57.3534250022
"UBC494",143.83358667689,0.14375144903,-57.32100178345,0.06773939214,278.8139570196,0.0727838287,-3.9400387648,0.0730405241,0.2282,0.0227,-5.187,0.121,3.685,0.102," ",143.83362804162,-57.32101764945
"UBC495",144.96311061373,0.11460309644,-57.28895421365,0.06160380795,279.2477041591,0.0703026228,-3.5088786512,0.0520022642,0.2221,0.0304,-4.76,0.106,3.766,0.1," ",144.96314853661,-57.28897042942
"UBC496",159.71207379164,0.14043509293,-54.21302679945,0.08793447506,284.2419923799,0.0899351217,3.7758873037,0.0802115283,0.5735,0.0201,-7.878,0.069,1.46,0.098," ",159.7121317976,-54.21303308763
"UBC497",157.97738196316,0.14094565905,-57.02116616786,0.0670196919,284.7925284555,0.0708542108,0.8533568967,0.0731835697,0.5265,0.0271,-9.688,0.121,4.379,0.074," ",157.97745859727,-57.02118502001
"UBC498",155.05877874586,0.14103646585,-59.66185360837,0.06669195215,284.8839595079,0.0725507189,-2.1974447686,0.065368219,0.2977,0.0168,-6.03,0.061,2.862,0.075," ",155.05883014724,-59.66186592938
"UBC499",158.60698200366,0.1786342936,-59.75209269863,0.06765876174,286.4564741023,0.0997197707,-1.3371885122,0.0523480809,0.3985,0.0113,-6.54,0.053,2.813,0.106," ",158.60703789914,-59.75210481181
"UBC500",162.7027530372,0.16402051668,-55.85491183852,0.09690924143,286.5288140908,0.0923989892,3.1269565725,0.0966903389,0.3738,0.022,-7.302,0.096,3.015,0.075," ",162.70280904751,-55.85492481852
"UBC501",161.04155530126,0.1717380863,-58.1018425881,0.10337495829,286.7546467112,0.0896697576,0.7152382151,0.1043253503,0.3701,0.0367,-7.033,0.134,2.945,0.107,"a",161.04161260604,-58.10185526931
"UBC502",159.55820314383,0.14634071978,-59.53813809481,0.06032025479,286.768397409,0.075528266,-0.9133165705,0.0586460129,0.5415,0.0177,-5.727,0.085,2.056,0.081," ",159.55825178307,-59.53814694713
"UBC503",156.27733782758,0.13048272658,-62.32398140509,0.06752477246,286.8190112064,0.073313881,-4.1216526282,0.0536844181,0.4617,0.0157,-7.418,0.071,5.225,0.063," ",156.27740659201,-62.32400389966
"UBC504",159.72125493287,0.12739256064,-61.08304965647,0.05872519541,287.592778283,0.0661593961,-2.222567927,0.0536480877,0.1767,0.0164,-5.751,0.099,2.92,0.086," ",159.72130614431,-61.08306222913
"UBC505",160.91290959027,0.14677134551,-60.10361783164,0.07584622523,287.6372929436,0.0878492858,-1.0826313382,0.0582772613,0.2927,0.0123,-5.919,0.086,2.202,0.08," ",160.91296071702,-60.10362731061
"UBC506",159.25324285472,0.15791754714,-62.03731201698,0.05171689141,287.8665722225,0.0593196526,-3.1635817792,0.0682095909,0.3013,0.0234,-6.158,0.082,3.406,0.071,"b",159.25329940062,-62.03732667959
"UBC507",162.60338519972,0.09005533132,-61.43265054265,0.06647277264,288.9819209851,0.0606479276,-1.883007765,0.0509837571,0.1455,0.0183,-6.472,0.051,2.917,0.063," ",162.603443472,-61.43266310216
"UBC508",164.09574475136,0.10434431531,-60.50100567943,0.050590795,289.2244467531,0.0457339601,-0.7281621291,0.0557081549,0.1331,0.0278,-5.203,0.076,2.275,0.062," ",164.09579024978,-60.50101547401
"UBC509",164.0481213384,0.12163241168,-61.08168664797,0.0685076273,289.4523462561,0.068716233,-1.2627883647,0.0586046138,0.2867,0.0109,-6.571,0.07,2.373,0.068," ",164.04817984893,-61.08169686531
"UBC510",163.23308897093,0.13251032976,-62.7191038838,0.07679686238,289.8187220995,0.0794653056,-2.9042510706,0.0573904304,0.1794,0.0118,-5.674,0.092,2.073,0.08," ",163.23314226888,-62.71911281037
"UBC511",151.97707956401,0.45044637091,-70.7398808724,0.10021560879,290.1791790105,0.1519099793,-12.0354748093,0.1001392826,0.7483,0.0383,-6.67,0.115,6.16,0.137," ",151.97716662835,-70.73990739561
"UBC512",166.38545232738,0.18681131435,-60.48336885633,0.10040081848,290.2445038099,0.0904804056,-0.2468866399,0.1018173755,0.2089,0.0223,-6.255,0.115,1.917,0.075," ",166.38550699036,-60.48337711205
"UBC513",171.33575506924,0.08992606546,-61.44579099698,0.02012706125,292.8317287544,0.0426239219,-0.2739160158,0.020866838,0.3652,0.0151,-5.607,0.068,0.547,0.045," ",171.33580557806,-61.44579335154
"UBC515",179.31863557107,0.16267653439,-62.96843362914,0.07186339254,296.8229786154,0.0692791917,-0.7409751717,0.0763442729,0.2388,0.0132,-6.13,0.093,0.685,0.054," ",179.31869364336,-62.96843658049
"UBC516",182.52968341318,0.10725470032,-62.33233744889,0.03923318448,298.1557481083,0.0508207172,0.1555886785,0.0379198534,0.2704,0.0175,-4.775,0.075,0.489,0.063," ",182.52972769244,-62.33233955451
"UBC517",182.47269121567,0.29186820121,-63.7838112178,0.12921191919,298.3628130421,0.1217097712,-1.2815188395,0.1361673077,0.3933,0.0164,-5.696,0.07,-0.001,0.068,"b",182.47274673464,-63.78381121499
"UBC518",184.5780109857,0.13563479947,-62.98440029746,0.06421225504,299.1805409066,0.0618748055,-0.3542428131,0.0639698031,0.2647,0.0101,-5.552,0.105,0.104,0.079," ",184.57806360899,-62.98440074451
"UBC519",185.44300682078,0.11098607294,-60.39292316668,0.05670762692,299.2726618216,0.0571031499,2.2678358655,0.0544639191,0.299,0.0181,-5.628,0.082,0.905,0.058," ",185.44305586355,-60.39292706331
"UBC520",186.13835963,0.19195734669,-66.67205740923,0.03648537058,300.2692595931,0.0760389644,-3.9395063357,0.0367751268,0.4881,0.0193,-4.89,0.09,-0.099,0.061," ",186.13841279933,-66.67205698236
"UBC521",187.55204313384,0.17799870115,-64.15506290685,0.05225503496,300.6202013239,0.0784000084,-1.3787503494,0.0510848821,0.3241,0.0213,-8.456,0.078,-0.838,0.071," ",187.55212664758,-64.15505929735
"UBC522",190.78846870674,0.21332765171,-61.63063468556,0.0938821973,301.9477892511,0.1017044808,1.2251192913,0.0935657931,0.4002,0.0213,-4.433,0.068,-1.16,0.062," ",190.78850888027,-61.63062969279
"UBC523",191.64717230848,0.130493336,-66.2047823226,0.02471500348,302.4419812346,0.0527957905,-3.3376959976,0.0245500699,0.31,0.0108,-5.068,0.07,0.046,0.059," ",191.64722638883,-66.20478252201
"UBC524",192.6310338522,0.12287135892,-61.00344266409,0.06114513995,302.8210921045,0.0596345812,1.8680551139,0.0610990097,0.2671,0.0245,-6.517,0.106,-0.823,0.08," ",192.63109173137,-61.00343912202
"UBC525",196.05082045515,0.22463810629,-63.92239234559,0.10311120164,304.3343746194,0.0975668311,-1.0855757856,0.1042202321,0.4336,0.0226,-4.206,0.085,-1.21,0.067," ",196.05086164871,-63.92238713735
"UBC526",199.6597345755,0.14027733095,-62.55041580945,0.07849482457,306.060792543,0.06311211,0.1559056344,0.0797222729,0.4525,0.0108,-4.156,0.082,-1.831,0.058," ",199.65977339659,-62.55040792547
"UBC527",204.52838609907,0.14955692861,-66.65798600442,0.0605494786,307.5408120258,0.0591640624,-4.2048855413,0.0607346282,0.553,0.0201,-7.506,0.073,-2.653,0.058," ",204.52846765863,-66.65797458079
"UBC528",204.63992014038,0.14263725784,-61.60616983114,0.05972103999,308.5037603775,0.0703739855,0.7546798885,0.0567375873,0.256,0.02,-4.821,0.079,-1.806,0.072," ",204.63996379224,-61.60616205573
"UBC529",205.41311713233,0.16381017491,-61.91630912646,0.06499847206,308.8048906169,0.0759641016,0.381410689,0.0663351717,0.2857,0.0331,-7.325,0.111,-2.564,0.106," ",205.41318412306,-61.91629808726
"UBC530",209.87927776032,0.21889632625,-63.61978718886,0.06702471078,310.4081992604,0.1013270715,-1.7407606406,0.0606784472,1.0128,0.0113,-6.122,0.077,-1.715,0.077,"a",209.87933707884,-63.61977980577
"UBC531",211.80095497815,0.16625610956,-63.07246806006,0.0593336069,311.387789642,0.0775601738,-1.4514235867,0.0563274811,0.3577,0.0215,-5.223,0.069,-2.926,0.081," ",211.80100463937,-63.07245546211
"UBC532",226.48154740175,0.09328590418,-62.24550518488,0.04936505609,317.9008929706,0.0516842209,-3.3482934007,0.0407511549,0.4852,0.0123,-2.391,0.095,-3.195,0.081," ",226.48156950769,-62.24549142824
"UBC533",230.299442032,0.12608092384,-53.17530364963,0.07934579041,324.3394510807,0.0722950069,3.3557685598,0.0824125701,0.7954,0.0231,-1.703,0.102,-1.334,0.067," ",230.29945426433,-53.17529790439
"UBC534",238.69464961645,0.17110579652,-57.87852972877,0.08368431114,325.3913291994,0.0859458329,-3.2377623732,0.0889659849,0.5649,0.0174,-1.443,0.062,-3.608,0.074," ",238.69466130429,-57.87851419403
"UBC535",237.54214359688,0.1013985447,-56.76982254437,0.06312781813,325.6114395938,0.0594657077,-1.9855373945,0.059531532,0.297,0.0191,-3.934,0.086,-4.548,0.08," ",237.54217450303,-56.76980296458
"UBC536",237.67057702059,0.10684408431,-55.62043274608,0.07755013942,326.3878258897,0.0740427202,-1.1347284516,0.064571918,0.4964,0.0139,-3.342,0.087,-4.774,0.089," ",237.67060250041,-55.62041219317
"UBC537",242.90991698381,0.08585595207,-53.04394259307,0.05776358813,330.3827495907,0.0565670398,-1.1921111636,0.0529477107,0.2923,0.0244,-2.432,0.086,-2.022,0.064," ",242.90993440401,-53.04393388915
"UBC538",242.59267534098,0.10555367604,-52.33671308287,0.0673647229,330.7233919444,0.068078939,-0.5431798088,0.063741977,0.3178,0.0359,-2.877,0.112,-4.252,0.106," ",242.5926956134,-52.33669477404
"UBC539",243.08544481228,0.14378492355,-51.48398342575,0.06119260887,331.5270360618,0.0864474848,-0.126435452,0.0655076803,0.4151,0.0154,-1.63,0.083,-1.942,0.062," ",243.08545608474,-51.48397506509
"UBC540",243.78885448918,0.18077026922,-51.69951954157,0.09949058729,331.6960914732,0.0933223107,-0.5833696874,0.1172169762,0.3022,0.0258,-3.554,0.088,-4.012,0.119," ",243.7888791796,-51.69950226767
"UBC541",243.03825695645,0.12202641749,-50.18059999569,0.09397584548,332.3965771852,0.0869264971,0.8450061867,0.0859443193,0.3877,0.0306,-2.694,0.146,-2.771,0.16," ",243.03827506648,-50.18058806587
"UBC542",244.56121104365,0.11023726805,-49.49678791576,0.0715083549,333.5791480567,0.0811818768,0.6603789413,0.0604193199,0.5519,0.0323,-0.373,0.09,-1.323,0.106," ",244.56121351566,-49.4967822176
"UBC543",245.72583638973,0.12118136749,-50.16107379982,0.0868150049,333.6449897838,0.0904073367,-0.3402757257,0.0733931976,0.3678,0.0291,-2.347,0.14,-4.095,0.105,"a",245.72585216476,-50.16105616836
"UBC544",249.16538654173,0.09998163528,-51.31233832386,0.07909687379,334.3078689032,0.0608054409,-2.7115514032,0.0804491934,1.0389,0.0165,-1.78,0.075,-2.305,0.079," ",249.16539880475,-51.31232839873
"UBC545",248.52229128692,0.09233807135,-48.90157240747,0.09475630831,335.8097639462,0.103642767,-0.7806641031,0.043829546,0.3286,0.0189,-1.089,0.088,-2.697,0.087," ",248.52229842277,-48.90156079504
"UBC546",253.67109589646,0.10803931096,-48.45832352231,0.0805219703,338.3673626155,0.0834371335,-3.0643780854,0.0683754565,0.4956,0.0131,-1.292,0.085,-2.679,0.078," ",253.6711042865,-48.45831198867
"UBC547",251.62301420835,0.1912546314,-47.13456870766,0.16260134022,338.5076973549,0.1468328476,-1.1604669646,0.1476739976,0.3187,0.0295,-0.743,0.117,-2.024,0.135," ",251.62301891386,-47.13455999507
"UBC548",250.37402372898,0.11826125772,-46.10862646452,0.06580813018,338.7217607351,0.0736614185,0.1596316863,0.0749868572,0.4,0.0204,-2.113,0.147,-3.879,0.079," ",250.37403685158,-46.1086097623
"UBC549",252.1539063301,0.07583289845,-46.93958325673,0.09576596656,338.8905024383,0.0890412353,-1.3106058692,0.0626981144,0.313,0.0115,-0.803,0.082,-1.928,0.069," ",252.15391139263,-46.93957495551
"UBC550",252.64388522063,0.09010820392,-45.06565566689,0.04258802696,340.5467042859,0.0573881503,-0.3698631206,0.0507225851,0.3689,0.0164,-2.558,0.096,-4.123,0.091," ",252.64390081314,-45.06563791417
"UBC551",256.98402807177,0.11698893668,-44.1467966995,0.09053911729,343.1806476126,0.0922932305,-2.2287836889,0.0820850367,0.508,0.0418,-2.092,0.152,-5.437,0.139,"a",256.98404062501,-44.14677329197
"UBC552",254.71248477874,0.07792713779,-42.03109612913,0.09366552667,343.8481232591,0.0974847194,0.3753491836,0.0512039811,0.3556,0.032,-0.167,0.127,-0.394,0.112," ",254.71248574811,-42.03109443268
"UBC553",253.49595369747,0.09686101008,-41.26994750257,0.1183036341,343.8735996958,0.0957299149,1.5606891392,0.1006810029,0.5786,0.018,-0.542,0.112,-1.818,0.135," ",253.49595680127,-41.26993967594
"UBC554",256.11881384669,0.07701369709,-41.68259155762,0.07085753086,344.7657805862,0.0678718423,-0.2381702756,0.0610043291,0.5406,0.0352,-0.572,0.107,-0.882,0.097," ",256.11881714407,-41.68258776175
"UBC555",256.61492045351,0.10189297447,-41.58366610085,0.0550666507,345.0687460661,0.0654437141,-0.4737301495,0.0675404777,0.5566,0.0211,-0.685,0.071,-0.514,0.065," ",256.61492439408,-41.58366388952
"UBC556",259.28220751758,0.0669993766,-41.5250406398,0.03861617316,346.2941159467,0.0399010737,-2.0505638842,0.0491626839,0.5477,0.0206,0.117,0.102,-0.75,0.104," ",259.28220684252,-41.5250374108
"UBC557",256.16288959646,0.1305165483,-38.98286941401,0.08477663922,346.93266908,0.1059059903,1.3726488965,0.0791983317,0.6337,0.0227,1.454,0.079,-0.406,0.086," ",256.16288154506,-38.98286766425
"UBC558",259.34219757372,0.09674450932,-40.27360821238,0.08625871067,347.3422404384,0.0795169174,-1.3646271228,0.081045251,0.3407,0.0351,-0.732,0.138,-1.958,0.116," ",259.3422017037,-40.27359978223
"UBC559",259.15551724263,0.18084715764,-39.68833975403,0.121142177,347.7369329723,0.1569213872,-0.9095121744,0.0971385168,0.3904,0.0325,-0.494,0.099,-1.412,0.1," ",259.15552000537,-39.68833367557
"UBC560",254.81142487371,0.08528548299,-36.06504929014,0.0456895733,348.5880173179,0.0501069779,4.0048536652,0.0658939194,0.6548,0.0288,0.745,0.089,-0.659,0.068," ",254.81142090423,-36.06504645125
"UBC561",261.20467162505,0.05863023004,-37.51551649631,0.06437999288,350.4352931974,0.062666567,-0.9847470527,0.0488019475,0.6016,0.0236,0.154,0.113,-3.963,0.103," ",261.20467079009,-37.51549943525
"UBC562",262.78304630702,0.10342522664,-37.88251449883,0.07041663903,350.8230338962,0.0701250024,-2.2273499473,0.0819052054,0.4051,0.0249,-0.148,0.098,-2.631,0.084," ",262.78304711637,-37.88250316895
"UBC563",256.76692647372,0.0802109438,-30.68836378756,0.05461040445,353.8745817558,0.0732391553,5.9636870083,0.0493438492,0.8907,0.0182,-0.53,0.08,-4.181,0.101," ",256.76692912944,-30.68834578736
"UBC564",264.00528227029,0.12919239414,-34.64924624378,0.06511769522,354.0742628143,0.0684205984,-1.2978035354,0.1041780052,0.3734,0.0192,-0.225,0.134,-1.725,0.114," ",264.00528344955,-34.64923881646
"UBC565",264.00573528822,0.12193971758,-33.91249104075,0.09766027669,354.6952455623,0.1066772335,-0.9011386685,0.091654892,0.397,0.0182,-0.139,0.106,-1.452,0.1," ",264.0057360103,-33.91248478985
"UBC566",263.68723395339,0.10208873171,-33.11187996138,0.08139376567,355.2255002953,0.0819486774,-0.2450934757,0.0849627915,0.3858,0.0512,0.238,0.128,-0.513,0.117," ",263.68723273076,-33.11187775423
"UBC567",264.92136554702,0.08932854202,-33.21440387631,0.07712816233,355.6934891715,0.0770575916,-1.1718315992,0.0748209211,0.36,0.0486,0.168,0.145,-0.703,0.126,"a",264.92136468033,-33.21440084874
"UBC568",262.959372784,0.07802970729,-31.93133005764,0.05727099996,355.8815923554,0.0521601586,0.9124680504,0.0703106651,0.3308,0.0314,-0.838,0.125,-1.836,0.085," ",262.95937703578,-31.93132215241
"UBC569",264.21305142793,0.0746613455,-32.48574484811,0.04326825628,355.9911705814,0.0420639748,-0.2793952234,0.0637984916,0.6799,0.0161,-0.706,0.114,-2.771,0.094," ",264.21305503217,-32.48573291831
"UBC570",267.67679811291,0.10008193688,-30.19753085312,0.1032972414,359.4908702819,0.0990133486,-1.5985959823,0.0914169167,0.3133,0.0493,-0.107,0.124,-1.342,0.125," ",267.67679864588,-30.19752507374
"UBC571",267.35076514386,0.05339044934,-29.58614248623,0.0406113453,359.870906407,0.0358555764,-1.0423803325,0.0501940907,0.3372,0.0195,-1.049,0.149,-2.864,0.097," ",267.35077033668,-29.58613015528
"UBC572",280.42416110185,0.07134843858,-21.95410087106,0.05952649803,12.2019203975,0.060880358,-7.7818204159,0.0654527935,0.6473,0.021,0.984,0.096,-0.631,0.112," ",280.42415653594,-21.95409815445
"UBC573",275.01157358569,0.06825768639,-9.44443338645,0.08814374961,20.9462041711,0.089334467,2.5821782787,0.0658709808,0.5318,0.024,-0.182,0.102,-4.484,0.103," ",275.01157438118,-9.44441408024
"UBC575",291.01044638198,0.08329402608,-5.13382360357,0.10506049639,32.0459070668,0.1037738286,-9.5832341991,0.0863115423,0.9145,0.018,-0.299,0.072,-5.182,0.085," ",291.0104476743,-5.13380129407
"UBC576",284.67973528036,0.03930624502,0.41524574912,0.05942905507,34.1317875364,0.0619589435,-1.4304945128,0.0352164618,0.7443,0.0178,-0.745,0.079,-3.559,0.091," ",284.67973848784,0.41526107088
"UBC577",282.16772885662,0.05038735578,22.11822514316,0.08940196564,52.5397288475,0.0870809795,10.465334438,0.0532803844,0.9973,0.0202,-1.038,0.107,3.074,0.069," ",282.16773368059,22.11821190847
"UBC578",301.61035053716,0.05061885539,33.02393488529,0.06151897858,70.3736162684,0.0637161086,0.4948290655,0.0390595188,0.1808,0.0094,-2.695,0.067,-4.949,0.107," ",301.61036437635,33.02395619262
"UBC579",305.89746774213,0.08578474124,32.02031126351,0.06280795823,71.5466810576,0.0799190666,-3.0684084843,0.0535345752,0.3562,0.016,-1.944,0.063,-3.617,0.06," ",305.89747761393,32.02032683872
"UBC580",303.1931285848,0.12351384275,35.93407936593,0.08239697448,73.5251432815,0.0807641902,0.9850607056,0.1013515095,0.2427,0.0184,-2.412,0.131,-4.49,0.116," ",303.19314141268,35.93409869951
"UBC582",299.83641683716,0.08401873791,38.54633650235,0.06363509935,74.2997639531,0.0668520175,4.6405288566,0.0626570989,0.8962,0.0115,-3.066,0.061,-7.854,0.05," ",299.836433718,38.54637032008
"UBC584",304.22315877349,0.04560239983,41.9769131754,0.03002016403,79.0040518686,0.0332367604,3.6667613119,0.0308337991,0.5429,0.0117,-3.687,0.104,-4.137,0.103," ",304.22318012563,41.97693098559
"UBC585",306.98575758271,0.07898642679,40.55821199519,0.05278495327,79.0225592752,0.0592517957,1.152213544,0.0536499229,0.6634,0.0172,-2.819,0.056,-5.52,0.063," ",306.98577355636,40.55823576059
"UBC586",301.09109871987,0.15997221943,46.82238124634,0.1184282603,81.8935749439,0.1342042836,8.1633065333,0.091350244,0.3469,0.0261,-3.738,0.171,-4.888,0.147," ",301.09112223927,46.82240229354
"UBC587",311.59807183459,0.087038793,43.68161937168,0.08361559751,83.5773604656,0.0845482822,0.3128309639,0.0616700377,0.2846,0.0172,-2.865,0.081,-4.84,0.133," ",311.59808888947,43.68164021015
"UBC588",311.55970957026,0.08871871878,45.41467784153,0.07979463083,84.9132723097,0.0875845065,1.4173865907,0.0507740759,0.5668,0.0171,-2.346,0.079,-2.654,0.108," ",311.55972395973,45.41468926814
"UBC589",316.93399095736,0.07034606334,45.32074043716,0.03067141003,87.2970344979,0.034072945,-1.5115826094,0.047195169,0.2014,0.0097,-3.169,0.068,-3.888,0.067," ",316.93401036453,45.32075717548
"UBC590",313.79711303494,0.10664467985,47.59883709475,0.06597773583,87.5791314098,0.0355968664,1.615104094,0.0908209612,0.221,0.013,-3.137,0.057,-4.14,0.119," ",313.79713306291,47.59885491885
"UBC592",332.20627377298,0.13835228724,52.99166490248,0.08516550149,99.8220143395,0.0834154489,-2.4243642803,0.08511817,0.2733,0.0107,-3.354,0.065,-3.506,0.079," ",332.20629776337,52.99167999785
"UBC593",346.38192066283,0.07531898381,55.07484369599,0.08246413232,108.0921514666,0.0420986288,-4.7160398935,0.0830683909,0.5109,0.0162,-2.432,0.059,-3.689,0.039," ",346.38193895252,55.07485958095
"UBC594",359.51465130666,0.06713250917,61.45829531337,0.02932390764,116.5998444344,0.032650015,-0.7554504908,0.0286832603,0.2052,0.0188,-2.029,0.136,-0.54,0.055," ",359.51466959071,61.45829763926
"UBC595",281.13597979488,151.09763077316,62.45744708456,0.06280069737,116.9732643205,0.0818364495,0.187695113,0.0636777681,0.2121,0.0212,-1.237,0.097,-0.652,0.072," ",281.13599131434,62.45744989053
"UBC596",3.39125109338,0.08426771636,53.83163869905,0.06142977928,117.2968473269,0.0500835495,-8.6251927297,0.0615882425,0.5321,0.0258,-2.221,0.088,-1.008,0.077," ",3.39126729862,53.83164303884
"UBC597",1.99317024276,0.19557224757,62.97114177539,0.06486575709,118.0172846718,0.0826202208,0.5150070876,0.072712299,0.2665,0.0217,-3.493,0.077,-0.802,0.083," ",1.99320333435,62.97114522975
"UBC598",10.72725026408,0.19732776345,64.78470625084,0.07798715204,122.0230980716,0.0853250591,1.9281282774,0.0766351086,0.295,0.0146,-2.478,0.084,-0.097,0.038," ",10.72727531275,64.78470666854
"UBC599",11.64426971646,0.09576918699,60.07281518112,0.03604625879,122.3249506263,0.0480683124,-2.7931742982,0.0357444267,0.1689,0.0122,-1.185,0.114,-0.188,0.053," ",11.64427994062,60.07281599134
"UBC600",20.8131386296,0.30372959396,64.52690673326,0.17578374277,126.3456406958,0.1353606808,1.8665478309,0.1722971045,0.1596,0.0221,-1.181,0.11,0.119,0.095," ",20.81315045182,64.52690622191
"UBC601",20.35310728311,0.21703455372,62.50585191797,0.06804210221,126.3837111617,0.1023328727,-0.1646742109,0.0647763952,0.2922,0.014,-1.868,0.088,-0.302,0.057," ",20.35312470831,62.50585321768
"UBC603",26.82859286627,0.38053312052,54.7497568507,0.16309562894,131.0052760932,0.2177433197,-7.2431169335,0.1680180152,0.275,0.0242,-0.843,0.202,-1.263,0.126," ",26.82859915162,54.74976229033
"UBC604",32.56032440968,0.29811426768,65.41638488472,0.09481084308,131.0117083702,0.1294603336,3.7886021532,0.0877438251,0.3207,0.0254,-0.723,0.109,0.488,0.103," ",32.56033189702,65.41638278184
"UBC605",65.980368066,0.4046763757,75.83464429515,0.14372449744,134.8198369127,0.1620095986,18.1448503777,0.0821457104,0.3277,0.0456,1.363,0.273,-0.842,0.395," ",65.98034408561,75.83464791857
"UBC607",47.73784492266,0.08950220075,50.29472895287,0.07940486872,144.5105413086,0.0714073906,-6.6393659348,0.0674039263,0.1969,0.0227,-1.197,0.109,-0.298,0.099," ",47.73785298781,50.29473023478
"UBC608",61.39392976044,0.19610612962,55.92853009985,0.09918332035,147.7842454385,0.08810038,2.7257751618,0.119036728,0.1377,0.0374,-0.185,0.089,0.044,0.09," ",61.39393117972,55.92852990949
"UBC609",65.21673315839,0.34729551111,53.18696382025,0.31473803638,151.2797749929,0.1734418728,2.255494817,0.3352585387,0.1988,0.0359,0.478,0.144,-0.654,0.186," ",65.21672972373,53.18696663698
