"DB","ID","RA_ICRS","DE_ICRS","GLON","GLAT","plx","pmRA","pmDE","fnames","UCC_ID"
"1","Ruprecht 162",163.208,-62.305,289.6257,-2.53753,"nan","nan","nan","ruprecht162","UCC G289.6-02.5"
"1_26","DBSB 70",177.13245,-62.30122,295.69374,-0.31681,0.923,-8.321,0.949,"dbsb70","UCC G295.6-00.3"
"1_3_8_12_26","SAI 116,MWSC 1978",177.322,-62.2257,295.76127,-0.22234,0.207,-7.729,1.348,"sai116","UCC G295.7-00.2"
"1_3","MWSC 5697",276.14502,-62.19689,332.63273,-20.78158,"nan","nan","nan","mwsc5697","UCC G332.6-20.7"
"1","ESO 132 14",204.135,-62.19,308.16585,0.22254,"nan","nan","nan","eso13214","UCC G308.1+00.2"
"1_3_8_12_26","Ruprecht 96,MWSC 1983,OCL 866,ESO 130 02",177.67272,-62.14,295.90012,-0.10047,0.278,-5.491,0.818,"ruprecht96","UCC G295.9-00.1"
"1_3_8_12_26","Lynga 1,ESO 133 10,MWSC 2193,OCL 914",209.994,-62.152,310.8424,-0.33751,0.424,-5.308,-2.267,"eso13310","UCC G310.8-00.3"
"1","FSR 1630",192.18,-62.135,302.61432,0.73507,"nan","nan","nan","fsr1630","UCC G302.6+00.7"
"1_8_12_26","Pismis 18",204.2295,-62.09103,308.22662,0.31227,0.332,-5.672,-2.286,"pismis18","UCC G308.2+00.3"
"1_3","Loden 1282,OCL 915.7,MWSC 2209",213.96516,-59.13741,313.58309,1.97734,"nan","nan","nan","loden1282","UCC G313.5+01.9"
"1","Loden 991",206.317,-62.035,309.19723,0.18016,"nan","nan","nan","loden991","UCC G309.1+00.1"
"1_3_26","Loden 1339,OCL 918.1,ESO 134 08,MWSC 2230",218.371,-62.017,314.59478,-1.47828,0.332,-3.995,-3.347,"loden1339","UCC G314.5-01.4"
"1_26","FSR 1645",200.30291,-61.95677,306.42396,0.71293,0.275,-8.983,-0.913,"fsr1645","UCC G306.4+00.7"
"1_3_8_12_26","NGC 4349,Collinder 255,Melotte 110,VDBH 130,FSR 1614,ESO 131 03,MWSC 2024,OCL 882",186.048,-61.8686,299.72589,0.83343,0.491,-7.827,-0.296,"ngc4349","UCC G299.7+00.8"
"1_3_8_12_20_26","OCL 913,ESO 133 06,Collinder 279,Melotte 122,VDBH 154,MWSC 2175,NGC 5316",208.5005,-61.87665,310.23318,0.10497,0.669,-6.318,-1.51,"ngc5316","UCC G310.2+00.1"
"1","DBSB 78",189.015,-61.855,301.11927,0.96261,"nan","nan","nan","dbsb78","UCC G301.1+00.9"
"1","Loden 213",159.037,-61.837,287.67871,-3.03978,"nan","nan","nan","loden213","UCC G287.6-03.0"
"1","Loden 624",186.577,-61.8,299.96737,0.92701,"nan","nan","nan","loden624","UCC G299.9+00.9"
"1","FSR 1669",209.07,-61.75,310.52496,0.1621,"nan","nan","nan","fsr1669","UCC G310.5+00.1"
"1","Loden 1101",209.542,-61.75,310.74116,0.1058,"nan","nan","nan","loden1101","UCC G310.7+00.1"
"1_3","MWSC 2467,ESO 137 43",252.10296,-61.75482,327.38384,-10.73699,"nan","nan","nan","eso13743","UCC G327.3-10.7"
"1_3","Kronberger 39,DSH J1054.2-6144,MWSC 1868",163.55216,-61.73631,289.52148,-1.95561,"nan","nan","nan","kronberger39","UCC G289.5-01.9"
"1","ESO 137 23",246.127,-61.733,325.50496,-8.5996,"nan","nan","nan","eso13723","UCC G325.5-08.5"
"1","Bochum 12",164.34,-61.725,289.85357,-1.78476,"nan","nan","nan","bochum12","UCC G289.8-01.7"
"1_3","Loden 1409,OCL 925.1,ESO 134 13,MWSC 2249",221.19984,-61.71704,315.93676,-1.74157,"nan","nan","nan","loden1409","UCC G315.9-01.7"
"1_3","MWSC 1866,OCL 834,Ruprecht 92,ESO 128 17",163.41546,-61.72008,289.45611,-1.96929,"nan","nan","nan","ruprecht92","UCC G289.4-01.9"
"1","DBSB 77",188.745,-61.654,300.9793,1.15533,"nan","nan","nan","dbsb77","UCC G300.9+01.1"
"1_8_12_26","NGC 3766",174.06622,-61.6143,294.12219,-0.03507,0.459,-6.733,0.964,"ngc3766","UCC G294.1+00.0"
"1_8_26","Trumpler 11",151.248,-61.61769,284.46161,-4.86835,0.254,-7.051,3.325,"trumpler11","UCC G284.4-04.8"
"1","DBSB 80",192.595,-61.582,302.80603,1.28949,"nan","nan","nan","dbsb80","UCC G302.8+01.2"
"1_3_8_12_26","MWSC 2047,Ruprecht 105,OCL 886,Slotegraaf 41,ESO 131 12",188.6365,-61.592,300.92381,1.21387,0.46,-5.993,-0.001,"ruprecht105","UCC G300.9+01.2"
"1_26","FSR 1668",208.76288,-61.62611,310.41429,0.31803,0.377,-4.269,-2.184,"fsr1668","UCC G310.4+00.3"
"1","DBSB 66",169.11,-61.485,291.84628,-0.67491,"nan","nan","nan","dbsb66","UCC G291.8-00.6"
"1_3_26","VDBH 110,MWSC 1894",166.77134,-61.50967,290.8209,-1.11628,0.107,-5.918,2.207,"vdbh110","UCC G290.8-01.1"
"1_26","FSR 1666",207.1728,-61.44426,309.71927,0.67071,0.275,-6.062,-1.691,"fsr1666","UCC G309.7+00.6"
"1_26","Loden 1256",214.6721,-61.4218,313.17048,-0.29663,0.566,-3.327,-3.165,"loden1256","UCC G313.1-00.2"
"1_3_8_12_26","Ruprecht 93,NGC 3519,MWSC 1885,OCL 844,ESO 128 30",166.0429,-61.372,290.44655,-1.12798,0.437,-6.422,3.115,"ngc3519","UCC G290.4-01.1"
"1_8_12_26","Hogg 17",218.46613,-61.32675,314.90162,-0.85831,0.413,-5.201,-2.433,"hogg17","UCC G314.9-00.8"
"1_3_8_12_26","ESO 132 09,OCL 904,Collinder 272,MWSC 2128",202.583,-61.32728,307.58107,1.19289,0.425,-3.449,-1.798,"collinder272","UCC G307.5+01.1"
"1_8_12_20_26","Lynga 2",216.0807,-61.33,313.83617,-0.44032,1.038,-6.732,-4.675,"lynga2","UCC G313.8-00.4"
"1","DBSB 62",167.835,-61.29,291.20673,-0.71795,"nan","nan","nan","dbsb62","UCC G291.2-00.7"
"1_3","Loden 481,MWSC 1984",177.82704,-61.23296,295.76088,0.79881,"nan","nan","nan","loden481","UCC G295.7+00.7"
"1_3_8_12_20_26","ESO 127 09,Ruprecht 161,MWSC 1773,OCL 810",152.30597,-61.2549,284.65903,-4.2778,1.089,-10.392,3.765,"ruprecht161","UCC G284.6-04.2"
"1","Shorlin 2",166.387,-61.255,290.5513,-0.95478,"nan","nan","nan","shorlin2","UCC G290.5-00.9"
"1_3_8_12_26","OCL 871,ESO 130 05,VDBH 127,Collinder 252,NGC 4103,Melotte 109",181.65556,-61.2492,297.56819,1.15496,0.473,-6.19,0.088,"ngc4103","UCC G297.5+01.1"
"1_8","Shorlin 1",166.511,-61.237,290.59896,-0.91463,0.083,-5.869,2.189,"shorlin1","UCC G290.5-00.9a"
"1_12","Hogg 16",202.30985,-61.21035,307.46853,1.32799,0.431,-3.479,-1.645,"hogg16","UCC G307.4+01.3"
"1_3_8_12_20_26","MWSC 1844,Alessi 5",160.819,-61.118,288.07536,-1.9987,2.497,-15.4,2.537,"mwsc1844","UCC G288.0-01.9"
"1_3_8_12_26","Collinder 283,VDBH 161,MWSC 2226,OCL 920,ESO 134 06,Trumpler 22",217.783,-61.16857,314.65772,-0.58716,0.386,-5.136,-2.688,"trumpler22","UCC G314.6-00.5"
"1_3","Ruprecht 95,ESO 129 30,MWSC 1966,OCL 863",175.89805,-61.14705,294.83858,0.65407,"nan","nan","nan","ruprecht95","UCC G294.8+00.6"
"1_3_26","ASCC 65,MWSC 1909",167.76482,-61.125,291.11322,-0.57786,0.382,-6.309,1.133,"ascc65","UCC G291.1-00.5"
"1_26","Collinder 236",164.23686,-61.10649,289.54546,-1.24612,0.309,-6.549,2.431,"collinder236","UCC G289.5-01.2"
"1","Loden 306",166.485,-61.12,290.5412,-0.81211,"nan","nan","nan","loden306","UCC G290.5-00.8"
"1","NGC 2609",127.383,-61.1,276.13697,-12.74845,"nan","nan","nan","ngc2609","UCC G276.1-12.7"
"1_3","ESO 129 32,MWSC 1970",176.03478,-61.07121,294.88278,0.74442,"nan","nan","nan","eso12932","UCC G294.8+00.7"
"1_3_8_12_26","ASCC 67,MWSC 1963",175.365,-61.013,294.55456,0.71543,0.482,-6.766,0.925,"ascc67","UCC G294.5+00.7"
"1_3","OCL 821,Hogg 8,MWSC 1811,ESO 128 02",157.30096,-60.95381,286.51307,-2.70017,"nan","nan","nan","eso12802","UCC G286.5-02.7"
"1_3_8_12_26","VDBH 147,NGC 5168,ESO 132 10,FSR 1655,OCL 905,MWSC 2129,Collinder 273",202.791,-60.94452,307.73852,1.55595,0.28,-4.131,-1.474,"ngc5168","UCC G307.7+01.5"
"1_3_26","ASCC 72,MWSC 2044",193.74058,-60.94882,303.36001,1.92,0.312,-5.251,-0.371,"ascc72","UCC G303.3+01.9"
"1_3","MWSC 2038,OCL 884.2,Hogg 23",187.19018,-60.92865,300.17926,1.82184,"nan","nan","nan","mwsc2038","UCC G300.1+01.8"
"1_3_8_12_20_26","Alessi-Teutsch 8,AT 8,ASCC 68,Alessi Teutsch 8,MWSC 1993",180.6868,-60.93166,297.05015,1.38282,0.977,-6.637,1.652,"ascc68","UCC G297.0+01.3"
"1_3","ASCC 64,MWSC 1884",165.76306,-60.91789,290.1397,-0.76698,"nan","nan","nan","ascc64","UCC G290.1-00.7"
"1_3_8_26","Pismis 19,ESO 134 05,MWSC 2225,OCL 921,FSR 1679,VDBH 160",217.66685,-60.89022,314.70972,-0.30798,0.271,-5.472,-3.321,"pismis19","UCC G314.7-00.3"
"1_8_12_26","NGC 3590",168.25986,-60.78875,291.21035,-0.17614,0.362,-6.116,1.023,"ngc3590","UCC G291.2-00.1"
"1_3","MWSC 1918,Hogg 12,OCL 851,ESO 129 11",168.06308,-60.76001,291.11048,-0.18519,"nan","nan","nan","eso12911","UCC G291.1-00.1"
"1_3_8_12_20_26","Melotte 82,NGC 2516,Collinder 172,FSR 1487,ESO 124 06,MWSC 1393,OCL 776",119.52425,-60.78494,273.84666,-15.86717,2.422,-4.669,11.221,"ngc2516","UCC G273.8-15.8"
"1_3_8_12_26","VDBH 119,ESO 129 23,OCL 858,Ruprecht 164,MWSC 1951,FSR 1588",172.63152,-60.75,293.205,0.58456,0.194,-6.83,1.321,"ruprecht164","UCC G293.2+00.5"
"1","Hogg 7",157.282,-60.745,286.39684,-2.52637,"nan","nan","nan","hogg7","UCC G286.3-02.5"
"1_3_26","ASCC 84,MWSC 2333",238.70996,-60.73939,323.56001,-5.44,1.152,-1.36,-4.201,"ascc84","UCC G323.5-05.4"
"1_3","MWSC 4486",291.00398,-60.72309,335.9576,-27.34831,"nan","nan","nan","mwsc4486","UCC G335.9-27.3"
"1_3_8_12_26","Melotte 125,ESO 134 04,MWSC 2223,OCL 919,Collinder 282,NGC 5617,VDBH 159",217.447,-60.71561,314.6751,-0.10601,0.401,-5.641,-3.172,"ngc5617","UCC G314.6-00.1"
"1_3_8_12_26","DSH J1108.6-6042,FSR 1570,Teutsch 143a,Wray 1,MWSC 1898,Wray 15-751",167.17033,-60.7159,290.69001,-0.31,0.212,-5.614,2.283,"dshj110866042","UCC G290.6-00.3"
"1_3_12_26","MWSC 1364,ESO 123 26",118.1278,-60.3374,273.10692,-16.27465,1.036,-3.535,10.917,"eso12326","UCC G273.1-16.2"
"1_3","Loden 402,MWSC 1954",173.12309,-60.70822,293.42127,0.69747,"nan","nan","nan","loden402","UCC G293.4+00.6"
"1","Loden 172",156.96,-60.7,286.2388,-2.56989,"nan","nan","nan","loden172","UCC G286.2-02.5"
"1_3","MWSC 2000,Loden 565,OCL 873.1",182.09626,-60.79194,297.7011,1.64181,"nan","nan","nan","loden565","UCC G297.7+01.6"
"1_3","Loden 682,MWSC 2065",191.79126,-60.63364,302.4077,2.23376,"nan","nan","nan","loden682","UCC G302.4+02.2"
"1_3_8_12_26","OCL 817,Collinder 221,MWSC 1804,VDBH 96,NGC 3255,ESO 127 20,FSR 1546",156.63707,-60.675,286.09092,-2.63151,0.12,-5.905,3.314,"ngc3255","UCC G286.0-02.6"
"1_8_12_20_26","Trumpler 18",167.8321,-60.656,290.96672,-0.13113,0.639,-7.151,0.592,"trumpler18","UCC G290.9-00.1"
"1_3_8_12_26","MWSC 2060,Trumpler 20,FSR 1624,OCL 888,Harvard 7,Collinder 262,ESO 131 13",189.882,-60.637,301.47137,2.20097,0.252,-7.089,0.183,"trumpler20","UCC G301.4+02.2"
"1_3_8_12_26","Alessi 25,ASCC 79,MWSC 2288",229.6864,-60.798,319.95844,-2.8925,1.178,-2.942,-4.214,"ascc79","UCC G319.9-02.8"
"1_26","Loden 309",167.39955,-60.52699,290.72125,-0.09239,0.514,-9.25,2.33,"loden309","UCC G290.7+00.0"
"1_3","MWSC 1766,Hogg 6,OCL 805,ESO 127 08",151.6367,-60.49436,283.94864,-3.8507,"nan","nan","nan","eso12708","UCC G283.9-03.8"
"1_3_8_12_26","Teutsch 80,DSH J1453.4-6028,MWSC 2258",223.361,-60.4824,317.4163,-1.08812,0.34,-5.553,-3.603,"teutsch80","UCC G317.4-01.0"
"1","DBSB 87",203.213,-60.455,308.01938,2.00702,"nan","nan","nan","dbsb87","UCC G308.0+02.0"
"1_3","ESO 131 04,OCL 879,MWSC 2028,Ruprecht 104",186.22874,-60.43848,299.66357,2.26485,"nan","nan","nan","ruprecht104","UCC G299.6+02.2"
"1_3_26","ASCC 63,MWSC 1869",163.98,-60.415,289.13596,-0.67494,0.165,-5.254,2.251,"ascc63","UCC G289.1-00.6"
"1","Ruprecht 159",140.107,-60.395,279.5639,-7.48933,"nan","nan","nan","ruprecht159","UCC G279.5-07.4"
"1","Hogg 11",167.903,-60.39,290.89903,0.12847,"nan","nan","nan","hogg11","UCC G290.8+00.1"
"1_8_12","Hogg 10",167.685,-60.385,290.79737,0.09248,0.382,-6.195,1.76,"hogg10","UCC G290.7+00.0a"
"1","DBSB 136",216.25,-60.375,314.24962,0.42448,"nan","nan","nan","dbsb136","UCC G314.2+00.4"
"1_3_8_26","MWSC 2241,La Serena 167,FSR 1686,SAI 121,LS 167,Juchert 10,MWSC 2239",220.06656,-60.3735,315.99484,-0.29155,0.175,-4.964,-2.668,"mwsc2241","UCC G315.9-00.2"
"1_3_8_12_20_26","Ruprecht 111,ESO 134 10,MWSC 2235,OCL 924",219.00439,-59.979,315.66822,0.28115,0.673,-7.24,-6.098,"ruprecht111","UCC G315.6+00.2"
"1_3_8_12_26","ESO 128 26,VDBH 108,OCL 836,FSR 1562,Collinder 237,NGC 3496,MWSC 1878",164.8815,-60.3363,289.50627,-0.41484,0.392,-7.408,2.671,"ngc3496","UCC G289.5-00.4"
"1_3_8_12_26","Trumpler 12,ESO 127 07,MWSC 1763,Collinder 217,FSR 1537,VDBH 89,OCL 803",151.6221,-60.2902,283.82252,-3.68978,0.255,-6.913,4.467,"trumpler12","UCC G283.8-03.6"
"1_8_12_26","NGC 3572",167.62908,-60.28703,290.73463,0.17266,0.376,-6.261,1.904,"ngc3572","UCC G290.7+00.1"
"1","Hogg 13",169.076,-60.245,291.38606,0.47664,"nan","nan","nan","hogg13","UCC G291.3+00.4"
"1_3_8_26","Miller 2,Sher 1,ESO 128 27,MWSC 1881,OCL 837",165.25516,-60.23017,289.63076,-0.24141,0.112,-5.457,2.392,"eso12827","UCC G289.6-00.2"
"1_3","ESO 133 03,MWSC 2157,OCL 911.3,Loden 1010",206.25616,-60.26269,309.53493,1.92026,"nan","nan","nan","loden1010","UCC G309.5+01.9"
"1_3","MWSC 4408",273.87826,-60.21364,334.20842,-19.06992,"nan","nan","nan","mwsc4408","UCC G334.2-19.0"
"1_3","ESO 132 13,MWSC 2138,Collinder 275,OCL 908",203.73604,-60.20008,308.31682,2.216,"nan","nan","nan","collinder275","UCC G308.3+02.2"
"1_3_8_12_26","SAI 117,MWSC 2148,FSR 1663",205.251,-60.2003,309.05793,2.08058,0.278,-5.031,-2.435,"sai117","UCC G309.0+02.0"
"1_3_8_12_26","OCL 815,MWSC 1800,Collinder 219,ESO 127 17,VDBH 94,Trumpler 13",155.9512,-60.13826,285.51846,-2.35635,0.192,-6.743,4.128,"trumpler13","UCC G285.5-02.3"
"1","Bochum 9",158.925,-60.13,286.78324,-1.58504,"nan","nan","nan","bochum9","UCC G286.7-01.5"
"1_3","ASCC 80,MWSC 2290",231.16572,-60.13395,320.93256,-2.73116,"nan","nan","nan","ascc80","UCC G320.9-02.7"
"1_3_8_12_20_26","NGC 3114,VDBH 86,MWSC 1749,Melotte 98,Collinder 215,OCL 802,ESO 127 02",150.55929,-60.0487,283.25256,-3.80962,0.962,-7.365,3.801,"ngc3114","UCC G283.2-03.8"
"1_8_12_26","NGC 4439",187.1185,-60.09751,300.07045,2.64659,0.474,-7.089,-0.413,"ngc4439","UCC G300.0+02.6"
"1_3","MWSC 2703,FSR 1721",267.2295,-60.10935,332.88482,-16.01163,"nan","nan","nan","mwsc2703","UCC G332.8-16.0"
"1_3_26","ASCC 62,MWSC 1859",162.76184,-60.085,288.44798,-0.64314,0.404,-6.394,2.087,"ascc62","UCC G288.4-00.6"
"1_8_12","Bochum 11",161.769,-60.096,288.01157,-0.8772,0.386,-6.34,1.73,"bochum11","UCC G288.0-00.8"
"1_3","ESO 132 02,MWSC 2099,NGC 5043",199.02688,-60.07453,306.0075,2.64982,"nan","nan","nan","ngc5043","UCC G306.0+02.6"
"1","FSR 1680",217.14,-60.02,314.79006,0.59662,"nan","nan","nan","fsr1680","UCC G314.7+00.5"
"1_3","MWSC 5723",295.51957,-60.01748,337.00295,-29.50104,"nan","nan","nan","mwsc5723","UCC G337.0-29.5"
"1_3","MWSC 4116",94.79755,-59.96906,269.07124,-27.20891,"nan","nan","nan","mwsc4116","UCC G269.0-27.2"
"1_3","NGC 5299,MWSC 2170",207.6021,-59.93768,310.26074,2.0923,"nan","nan","nan","ngc5299","UCC G310.2+02.0"
"1_3","ESO 120 22,MWSC 694,NGC 2132",88.83898,-59.91422,268.69642,-30.17478,"nan","nan","nan","ngc2132","UCC G268.6-30.1"
"1","Collinder 223",157.643,-59.855,286.09074,-1.67168,"nan","nan","nan","collinder223","UCC G286.0-01.6"
"1","DBSB 89",221.257,-59.833,316.75902,-0.04614,"nan","nan","nan","dbsb89","UCC G316.7+00.0"
"1_26","Feinstein 1",166.4868,-59.77469,290.01011,0.42394,0.387,-6.674,1.758,"feinstein1","UCC G290.0+00.4"
"1","Hogg 14",187.185,-59.81,300.07814,2.93592,"nan","nan","nan","hogg14","UCC G300.0+02.9"
"1","Loden 821",201.06,-59.81,307.0501,2.79921,"nan","nan","nan","loden821","UCC G307.0+02.7"
"1_3","OCL 913.1,MWSC 2174,Loden 1095",208.32353,-59.70131,310.66866,2.23805,"nan","nan","nan","loden1095","UCC G310.6+02.2"
"1_3_8_12_20_26","Loden 1194,MWSC 2200,OCL 915.3",211.9919,-59.77239,312.43343,1.68008,1.333,-7.741,-4.652,"loden1194","UCC G312.4+01.6"
"1_3","Loden 1225,OCL 915.5,ESO 133 12",212.29257,-59.72391,312.59254,1.68188,"nan","nan","nan","loden1225","UCC G312.5+01.6"
"1_3_8_12_26","FSR 1612,MWSC 2022,MWSC 2021,ESO 130 13",185.782,-59.65661,299.35833,3.01856,0.392,-4.422,-0.397,"eso13013","UCC G299.3+03.0"
"1_8_26","Pismis 21",229.19361,-59.659,320.35605,-1.79735,0.3,-4.171,-3.764,"pismis21","UCC G320.3-01.7"
"1_8_12_26","NGC 5606",216.94915,-59.63109,314.84255,0.99373,0.381,-4.881,-2.897,"ngc5606","UCC G314.8+00.9"
"1_12_26","FSR 1698",230.2339,-59.62171,320.82073,-2.04664,0.269,-3.965,-3.554,"fsr1698","UCC G320.8-02.0"
"1","DBSB 51",158.257,-59.615,286.23479,-1.3075,"nan","nan","nan","dbsb51","UCC G286.2-01.3"
"1_3_8_12_26","MWSC 2196,OCL 915,NGC 5381,VDBH 156,ESO 133 11,Ruprecht 109",210.1957,-59.5817,311.61519,2.11588,0.379,-6.034,-2.921,"ngc5381","UCC G311.6+02.1"
"1_3_8_12_20_26","VDBH 143,OCL 894,Melotte 116,ESO 131 17,Collinder 266,NGC 4852,MWSC 2078",195.04543,-59.60441,304.03953,3.24853,0.766,-8.141,-1.169,"ngc4852","UCC G304.0+03.2"
"1_3","MWSC 2186,VDBH 155",209.38203,-59.58179,311.21701,2.22263,"nan","nan","nan","vdbh155","UCC G311.2+02.2"
"1_3_8_26","DSH J1059.3-5932,MWSC 1877,FSR 1559,Teutsch 106",164.84836,-59.54552,289.16084,0.29669,0.143,-5.957,2.118,"dshj105935932","UCC G289.1+00.2"
"1_8_12_20","ESO 130 08",182.60776,-59.4928,297.74136,2.96505,0.721,-5.95,-0.875,"eso13008","UCC G297.7+02.9"
"1_8_26","SAI 113",155.6741,-59.50896,285.06295,-1.90005,0.195,-5.745,2.965,"sai113","UCC G285.0-01.9"
"1_3","ESO 136 09,OCL 940,MWSC 2337,Ruprecht 113",239.33938,-59.47818,324.6168,-4.67783,"nan","nan","nan","ruprecht113","UCC G324.6-04.6"
"1_3","MWSC 2254,FSR 1689",221.71257,-59.48742,317.11452,0.16833,"nan","nan","nan","mwsc2254","UCC G317.1+00.1"
"1_26","Turner 6",164.79383,-59.51359,289.12236,0.31413,0.119,-5.999,2.144,"turner6","UCC G289.1+00.3"
"1_3","MWSC 1697,ASCC 53",144.50298,-59.50452,280.54416,-5.32433,"nan","nan","nan","ascc53","UCC G280.5-05.3"
"1_3_8","Teutsch 31,DSH J1052.8-5927,MWSC 1864",163.22462,-59.46042,288.38001,0.02,0.145,-6.155,2.451,"teutsch31","UCC G288.3+00.0"
"1_3","Ruprecht 86,OCL 801,MWSC 1747",150.41684,-59.47142,282.84749,-3.39134,"nan","nan","nan","ruprecht86","UCC G282.8-03.3"
"1_3","Loden 1152,MWSC 2192,OCL 914.1",209.88368,-59.34447,311.52459,2.38646,"nan","nan","nan","loden1152","UCC G311.5+02.3"
"1_3","MWSC 1389,FSR 1479",119.4258,-59.31918,272.47611,-15.22887,"nan","nan","nan","mwsc1389","UCC G272.4-15.2"
"1_8_12_20_26","ESO 130 06",181.97504,-59.3078,297.39289,3.09491,1.228,-11.266,-0.832,"eso13006","UCC G297.3+03.0"
"1_8_12_26","DBSB 43",150.96545,-59.2368,282.93128,-3.03602,0.187,-5.056,3.142,"dbsb43","UCC G282.9-03.0"
"1_3_26","Loden 915,MWSC 2135",203.5281,-59.28316,308.36625,3.13757,1.383,-8.799,-4.258,"loden915","UCC G308.3+03.1"
"1_3_26","FSR 1700,MWSC 2307",234.705,-59.2534,322.90272,-3.03461,0.067,-4.866,-3.99,"fsr1700","UCC G322.9-03.0"
"1_3_8_12_20_26","MWSC 2150,Platais 10,HIP 67014 Group",205.28448,-59.20687,309.26489,3.0524,4.15,-30.373,-10.322,"mwsc2150","UCC G309.2+03.0"
"1_8_12_26","Trumpler 17",164.10812,-59.22834,288.68508,0.42462,0.384,-4.631,2.219,"trumpler17","UCC G288.6+00.4"
"1_3","MWSC 2162,ESO 133 04,NGC 5284",206.63119,-59.1932,309.94393,2.92653,"nan","nan","nan","ngc5284","UCC G309.9+02.9"
"1","FSR 1470",110.7,-59.199,270.43362,-19.23839,"nan","nan","nan","fsr1470","UCC G270.4-19.2"
"1","FSR 1535",152.002,-59.195,283.33588,-2.68977,"nan","nan","nan","fsr1535","UCC G283.3-02.6"
"1_3_8_26","DC 5,FSR 1549,DSH J1039.9-5911,Kronberger 38,MWSC 1838",159.99595,-59.191,286.79471,-0.50145,0.192,-5.38,2.389,"kronberger38","UCC G286.7-00.5"
"1_8_12_26","Platais 8",136.8696,-58.9225,277.35232,-7.67598,7.415,-15.651,14.474,"platais8","UCC G277.3-07.6"
"1_3_8_12_26","ESO 134 12,MWSC 2248",221.2119,-59.1543,317.02534,0.57854,0.417,-5.182,-3.118,"eso13412","UCC G317.0+00.5"
"1_8_12_20_26","VDBH 99",159.52605,-59.1374,286.55814,-0.57167,2.224,-14.477,0.963,"vdbh99","UCC G286.5-00.5"
"1_12_26","Bochum 10",160.5678,-59.1324,287.02392,-0.30954,0.384,-7.362,3.024,"bochum10","UCC G287.0-00.3"
"1","Loden 280",167.452,-59.1,290.20012,1.23632,"nan","nan","nan","loden280","UCC G290.2+01.2"
"1_8_12_26","Pismis 20",228.847,-59.07196,320.5142,-1.20505,0.291,-3.834,-2.911,"pismis20","UCC G320.5-01.2"
"1_3","OCL 832,ESO 128 24,Hogg 9,MWSC 1874",164.59756,-59.05798,288.83998,0.68548,"nan","nan","nan","eso12824","UCC G288.8+00.6"
"1_8_12_26","Basel 17",167.64064,-59.0412,290.26741,1.3276,0.439,-6.628,2.174,"basel17","UCC G290.2+01.3"
"1_3_8_12_26","OCL 902,Collinder 270,MWSC 2121,NGC 5138,ESO 132 07",201.829,-59.0292,307.54249,3.521,0.516,-3.605,-1.438,"ngc5138","UCC G307.5+03.5"
"1_3_8_12_26","Ruprecht 167,ESO 133 13,OCL 917,MWSC 2211",215.1056,-58.87056,314.22587,2.03616,0.613,-8.205,-4.838,"ruprecht167","UCC G314.2+02.0"
"1_3","MWSC 2118,FSR 1651",201.37061,-58.97872,307.31501,3.603,"nan","nan","nan","mwsc2118","UCC G307.3+03.6"
"1_26","DBSB 64",171.05778,-58.93522,291.87609,2.05186,1.073,-10.502,2.07,"dbsb64","UCC G291.8+02.0"
"1_26","Stock 13",168.18649,-58.82964,290.44909,1.62943,0.322,-6.041,1.91,"stock13","UCC G290.4+01.6"
"1","FSR 1713",251.215,-58.86,329.36814,-8.5583,"nan","nan","nan","fsr1713","UCC G329.3-08.5"
"1_3","MWSC 2140,ASCC 74",203.95182,-58.80878,308.66142,3.56851,"nan","nan","nan","ascc74","UCC G308.6+03.5"
"1","Loden 143",157.222,-58.805,285.36478,-0.88309,"nan","nan","nan","loden143","UCC G285.3-00.8"
"1","Loden 2045",227.64,-58.77,320.13585,-0.62516,"nan","nan","nan","loden2045","UCC G320.1-00.6"
"1_3","MWSC 1829,Carraro 1",159.23491,-58.75162,286.23789,-0.30933,"nan","nan","nan","mwsc1829","UCC G286.2-00.3"
"1_3_8_12_20_26","VDBH 109,ESO 128 31,MWSC 1890,NGC 3532,Collinder 238,OCL 839,Melotte 103",166.4253,-58.71455,289.56155,1.38505,2.077,-10.391,5.211,"ngc3532","UCC G289.5+01.3"
"1_3","FSR 1657,MWSC 2127",202.50636,-58.7384,307.9316,3.75826,"nan","nan","nan","fsr1657","UCC G307.9+03.7"
"1","FSR 1682",217.298,-58.71,315.34607,1.78556,"nan","nan","nan","fsr1682","UCC G315.3+01.7"
"1_3","Loden 1202,OCL 915.4,MWSC 2197",211.05938,-58.72071,312.27605,2.82403,"nan","nan","nan","loden1202","UCC G312.2+02.8"
"1_3","MWSC 1787,VDBH 91",154.28538,-58.69695,284.02147,-1.61002,"nan","nan","nan","vdbh91","UCC G284.0-01.6"
"1_3_8_26","ESO 129 20,VDBH 118,MWSC 1939",170.75557,-58.54738,291.59888,2.36536,0.086,-4.434,1.475,"vdbh118","UCC G291.5+02.3"
"1_3","ESO 139 54,MWSC 2799",271.16038,-58.52472,335.27853,-17.13756,"nan","nan","nan","eso13954","UCC G335.2-17.1"
"1_3_8","FSR 1580,MWSC 1944",171.92948,-58.48988,292.16001,2.62,0.125,-5.244,1.408,"fsr1580","UCC G292.1+02.6"
"1_3_26","MWSC 1823,ASCC 60",158.27008,-58.482,285.66793,-0.32644,0.187,-5.436,2.595,"ascc60","UCC G285.6-00.3"
